image_embedding,reference_embedding
"[-2.2897565223005625, -2.28974938535203]","[1.3652689608637898, -0.19115345109875825]"
"[-0.36358135330135355, 2.353129082750997]","[-1.677973556341619, -1.1919776285352515]"
"[-1.7903112095260934, 0.8098133392505059]","[0.5109554036895592, -0.6059805375084637]"
"[-1.349624275099387, 1.0568814917371774]","[-0.2443248184026118, -1.4216592591640849]"
"[-2.247133601177213, 1.4138643979972427]","[0.3883791777630353, -1.0208005631552761]"
"[3.7207602509107067, -1.094774910305822]","[-0.23973254133247182, 2.64472906637737]"
"[2.035948563840653, 0.9529829624296217]","[0.5581113015535344, 0.03405636928511513]"
"[-0.5923943949824936, 1.2570637378331528]","[-1.1133650044086685, -0.6619521950740578]"
"[-0.893420799606785, 1.6729662815245725]","[-2.518105734534426, -1.3806528358466863]"
"[-0.8868674847376938, 2.4154104967094203]","[0.09374088924814443, -0.5176747450424957]"
"[-0.30740744171855533, -0.644778279151421]","[0.9202344972198941, -0.09579339589775077]"
"[-0.03154944913164913, -1.929925924263795]","[-0.21201896684914642, 1.4783135470811537]"
"[-1.9937445537371983, 1.3713669607507266]","[-1.3976087769534755, -1.5045636729846743]"
"[1.5901600534283096, -1.0994282699524456]","[-0.5929955722844763, 2.0478710054551943]"
"[-0.48852092940699365, 0.39603800672033296]","[-0.14137607174047775, -0.09165525434642986]"
"[-0.08515404219917493, 1.4242170657032185]","[0.9195039991456092, -0.7071080480968709]"
"[0.5968119346111606, -1.152537783219229]","[0.19140371251272417, 0.6836196642670254]"
"[2.488193091920365, -0.6575686095315649]","[-1.1851305359661368, 0.8472828525629792]"
"[0.7637220955883752, 1.5565047585731668]","[-0.6429485035654036, -0.8390742937642172]"
"[-2.9314904634333265, 0.04075432730775537]","[1.2247913455794426, -0.9515826319999371]"
"[1.80715389155002, -0.8999224766844002]","[-0.6665291098999997, 0.9007655506611683]"
"[3.3408105627503097, -0.5247150512754786]","[-1.0967440842633929, 1.1248466319131782]"
"[-3.403105245898039, -1.1534445599347378]","[0.6643241407704076, -0.514018568092688]"
"[-0.26910097938926564, 1.7232792492018618]","[0.4853145460314453, -1.633228263284764]"
"[-0.3409051868781771, 1.0846556282393052]","[2.3588162631845577, -0.7644955096514751]"
"[0.8719979041249516, -1.2432201458662917]","[-0.5769332211063263, 0.4442685700279674]"
"[-0.3092154375101889, -1.5361656600490265]","[0.2793854643000743, 0.3418052685425137]"
"[1.0639205479243643, -1.5440567854153906]","[-0.3812465082557218, 0.35127761610491115]"
"[1.5795184811260985, 0.6236117870136437]","[-0.8471676254641671, 1.049358121617365]"
"[1.1463777959417836, -1.9679125342427746]","[0.5488093147898375, 3.212611302693193]"
"[-2.590622314220401, 0.7135999125424826]","[1.9263263497974923, -1.3165789799109178]"
"[0.7147607421613066, 0.10458422141258594]","[-1.005921323824613, -0.3361108716620896]"
"[0.31527498395049275, -0.8056368030243896]","[-0.1482893588625458, 0.5561297480081804]"
"[0.114576302357221, -0.05875290107558897]","[0.8216196348951493, 0.12836327578879006]"
"[3.8981259577349623, -1.4449210207726142]","[0.6998804883399111, 3.0790770096925284]"
"[-2.533566316527239, -0.1498209386904911]","[0.49202280918318614, 0.08000480502090823]"
"[-0.6550883654897998, -1.5660394009599201]","[-0.3768976521166522, -0.49719215187231713]"
"[3.6653018675694695, -0.38467301738548243]","[0.07232384439338806, 1.6890703992475238]"
"[-1.3556403230564902, -0.010386063920713604]","[0.2726387577969593, 0.372224955930675]"
"[3.577651091980651, -0.2653697439011391]","[0.6653215256004597, 2.9860249986307204]"
"[-0.35694172654540973, -1.1977670328027714]","[-0.4803172556433099, 1.3402106155431739]"
"[0.31083842956702584, -0.49665351354476023]","[-0.33133001293428244, 0.10358952102306467]"
"[3.9267513083069883, -1.727023025437585]","[-1.02041906126592, 3.149386084208992]"
"[4.115758939728601, 1.1926914025407145]","[-0.8233103732859663, 1.5627882950421008]"
"[-1.037962775000979, 0.34191727090016527]","[0.4295304023002101, 0.28604802562045956]"
"[-0.12613703773552967, -1.7643062151501345]","[0.465135636140927, -0.2809946328697612]"
"[2.179315280947146, 2.2874124904887028]","[-0.02274513773595013, 0.513989320794061]"
"[-2.5399286099793885, -1.609773290476586]","[1.7150284247021546, -0.7096016456996208]"
"[-0.6130571154096329, -0.45660672051821144]","[0.11646957412719602, -0.44206817840228596]"
"[-2.18410171991011, -1.473671213392943]","[2.087655117197189, -0.4533545859913586]"
"[0.9093676125915103, -1.0245521317975608]","[-0.5153839627822393, 0.8835221726195719]"
"[-2.217498333251442, -1.2248364354288188]","[-1.3251842000246956, -0.6038530807517628]"
"[-0.3755694746612616, 0.05677960920847841]","[0.6640649761893584, 0.35927956316978066]"
"[3.020779139439915, 2.150928911600952]","[-2.0582672164721405, -0.5187549054059365]"
"[2.814933030592977, -0.1800046369592316]","[0.6163032782057641, 1.6109950067550676]"
"[0.4722790968451552, -2.920331270158039]","[0.9367733668828936, 0.7394496729423301]"
"[0.30277917212601146, 2.4485525469978437]","[-1.1274235931269105, -0.9044901431690573]"
"[1.5013847585106872, -0.008600414792146675]","[-0.28050433268429265, 1.9171119155766707]"
"[-1.5885513246500245, 1.0740052971974177]","[0.4037040827161516, -0.7028721984972108]"
"[1.0485822035625767, 2.316121913243367]","[-1.2920374050773988, 0.49419789447425244]"
"[-1.0110991355759644, -2.4481817513675876]","[-0.174058289729609, 0.40744848326379307]"
"[-2.755408131041611, -0.27490198748817135]","[-0.4888024564870854, -1.3725470371988915]"
"[-1.8414975814671413, 0.4554309549715622]","[-1.8424913040231263, -1.0288014120363838]"
"[-2.617224097116138, -0.8488129985693218]","[1.1711744891033216, -0.5321394244633039]"
"[0.2078385662724237, -1.408326803029534]","[0.0274986053016419, 1.5542314882229111]"
"[2.503617837330776, 1.0153197693819611]","[-0.8448011276120456, 1.1900984114731745]"
"[-2.2556642630786405, -0.6617124576567927]","[2.4034052958154843, -0.8427393232733619]"
"[-3.068726582954821, 1.1989688973343593]","[2.1465242926045884, -0.6195723965185633]"
"[-0.6245902558959091, 1.7517969457660125]","[0.7429239335068067, -0.8315662056681511]"
"[-2.678195139416002, 0.5383392196797249]","[-0.3147398454367311, 0.3425965170727694]"
"[-0.3953528092246, 2.5026525395695365]","[-0.7230103940417363, 0.03832981624903105]"
"[-0.5880787595077897, -0.24654914527989208]","[-1.3165301207593763, 0.050092123830770635]"
"[-1.5669431702799388, -0.6483697481199014]","[-2.233580929589378, -1.0257945806752382]"
"[-0.828632809864092, 0.1540936359243399]","[-0.3208972235548091, -0.6634930662061379]"
"[3.769078514445241, -1.8231607766153688]","[0.30270714178076097, 2.718229151553451]"
"[-0.4008500515403795, 2.3487172656084985]","[-0.13927826330134968, -1.184925995209896]"
"[-1.1020980227896038, -0.9373579053804942]","[-1.4470464215114425, 0.6585549381130176]"
"[1.6511258842043288, 2.0079961586750534]","[-1.4781294689021351, -0.3664873702629445]"
"[3.7300274158373408, -2.010549890920353]","[-1.469572478637963, 2.8563126772483547]"
"[2.6601068750949572, -2.896679332511938]","[1.1282792820723653, 2.6124431075859396]"
"[-2.6252813390313334, 0.5513444362959818]","[1.2418051404619925, -0.9597833534493234]"
"[1.5446339725871976, 0.3194349893826163]","[-1.8924302124415917, 0.7877319853820531]"
"[2.3156008425165795, -2.3065459271288558]","[-0.9200163316466166, 2.843484096719193]"
"[2.2299368830606565, 0.24520427142242504]","[0.761738380549706, 1.5736168852966939]"
"[3.440568356236524, -2.106554164647656]","[0.3522457262898017, 0.3641785976287454]"
"[-1.2173347001692365, 0.07605583603158833]","[2.4415886694457267, -0.09317269053099811]"
"[-0.09843476841770736, 1.3730713646011126]","[1.1847781980805978, -0.22881077268147032]"
"[2.6976803744317897, 2.1773964834269055]","[2.101592740750974, 1.0763852505121463]"
"[0.28893983908638715, 2.2887645783128865]","[0.5665411950241938, 0.04420329472773655]"
"[-1.187324477576306, 0.24140800571378235]","[-0.6863402172430771, -0.43952244887607655]"
"[-1.2140868669621137, 0.035932372201160294]","[0.1387343247569983, 0.15535551190354582]"
"[-1.5281371100139947, 1.873246756412392]","[1.6193813233497265, -0.7079938081071332]"
"[-1.8728974714651614, -1.612624978961611]","[1.823109082681223, -0.24336765833612714]"
"[1.509469747936016, 2.1935090107087407]","[-0.2136839966646225, -0.7286102347512463]"
"[-1.783594929073706, -0.20101180810378996]","[0.780160494310593, -1.1662639747190937]"
"[0.9162907630709948, -2.131832595746859]","[1.3829493203013739, 0.3788692808296808]"
"[-2.0139442825918823, -0.17048518117725903]","[2.4842564151968345, -0.2906680036890555]"
"[-0.654477907784904, -0.46613429415169977]","[0.07511006912242642, 0.024103938108334763]"
"[-0.1893485216312586, 1.7552740683081494]","[0.447851610615644, 0.5024062445978423]"
"[-0.19440382493369812, 0.8667441849581348]","[1.5469300268506367, -0.2659119321412012]"
"[-0.8685369487885338, 0.8572395620452529]","[0.3005361444173449, -0.5186883116359642]"
"[-0.19805701621459126, 0.6200430802235953]","[-0.7861711414680749, 0.10892811026901814]"
"[2.1472324592360215, 3.8568451486100197]","[-2.205515787462839, -0.7844065740262403]"
"[0.31701176431889255, 3.25748486712727]","[-1.2114381194674628, -1.345207998872035]"
"[-1.0744342072415987, 2.27493773892436]","[0.1443141980569608, -1.4622933092312511]"
"[0.5128787754315326, 3.105647437993962]","[1.1512743663002083, -1.1316630758237038]"
"[1.2561847172610503, -1.4111013611017889]","[0.5172336037663298, 1.0015199939857755]"
"[0.4001653353204823, -0.7434470651927214]","[-0.6486195573258983, 0.10680000557845662]"
"[-2.061730251459746, -1.73994602963282]","[-0.07260520188548611, -0.6172308892679009]"
"[-0.32572209299417637, 3.377170145071318]","[-1.9093676727449578, -0.8197835490285386]"
"[0.4282931920538441, 0.5174754249246116]","[-0.6696457512997699, 0.20548012403800775]"
"[1.0158456254799635, -0.04002634660634507]","[-1.783173414893277, 0.7038241569173531]"
"[-0.4769905810568318, -0.7351869611742012]","[0.7486883617346779, 0.4095176408247102]"
"[-0.6616429111142181, 0.9698193419357181]","[1.093396529392233, -0.8263973207908961]"
"[0.0992994349381971, -1.601390608182016]","[-0.24410446204660602, -0.41105860729402866]"
"[0.13922423395684516, -0.9072889230719365]","[-0.11071752443972727, -0.3201619729117831]"
"[-2.0374476335125795, -1.1059898005953566]","[-1.5515849527795607, -0.5363059020667093]"
"[-0.3222540227823395, 1.1390001339175775]","[-1.2867537903460158, 0.23334087205459236]"
"[-0.6933782548277873, 0.5400492897428927]","[0.46505247753152457, -0.11686809032788913]"
"[-1.6728358182506686, 0.22551461500403336]","[1.381204715934171, -0.7888788481178697]"
"[-1.2734819392436898, -0.8959524889107274]","[0.8272526399836415, -0.920020864014182]"
"[-0.8010146582396909, -1.9364214742933652]","[0.2104877445535992, -0.8653106745648573]"
"[0.9719925346181448, 0.9144739509395368]","[-2.3798831584503453, -0.3580221151109084]"
"[-0.6053950630001009, 0.9427130757986676]","[-0.6333964503379056, -0.605043598119548]"
"[-0.3713796620022336, -0.2393571562483991]","[-0.4174523441297281, -0.5610806333508798]"
"[-0.31458449760467233, -1.1796485094980862]","[0.33764911381271595, -0.9609098280599526]"
"[-0.12047838826457147, -0.6567463583599348]","[-0.15887214294423257, -0.871093287486953]"
"[-1.1140530147859664, -1.8703405349087914]","[1.4418532626220861, -0.5139266265310101]"
"[-0.6636069422197289, -1.5222511434265713]","[0.5580483570659991, -0.6344839709642035]"
"[-0.7283930956497537, 1.3647285066336812]","[0.3712701585370786, -1.3602371547726324]"
"[0.32362559805820645, -0.38166433116946963]","[-1.0903450534691184, 0.004305722044377632]"
"[-1.9848962784636672, 1.888204585405625]","[-0.12324716639449891, -1.712856531562286]"
"[0.03909381891818468, -0.4829687137091584]","[1.0858397180610626, -0.68799833937593]"
"[1.1422004580570624, 1.080454970104241]","[0.3860607803985866, 0.5184640737307816]"
"[-0.9022081939928186, -0.9564514554603933]","[-0.47190467193785174, -0.05290623683779266]"
"[-1.7883229626713064, -1.458367062690642]","[0.5667859190020412, -0.9070849159596845]"
"[0.5410611844928164, 0.5447238277102795]","[-0.5422770436391245, 1.5010814648223791]"
"[-1.888182353810043, -0.8654596584834975]","[2.6302075482024607, -0.5820708389922705]"
"[-2.3059035410844286, -1.4195801644896942]","[-0.34036272228734177, -0.5734698195637339]"
"[2.6996310839869717, 1.982059482940407]","[-0.3374496451115007, 0.158036249661538]"
"[-0.345917302465243, -1.6896247325357021]","[-0.2727283372284522, 0.827316575844515]"
"[-1.810208274503952, -0.7305330986466939]","[-1.2890814181609043, -0.5671881326417064]"
"[1.691528283161599, 0.44931798688433444]","[-2.2998251275209474, 0.3491911861774642]"
"[0.8596704733040655, 0.9195625477816174]","[-0.4486722437207154, 0.5790223851815446]"
"[-0.05941405732832954, -2.241595599758615]","[0.9954958175615156, 0.538464394913063]"
"[0.10914787339768053, 0.585699615942937]","[0.5465190998383931, -0.8904152906873645]"
"[0.23915192556901602, -0.6182963227500302]","[-0.35097453850490756, 0.755923720715308]"
"[-0.4065384138224703, 1.099101954085407]","[-1.988843185682158, -0.41642398040734624]"
"[-1.2405347046314597, -0.8334501244513481]","[2.002175083775923, -0.8507295605016557]"
"[2.7235386517600486, -0.828818415277179]","[-3.262909574860856, 0.8554875155837188]"
"[3.552291161572913, 0.041122046956964954]","[-0.0638986384320785, 1.9039539762401236]"
"[-0.2491559665920537, 0.43413259292945455]","[-0.8265343638021299, -0.9831216641033338]"
"[-1.2953711979261617, -1.1563522775114146]","[-0.4834775090820354, -0.3801140432062465]"
"[-1.3150047506111877, -0.9275109198062237]","[0.7993839617182611, -0.20515347453785895]"
"[-0.04277040654437738, -1.0828175523041723]","[0.9561716890646588, 1.074015229672699]"
"[-0.7667889191060506, 0.8524645122602614]","[-0.585435010099455, -0.81312476262692]"
"[0.015757090677072653, 1.3375487408447746]","[1.3988443314279106, -1.223351147963085]"
"[1.4245791965188541, 0.8651019404265504]","[-1.0696879329634217, 0.09493921370705836]"
"[-0.003033382534306707, 0.6427556866212198]","[0.34665089733575555, -1.1015911771579994]"
"[0.19588718330673546, -1.1308986897298987]","[0.6222971676462619, 0.33262776542512806]"
"[0.5445066643441173, 1.583911891739168]","[0.3319231907253817, -0.7846784895322926]"
"[0.026051134018173383, 2.010720354996219]","[-0.18723079014225086, -1.857258279326377]"
"[2.6216227037962048, 2.4034054797011124]","[1.745177767703871, 0.5800495392980312]"
"[-0.7571065000079925, 0.9195124057776091]","[-0.8829640171971564, -1.2858615148655788]"
"[-0.8762780837646352, -3.7350567059331286]","[0.9649779912562266, -0.01812596275746141]"
"[-1.8190883366962651, 0.16538120981337925]","[-1.3115935391683244, -1.301414940551708]"
"[-0.6330765777204204, 0.7252294420248182]","[0.3550761723657738, 0.08389968423580661]"
"[-0.09661076677769324, -1.7681917841246093]","[0.757012110190373, 0.8718209686507495]"
"[1.5148611371370393, -0.860077567258152]","[-1.4746095172034666, 0.6670696686155801]"
"[-2.351445948686612, -0.02793796877101325]","[0.8145189104499163, -1.2308330887791707]"
"[1.7167996958603802, -0.1961543848523834]","[-0.459255668486782, 0.5201625574811155]"
"[1.5395855457412893, 2.5293589165601547]","[-1.657591175518951, -0.23682953447741026]"
"[2.781266463079185, -0.3444839396428283]","[-0.8201572093463296, 1.1851153033873914]"
"[1.8412123163568477, -1.376521281500853]","[-0.030578117375156925, 1.193994815385402]"
"[2.8121751758380564, -0.20492936393579625]","[0.6294450894639929, 1.9524587924876267]"
"[0.48905756234145886, -0.007524331215078941]","[-1.0912949245260324, -0.33275866339118243]"
"[-0.15561168847167442, 0.8843709776226277]","[-1.532813407264272, -1.1392078856776828]"
"[1.627060041280233, 1.6631244957044597]","[-0.4184514489302174, -0.31918026174106645]"
"[-2.006349584832865, -0.47806812460583614]","[0.8262738554396412, -0.5292696232015915]"
"[-0.9801085703990502, -1.6301001539536006]","[-1.6366073601291156, -0.06649852556836368]"
"[-0.41307658151209636, -1.0537616529895906]","[2.0007526783572764, 0.8253737924225563]"
"[-1.2561903931907765, 0.7903565209876975]","[1.2354426517372563, -0.8171371929551458]"
"[-2.271813691435145, -2.327617710088769]","[-0.06076636438550961, 0.2051444666782012]"
"[-0.46455441723406277, 2.0851825887961453]","[1.845595378663646, -0.8534935356850978]"
"[2.5914083520204887, -0.49664776035744423]","[-3.0091530392743966, -0.15685296024072895]"
