image_embedding,reference_embedding
"[4.122195829680295, 1.697331217246775, 0.28449759281291587, 0.611591150416014, 0.499745297196559, 2.9389729998124383, -2.424296158645159, 0.12227543583307299, 1.7063617761625007, -0.1878494956249966, 0.005805035690327345, 0.7464146622715898, -0.7799654520812297, -0.07657397518950829, 0.3621017168605561, 0.13097442101496107, 0.3811537365406667, -0.3854415585091484, 0.43132072564159923, -0.21790168849697317, 0.5061138104385592, -0.404604334651565, -0.12914585819602983, 0.3407727961878103, 0.6192992685124733, 0.6884079985249882, 0.334064324634323, 0.1618555682775862, 0.7163122559654068, 0.07889520814729134, 0.019038085105227965, 0.22577054222078216]","[-0.35332391222981196, 1.9690809373440095, 0.17575865869421714, 0.09474528456529806, -0.61417157308487, 0.04262305845943906, -0.8292776689206658, 1.289584671600095, -0.4979093116946933, -0.15646383066703934, -1.1829845713433547, 0.7848024496917146, 0.1886302393974867, 0.301287791140033, -0.5636753676491127, 0.09066535120440064, 0.082213524391008, -0.7053294926268971, 0.0811425467344544, 0.34639806385135985, 0.4833677884640917, 0.08534844298104388, 0.5202510241734939, -0.3231814236375162, 1.0920015998522807, -0.2934424790622778, -0.003984367446181913, 0.37199071613877643, -0.5357221098024401, 0.9735155623529363, -0.2525381199545074, -0.2754923688513581]"
"[-3.555558569927758, 0.7665582368146457, -2.106689132543498, 1.6337301072591586, 1.637703335462039, 0.2727561722125488, 0.5611910281209314, 1.1775074548473992, 0.5904084701524345, 0.5022649562486509, -1.295469531356374, -0.29380861431941035, 0.06071640566628438, -0.10958248148132738, -0.879085995262812, 0.730839469949408, 0.32031235278561626, 0.4849358407294074, 0.7055214127734922, -0.3900498502814369, -0.3005421056287911, -0.8773561723918409, -0.577516323322303, 0.761190146391273, 0.11072579392188472, -0.3993625444450501, -0.06198693696328206, -0.0728070658493821, -1.5963747501098864, -0.4125821594178592, -1.1742550157147702, 1.5391376307515001]","[1.5091178440839579, 0.592430328791827, -1.069304289880332, -0.7618643043502304, 0.6324814066818122, 0.9809966990895944, 0.03203011623497001, -0.3523843511971539, -1.0127498815095526, 0.534951835344722, 0.6529922916515185, 0.5823765681512372, 0.37678353796137565, 0.30134258269840264, -0.2559194692658209, -0.01012271921466844, -0.12086552788633102, 0.7598224716845096, 0.8051694333520909, 0.10347466223302165, 0.045883117192418214, -0.21872434236526636, 0.13091287371105703, -0.021792599529686513, -0.38089159862203203, -0.08278657932887112, 0.2793738860342329, 0.39720039192688744, -0.8355744452298434, 0.5720116595832346, 0.1301997488764518, 0.06527438258598664]"
"[-1.6917324022399467, 1.3502646379878342, -0.19666555654472814, 1.7823388392213775, -1.183982524834845, -2.2439964416114995, -2.958675690565936, 0.21827705275033696, -0.08616643905195834, -0.27636549206073296, 0.11405381269659398, -1.0949766905712897, -0.5516825064653912, 0.2057242467590374, -0.5916483571672075, 1.0488855944090878, 0.10245947859630607, -0.1347763636768439, -1.279052799629726, 0.521765059011964, 0.14976935549024842, -0.05074913945327588, -0.6463516119666504, -1.2513960177383598, -0.406346192751641, -0.4803029213587514, 1.301244125908412, 0.6997042579299583, -0.5589223881012297, 0.4833032849910698, -0.9580897592908514, -0.6532004806137885]","[-0.6336731871233328, 0.3517860182580993, -0.9912990859586015, -0.9356142429268566, -0.21898079579185897, -0.02246438074002391, -0.8496791940293317, -0.6153118374758526, 0.20355383049828593, 0.8847589073476526, 1.1674557229370557, 0.5229653882071925, 0.011669073320066163, 0.6492188819297325, 0.6737387853046861, 0.9789958997078692, 0.11020368318332968, -0.21107593194939528, 0.2862472224792638, 1.123800826076462, -0.3095618407588074, -0.2623447468446158, 0.3554938499241877, -1.3573927788290396, -0.19312049926451746, 0.4007141629261154, 0.3067036735742492, -0.20036103901498628, 0.45990668533047613, -0.6398991486566872, -0.5073981976896256, 0.9657013499005855]"
"[0.5087988394008218, -2.2852067645868606, 2.668645875930954, -0.431774486482427, 0.7150624639913818, 0.6163341163438877, 0.27099543014058014, -0.4525108038035976, -1.053220480756978, 0.07146808001913044, 0.2564695901689489, 1.2161765047466169, 0.0961235338561962, 1.6782438278900156, 1.614857558027398, 0.15611486815107228, -0.5491721545352878, 0.7858251851843795, -1.9348945448283172, 0.10928777356806903, 2.1159940559208006, 0.033006099732956595, 1.4796493964050323, 0.6580298575005927, 0.32990242134376446, 1.3375908037130055, 1.8608448039372927, -0.6044294339858515, -0.6821347267013583, -1.2501970202048984, 0.5254683478001422, -0.24581638980594273]","[-2.13161342108833, -0.7751515537325622, -0.28159870604669646, 0.1927888231947437, -1.2729461255089773, 0.6661104395274421, -0.19561065700561855, 0.24292684195034125, -0.6360302123899588, -0.6752220863893638, 0.5579919982727278, -0.4906997419856564, 1.0319654119821873, 0.5360758900589366, 0.049261831564687476, -0.07898745786909941, 0.9980957493133857, -0.1846164682833513, -0.39315701040412643, -0.8932972426300052, -0.5690587359336928, -0.21725907519821575, 0.05499937380406651, 0.20685686290876926, -0.2550694154276996, 0.011419228588342455, 0.15866685815056195, -0.31109171757140996, 0.8678135317128918, -0.8856872843276379, -0.14892123047346054, -0.4251886199602067]"
"[3.9137808917207235, 1.513056085594129, -0.8126898716190457, 1.9024573241061487, 0.45910901663557696, 2.395874919216889, -1.1607750371924028, -0.43667083382292193, 0.374197763247041, -0.1748842872839211, -0.6749214771026417, -1.0859295631415697, -0.44506807606587656, -0.8234862523008967, -0.19650791614446397, -0.8741736733008169, -0.1623793483878645, 1.5986410998351936, 0.39963038613700824, 0.3111293238010224, -0.5576031457855343, 0.8713293680159064, 0.341386312177542, 0.3497026359499472, 0.2798504639547198, -0.10325697836996121, 0.10076706638602556, 0.332377010934008, 0.06204140036147437, -0.44031691671282236, 0.17697794839219774, -0.6231144561062013]","[0.005616956699328017, 3.219967660131837, 0.352818616843188, -0.2374204642374848, -0.9192196300415704, 1.4518235750948412, -0.33067253902825067, 0.7604160252660636, 1.0261135616298185, 0.14376513293427767, -0.7694721902878839, -0.32119826547782493, -0.492879464548068, 0.7329962767467929, -0.7844952924653854, -0.2472940945022313, -1.1446810219994379, 0.5765529654800388, 0.17887243772368444, -0.0059755268195067724, -0.5317537734555344, -0.24559578292219134, 0.3572715766528991, 0.5253331990318958, -0.22976732666607705, 0.7992489635797098, 1.1149362857888674, 0.05632522835900973, 0.4812886594033, -0.28126410706455274, 0.0689107995694807, -0.04243840289734514]"
"[-2.0309922331260966, -1.2907743811526171, -1.0906019300945844, 0.8638581105321251, 1.2113121698299942, 0.056069203198179894, 0.1906450174234691, 0.781365997259863, -0.5975325622343267, -1.5247535938930492, -1.4095027469171821, 0.9266234243536575, 0.938040801365753, -0.6131334875719594, -0.029032347771088318, 1.0898175791656757, -0.33067695122974805, 0.3949394350963253, 0.812548757666973, 0.8532277849424906, -1.2080759989526626, -0.344417845690373, -1.536690014891, 0.34833287206320934, 0.7811020398047992, -0.6148258569096714, -0.43837679274294034, -0.8644911473469677, -0.841335475004469, 0.0032601941182836287, 1.2335023523453188, 1.375153651233958]","[3.4731127690069536, -0.5849047772294517, -0.6269660160394994, 0.23968211984836693, 1.385265829458006, 0.5625408409039796, -0.27025574668360763, 0.07756863499158306, -0.584819661669856, 0.9372365294496676, 0.19388750260074905, -0.35336429260362995, -0.36182437453996463, -0.1480418266898784, 0.5203263192071573, 0.06705980147235734, -0.3111132756367866, -0.12755147605402692, -0.28745248975313126, -0.3886261988807164, 0.14558211513208322, -0.3443089371172801, -0.20663504470445113, -0.14128498733984918, 0.14022121229696463, -0.116919455663201, -0.1073685772590957, 0.17257000766370265, 0.2586595400545964, 0.20201541411956261, 0.14130776866358044, -0.1831240273822228]"
"[0.005808662906286677, 2.3113792305941243, 1.079886749186107, -0.20772044878675444, 0.933230773532547, -1.0930900205056449, -1.047122252065856, -1.0957780122720813, 0.2689607119204652, -0.14004924642585168, -1.1589995766434116, -0.04628633556888676, 0.014340700293129614, -0.21700515700812356, 0.26815545915387207, -0.6286638404737995, -1.391191910543185, 2.3040947470595787, 0.005184570951259478, 0.9954005124193961, -1.3135630510037872, 1.9506989330894087, 0.055463983405332345, -0.2144487358390759, -0.45898488451193176, 0.18774349357980227, -0.7864303477034518, -0.034761009930877995, -0.16597940121399135, 0.4992049837741281, 0.448510716857329, -0.3018656451925753]","[-0.8084696636326909, 0.010978317857589681, -0.6436015313528176, -1.1520272808294736, -0.9576739779567994, 0.08282421077392664, 0.04843462455666396, 0.1004295346002085, 2.0070417262319196, 0.04189800379770811, 0.031528069329140374, -0.5931921738424903, -0.3641127246361187, -0.03285437388446439, -1.498641888530758, -0.13733399718097508, -1.345340042033451, 1.3438330958401628, -0.6284170908611871, -0.03584762739689531, 0.025823211221021884, -0.055659635807598244, -0.022734303476985608, 0.30834204252885583, -0.2762533439977928, 0.29816743619471886, 0.21242065059825235, 0.020189546769724235, 0.13240226805143504, 0.5834720624261861, 0.2670764568475081, 0.970813767614058]"
"[-0.8397839072066787, 2.311200797299023, 0.05103940168498405, 0.6079153971337412, 0.5121898734270365, -1.037860551801906, 2.0130225026235022, -1.315455131834285, 0.9199882176364752, -0.5898617770746089, 0.4296093414048026, 0.5662650932573109, 0.26339661632661454, -0.9317946372474859, 0.04392746508204099, -1.0661316850154432, 0.5224227803617676, 0.5159773323299573, 1.9393619127820811, 0.15036715038060938, 0.6296130827605999, -1.7551872473041468, -0.09600061649133737, 0.20717558342014802, -0.1541851450973844, 0.24941065198942264, -0.16914780340413094, 0.5459066211650541, 0.1948555471817069, 0.49002229009748316, 0.05121244159812796, -0.3906035593233228]","[0.2922927850856664, 0.14166334562667843, -0.03984373610922883, -1.6903646733852065, 0.4378306970266543, -1.7223565276477508, -0.7358592018881635, 1.2608453313387742, 0.07135992356117568, -0.3715323738381445, -0.6890459335769866, 0.2477035860659149, -0.3037782700946622, -0.9251898673774042, -0.35482107293551257, 0.12216605044217742, 0.19772327990024746, -1.0819910883242334, 0.7299209297963974, -0.09875694522537706, -1.3094650367324228, 0.5127007961448509, -0.6010309540879523, -1.0082989642456446, -0.0669398963878055, -0.4747808915891429, 0.05199777169190097, 0.3019130009585973, 0.14236988213316504, 0.32199133299877364, 0.27128814260026174, 0.3975217351525749]"
"[0.03626183260405118, -0.15314431817331517, 0.09857580296568984, 2.2586124166701427, 2.4751619054742586, 0.0029810095174938166, 3.689438376298277, 0.29787893580586156, 1.636161640487946, -0.4839207073671706, 2.297941123811699, -1.6655554977759899, -1.4786939619640727, -1.7469811802802555, -0.0035611397254803486, 0.6013714051204256, -0.7670430955525197, -0.3349180864699908, -0.3586644657566313, -0.4495028561853438, 0.14802006573593673, 0.17106208123401245, -0.840573385512857, -0.3651170403326422, -0.8920113537159226, 0.790473556743827, 0.45553174996176965, 0.6073049074452517, -0.13051441088451962, 0.2627187721483613, -0.35802805988594577, -0.45626380994518223]","[-0.2324759124212348, 0.5397933871957005, -1.0732646085141604, 0.18687683544995398, 1.2075071313455161, -1.4611560683781253, -0.3418819754463085, 1.1582218992043096, 0.4685711751316063, -0.5601745745251614, -0.5382372032298828, 1.351314659934214, 1.05705649203335, 0.2634836968190091, 0.30024217218767174, -0.9302708016279951, -0.1648410508982611, 0.020241038831514315, -0.07284318296203449, 0.3958442435012605, 0.8826203639657592, 0.42748927796212194, 0.6349256634853948, 0.27649808207563775, 0.3401722647194452, 0.06984869337398333, -0.08637459362979277, -0.41756783691916344, 0.02193704006475753, 0.5999916410138709, -0.4862467630351983, -0.170975447460995]"
"[1.6934923906321908, 0.7785315837126972, 0.6950921392384412, -0.28225555656804535, -1.9120525129038706, -0.29603125224401117, -0.8600517367258106, 0.21936425787532784, 1.542979811467467, -0.3370279869217416, 1.0161498280631691, 0.45254091208220915, 0.22612038568359236, 2.137983710497818, 0.33010820456716494, -0.13288646058976955, 1.8168252481310228, -0.2630288193661313, 0.0421571447885492, -0.37027643256841886, -0.13286771205158565, 0.8881075860486339, 0.24798651832663876, -0.9905455123850232, -0.7704820688773832, -0.5754669500332786, -0.25355409344091584, -0.5495996496003611, -1.1951740318680242, -0.7065302038372189, -0.43002485725773587, -0.4505956745811453]","[-0.14683655335695767, 1.0071925898520317, 0.08588556672316332, 0.41142446293250057, -0.4950346125602158, -0.9058441673057734, -0.8744319679613992, -1.5531387773615892, -0.29499131575388604, -0.5083784730110026, 1.0068388800007675, -0.3812018858577548, 0.11932285937851833, 0.780490395895609, -0.09281903873025169, 0.2933688453051137, -0.07620450758007384, -0.2280428174783843, -0.06487683799779649, -0.5673332759344205, 0.615054312098089, 0.1555963069666401, 0.04830782181082834, 0.013055130101760433, 1.0707604364977432, -0.6344111115544752, -0.27106347465558295, -0.685999237233302, 0.28748400691132503, -0.45571275591906785, 0.4998671154435091, 0.30494691894599596]"
"[-2.067216024185787, 2.329803865921245, -1.8170234686565097, -0.663775286568356, -0.15018504610456318, 1.0105329519479525, 2.34327862917489, -0.3468384144204763, 0.4461010121696374, -0.5334053390514546, -0.7837446772845025, -0.36988505984998515, 1.1998133344887405, 0.2878482127138263, 0.23567269493957352, -1.6277949847395414, 0.9253390566555221, -0.5273705973075923, -0.3064409567250293, -1.729199496561239, 0.009023989418160027, 0.0014583472350781154, 0.9415576044471421, 0.8085110953615141, 0.31343641104290126, 0.47473245208977827, -0.2913862980005293, 0.31646430131302555, 0.005375915039367465, 0.12023788879845404, -1.1547898499726086, 0.3240673724522633]","[0.266608636734331, -0.562058544855509, 0.49435862117143337, -1.7037610282810567, 0.07056403033888492, -0.42775994986734583, -0.5441379749427127, 0.5488407344850341, -0.43367266628541407, -0.7625202293616355, -0.4256913047068721, -0.5042544266567144, -0.07420931030187906, 0.32182964231420264, 0.3095373260786277, -0.026959850843333966, 0.10040000150422237, -0.8509760209526808, 0.33125942872514796, -1.4755704817248796, 0.5068123565391153, 0.2776885524176272, 0.39622155848782703, 0.3966625202870939, -0.09889152778661674, 0.3076320504305616, 0.689788297095692, -0.3461582072420297, 0.2922974470569778, 0.8470579057737273, 0.3993087791594016, -0.6199623625115195]"
"[-0.6291697429662021, 0.0962812192444511, -0.13850624641332573, 1.084445825950802, -0.30504989612752403, -1.9036586698423839, -0.8491216989756328, -0.679037182985238, -0.814141247056006, -0.028634299305691658, 0.23281041507279704, -0.33256422928938395, 0.45919946044228654, -1.0010914513694569, -1.0799260264029178, -0.08070862129109367, 0.47320033094339115, 0.4200970750061347, 0.6176875570604584, -0.8549645068424199, -0.5497547034347221, -0.3985312252451776, 0.8376744098502898, -1.381308797398834, 0.7765970828333724, 0.809527871019326, -0.04555281969381778, -0.4650922736221953, 0.43165793318860957, 0.09518690620760471, 0.09210190170092537, -0.2562437950825956]","[-2.3665523774277064, -0.793855466698178, -0.3401709135174411, -0.5222642380949607, 0.5605417965094857, 0.05466440129332461, -0.2322475640924031, 0.15389694155715178, 0.9347095523879632, -0.03136075650419869, -1.1062636595218878, -0.4916417336411277, -0.6081969864697074, -0.3286770399010475, 0.8151328631606465, 0.44838811700781317, -0.2095043294341256, -0.01369222453609469, -0.31835653384723306, 0.5111151088581879, 0.3409903296186829, -0.3748089810400537, 0.435323755818888, -0.8501119825179866, -0.8230629086693375, 0.2985494962517063, -0.22854780486815804, 0.3008040490664348, 0.7008931916398855, -0.6446347850539156, 0.08612660843230728, 0.32260780803237316]"
"[-0.9832669511575581, -1.1821719941463604, 1.91983659610275, 1.6424544903553038, 0.023274273959420607, 1.363822868912315, -0.24555444501412402, 0.3570843995560262, 0.01370019128910556, 1.777612684353881, 0.44519062537132736, 0.18497809021328668, 2.286959176770423, -0.9273671253540458, 1.064174553597194, -0.755588812701978, 1.204233055819762, -0.14171809219599724, 0.5525110328586936, 0.061467565794200006, -0.6512714882141739, 0.6056079568242102, 0.8489496057687499, -1.2751852519080218, -0.04651405998364351, -0.6757871958330768, 0.9988699193784069, -0.23116770113801816, -0.30486184129388516, 0.17193222617310067, -0.062247339936095845, -0.8082496843036002]","[0.310471674909087, 0.019373252668349827, -1.6649801716379842, -0.512348816136587, -0.17690396380849863, 0.890265550034175, 0.19556841851224666, -0.09296905732837943, -0.5204184000592685, 0.4609615259706057, 0.3996785157844019, 0.1028096147594211, -0.5235813888267692, 0.40525209152884445, -0.23222510588330997, 0.08076814829901338, -0.40570408874347924, 0.7141154581062755, 0.3367711401664921, 0.03648708765007622, 0.617823929891345, -0.38973051013071247, 0.47781930465511446, -1.143710328043444, -0.19828196815260918, -0.25652842503154666, 0.06955616299427675, 0.5100243409721913, -0.04758264642797459, 0.08769279173837466, 0.0034003769768773157, 0.17570163227896837]"
"[2.73153282852717, 1.7284015009599585, -0.2303899279444811, 0.48035864559059394, -0.8697022731329246, 1.1329137430275686, -0.6922973147386231, 0.31523085579574683, -0.3027368754529723, -0.16287830321207872, 0.8486553767857966, 1.4234645748724792, -1.0488403928254604, 0.8405248029341377, 1.0018145148544537, -0.20438108514875009, 0.22678349762431022, 0.19652782883003395, -0.48437202805629886, -0.8099235506567354, -0.07294704236509426, 1.1082957374838656, 0.3525585871184911, -0.6883597566902105, -1.0424778134317223, -0.3355852785729445, 0.43600397919236644, 0.49519410506443184, -0.3601412365268286, 0.16522738016327884, -0.5151951710296689, -0.7411567918059305]","[-0.4545838051836697, 3.0446592087736164, 0.025245203059664253, 0.6146057905552105, -0.6242973264100237, 1.2527450363993207, -0.4507540697017637, -0.22125460348943005, -0.4594236273548063, -0.47389363513392174, -0.8682764776799589, -0.9128072471266301, 0.645383534251022, -0.3482750448329021, 0.5128663239813946, 1.3494625255596442, 0.15073701759349564, 0.18565615755578066, -0.11304455158541504, -0.06958311149451928, -0.2947871316706745, -0.04661391078791278, -0.08289894709978385, 0.2518876323863115, 0.3217224404203347, -0.3357303858231659, -0.024051842704714627, 0.3713778118108007, -0.18851731826122492, -0.5212220134190105, -0.35211498384913925, 0.031894027837259614]"
"[1.2695278895859226, -1.5236005268954773, 0.9404016019206961, -1.1801227099271192, -1.858851600838659, -0.09446421874787997, 0.33021503869223373, 1.7994067415923094, -0.4534437172453557, 0.13422638992842256, -1.2403337521065285, -1.1019408905717585, 0.7961542796190394, -0.9170432217988598, 0.4923353355097427, 0.23147214455529955, 1.586455085884048, 0.2174742781834658, -0.18193352052707815, 0.5384478810402034, 0.010510102927508742, 0.2365871956406996, 0.44440175220395517, -1.2327886320159367, -0.6611643118286209, -0.7931412207724422, 0.21685298383765383, 0.5495262892976466, 0.4928220015604881, -0.3503343169635227, 0.018008632469636403, 0.6756634722865538]","[-0.48968496589886507, -0.9203065295470167, 0.3848854374086832, 0.699020932756767, -0.45240065361968673, -0.011542427024554575, 0.3771995954298322, -1.2505410037199851, -0.05457341725094368, 0.5639838258428398, 0.16206601773412965, 0.28144559146375947, 0.0710641431387787, 0.7087736208686567, 0.22113684090260421, -0.4534302782444823, -0.0318307766612302, -0.10870921314305637, -0.09292906405343837, -0.957837616888933, 0.5100267024620891, 0.14563957974344857, -0.44703928711233526, -0.18261452750670945, 0.11660944376022002, 0.03447351734868778, -0.15215103614909925, 0.33430506447964603, 0.1762074066557904, 0.13506047990260237, -0.6654356032376565, 0.7160654195292332]"
"[4.271843717334812, 1.1429074178107859, -0.7133814812474899, 1.5437460765485866, -0.2684771239289499, 2.463008616445073, -1.2117280380354123, 0.4046370674301607, 1.0955977123247103, -1.2272076972976111, -0.33407764593574046, -0.4405627690622687, -1.670916138546513, 0.2806267907881145, -0.5387092201374353, 0.1700878934966071, 0.09709465432902759, 0.7441488338273322, -0.26421155528695806, -0.3897165323941179, -0.4801895722641708, -0.13666283322334488, -0.1294386653093414, 0.41238531701010755, -0.005208238257529142, 0.16044329569893326, -0.009356360436903547, -0.15031261662316522, 0.3442318441928859, -0.6999842441383232, -0.35558552192665493, -0.18494237135044778]","[0.8322590568044912, 2.476725208279224, -0.4143763494593816, 0.9490003587515198, -0.48594149004242704, 1.376524382973614, -0.3844715117150129, 0.6103825784928728, -0.784098318242094, -0.6519587679762698, -0.8639753041192059, 0.3305844460566236, -0.24977422129358692, -0.14923724883923306, 0.5406661691272935, -0.21269244562061426, -0.36173367925225713, -0.17142912598597362, -0.7990525611808091, 0.11530505652399738, -0.2227269682878868, -0.46640343586711036, -0.10128944012567999, -0.02950993639655715, -0.31055303382187427, 0.7749561093402434, 0.05670028283823322, -0.7100317005905026, 0.3808265495322303, 0.4069723591117173, 0.7390809982721378, -0.17948818121564053]"
"[-0.7795648011997511, -3.0089696511026145, 0.5492956429146255, -0.950681054084936, 0.447878959516392, 0.6530900415119076, -0.4375524455925267, -0.783803242145201, -1.169786726090774, 0.523339077332114, -1.6013146992556544, -0.6168947279962276, -0.5241974147800773, -0.5685685920495228, -1.4940753016693302, 0.3742431632101363, 0.03444803805897443, 1.3751205405666005, -0.33345415373775017, -0.8416259883107532, 0.3898033708126239, 0.782746421081058, -0.4968341823143212, -1.5417429604184882, -0.6001236822005847, -0.5931358223279718, -0.2509505111083365, 1.5489733648939203, 0.009188405698476232, 0.7821828736761176, -0.6527963717314348, 0.16835616187974528]","[-1.8670163811270397, -1.5478640727885664, -0.010632349546777628, 0.8472635331547314, -0.9517008704005746, 0.4851550495441206, -0.5150807454629488, 0.7281262571472715, -0.26488777983256406, 0.13272190240813422, 0.9658235124940013, -0.15486069412556475, -0.03383247419815454, 0.9298262784724133, -0.1412401918516576, -0.30804584552930814, 0.37622066726960146, 0.17296569246397842, -0.34389344969300545, 0.8699497455347236, -0.5392412696899863, 0.7016515469968037, 0.19822636259043952, 0.28172243834203425, 0.1449154332902448, -0.44397914857135773, 0.7572666919979684, 0.14668801498465953, -0.12252049866179496, 0.4086698861582339, 0.37469028413356653, 0.4082196966820886]"
"[4.646572515088069, 1.319076221053579, -0.42489014822903215, 1.4640607806282904, 0.1343786100628536, 2.486298596394282, -0.8516403442300786, 0.6610997228530355, 0.45550722805868926, -0.6756990986612974, 0.1537421448310303, 0.48297242267841256, -2.268366123025969, 0.2715883988634865, -0.30313818722553115, -0.3184566525161936, 0.39360469602582626, 0.45142775556896175, 0.49144063335588256, -0.2940469389942685, -0.2945935387339388, -0.15594326411994597, 0.02713748794395518, -0.07670889998294517, 0.34998708353131885, 0.2304893423943606, 0.29413101259027224, -0.16065138820081723, 0.046013025918200036, -0.0006590227269024388, -0.4548682900836756, -0.05341894345342261]","[-0.5538858960624116, 2.7728308955146126, 0.16368927958659624, 0.44063630199208537, -0.6103039478510099, 0.9277159179483636, -0.6834959890899627, 0.6978693582817446, -0.6498022216925267, -0.9264179431937308, -0.9785242794022934, 0.6921050413619002, 0.016650871165821535, 0.015084076680658962, 0.20245821315876955, -0.12207874168796065, -0.04580063777868811, -0.04423929626929366, -1.2063988488524187, -0.22478042026932854, 0.032166390913458805, -0.03087769973953772, -0.1648441421241224, -0.030062614461869183, -0.294570774736177, 0.4379633861779824, 0.26531304525842037, -0.38731773484876925, -0.3367896073270559, 0.5688826592779701, 0.4956088985308297, 0.28673307589856994]"
"[0.5432630608154586, 2.615067845225556, 3.0443895824130216, -1.967365744078794, 1.2521997490988488, 0.04707023109267707, 0.01944396013680444, -1.0965407139973367, -0.8119675450563347, 0.48370375983682384, -1.4701938861340489, -0.11425509711903115, 0.8380665994192454, -1.076318103044022, 0.1255142386759187, 0.3107608576784939, -0.4785066362650346, 0.9781599500475244, 1.4941539800569121, 0.3616740379104026, 0.6069307775785049, -0.2192008146296967, 0.6396089691758887, 0.27010374678926735, -0.40898607084210536, -0.2976312837266561, 0.45592751516272545, 0.24355455945744106, -0.1140250578280891, -0.36437414857339073, 0.05163420166949396, -0.2118570116186659]","[0.9218547432692996, 0.39360617352520527, 1.0783294887218147, -1.2998733335354238, -1.8241391498526995, -0.39273840527401793, 1.315783511787863, -0.06246956898813325, 1.3078757289306502, 0.1633969272206693, -0.3413830022254653, 0.10792466381073472, -1.0047272287959672, -0.047425899430560636, -0.9279495825356646, -0.6227178272013841, -0.5891967439537628, 0.9512967580053675, -0.5316307888077214, -0.11734773094761765, -0.6500680076040712, 0.48981212326760865, 0.21620097692526064, -0.43279853297638565, -0.5021024373600024, -0.09917441640110713, 0.056822681172444885, 0.1903929382265989, -0.17313184768576023, -0.11308210618683347, -0.07902494303221663, -0.2663791938235751]"
"[-0.4532724759870534, -0.9864542539955983, 2.103161236373849, -1.8687523459838424, -1.6836145855938924, 1.7858058646134247, -0.3202454943589169, -0.8206290719580036, 1.733867112063406, 0.578249570594984, 0.6228155366560677, 0.382082328150637, 0.3128334126463651, 0.20086990224739174, 0.34687776676564686, 1.299241891779527, 0.48569170697627784, 0.5940554336230288, -0.283312815261951, -1.5319445687719544, -1.352154194186753, -1.3573799218181364, -0.25638094013822044, -0.8891314284926521, -0.31081898642850125, -1.0483429260406418, 0.36116429482422835, -0.14570235556577, 0.09378170209993776, -0.6195119278903964, 0.07340430411532843, -0.0501818376838139]","[-1.068987174390283, -0.9723519295111028, -1.1724876405551614, -0.2589095376665458, -0.6199496211043393, 0.7360906409723232, 0.3661991707757671, 0.9763422831854424, -0.4002538746023444, -0.5145614084183944, 0.5429733368500587, 0.49857472087359395, -0.3420117993235998, 0.5274950319068086, -0.7905298342378979, -0.10144528793749515, 0.14887243136252226, 0.09677929818606172, 0.24333551588264216, -0.027730695356299927, 0.6394669078632962, -0.06211210194912725, 0.23165710811599852, 0.4728610342073323, -0.36710379669419446, 0.026671254103433007, -0.02225507325191347, -0.20845572128794765, 0.12160161836989954, 0.012230519538164435, -0.1512605473657404, 0.5827898140851419]"
"[1.1833011692863322, 0.12113640029051251, 2.2163621605180692, -3.188149521469706, -0.6786227929133506, 0.9945509141382212, -0.5234105967797791, 0.7919048360914154, -0.7589823039152935, -0.3755279791596236, -1.1491877958940966, 0.09446942624072636, -0.205115442031228, -0.35486303938501174, -1.146788908991798, -0.7364524803751025, -0.7107396212534421, 0.1625531622015841, 0.8111753769909653, 0.11848551667917358, -0.7860287660388711, -0.31139799779647764, 0.3646086354256913, -0.9567775376098219, -0.764168307760219, -0.28283906979195245, 0.7734312145792521, 0.015658569279005153, 0.6467819960203398, -0.45526762312706776, 0.8238809751279026, -0.11965958786994976]","[1.2351874685855582, -1.1191727997373693, 1.0147310955159075, 0.6566924939158197, -2.038576608132628, -0.20806994650540964, 0.51663619700583, -0.4887892669288182, -0.17266501313955107, -0.04132038010754923, 0.05434606880653588, 0.288870901246611, -0.25444878086742534, -0.012024714453917954, -0.02655180368909734, -0.5135281844395052, -0.02333274809219968, 0.3979797092272018, 0.2878573934801843, -0.049053523341025966, 0.16389679653846556, 0.13626110033378458, -0.016435575894036235, -0.5096136850655585, 0.14976151005140484, -0.24479213368188515, -0.46171272953991865, -0.6209530976109555, -0.38153308006697495, -0.14051694758580882, 0.18191315095883975, 0.20949421234573562]"
