image_embedding,reference_embedding
"[-1.4880526970755108, 1.3971135752834438, -1.8001931975972192, -0.8058873748960014, 0.15098559987559368, 0.5029986703217307, 1.4254223528549632, 0.9046497895608796, 1.0663473186262118, -0.7398612311886663, 1.7240005611997367, -0.1599477641338697, 0.5396883630082221, 0.6695301979600312, 1.133418496243545, -0.28651883465012434, -0.09465838646203963, 0.9475879947069596, 0.7281622693478672, -1.4014024357752919, 0.2200059950055574, 1.2827770299417303, -0.0010816989199167978, -0.8117698496247909, -0.7396312154719028]","[-0.4493589563374105, -0.1330647406718309, 0.9005272136835278, -0.4702720686582794, 0.420260584473628, 0.7891835245296835, 1.0025501265370262, -1.345321894329899, 1.063543518958312, -0.17083711660187414, -0.692129706460997, -0.4914250408967282, 0.988329597854157, -0.25275773025639486, 0.5237671359975613, -0.013551976764234502, 0.10231259537025059, 0.2515702230418936, 1.3663214627200506, -0.203970402462034, -0.3208444662432167, -0.5952337532193079, -0.25505701329654423, -0.04355331585464504, 0.1256537499056007]"
"[-1.7218992558425545, -0.5908153779030271, -3.8012604154912624, 0.6250154692801861, -0.2644099090568962, -0.5842454544766197, -0.6120111378299993, -0.24357069411870383, -0.11801565864863137, 0.2977864600018288, -0.8884510076764008, 0.28325731287022743, -0.6909856129550882, -0.0067957865162027965, 0.3473383413711736, 0.11502586045831081, -2.1927635067643445, 0.8998502260624354, 0.7513230837470453, -0.7448483595125658, 0.2747988265103335, 0.9016241810584212, -0.6226476451719672, -0.11075152815291087, -0.7753503825329985]","[-2.0299302501560987, -0.4633749619985826, 1.5558625815440914, -0.3544458561621263, 0.39791370027062833, 0.43888158806917066, 0.9359403209346437, -1.0102053275671594, -0.6640608524274807, 0.16403950344020798, -0.9960972957993733, 0.061226959966091746, 0.31067766252352474, -0.33042568412798484, -0.20130993856311533, 0.23546755301901046, 0.10170254852956773, 0.2811247867547613, -0.19824424105657773, -0.08429771784709623, -0.35579239808517615, 0.2386926590679393, -0.31591485828540816, -0.12383728297608515, -0.04056720720864839]"
"[3.4026710209456756, 0.10616635880478727, -0.4050592663508804, -0.6275366067360201, -1.5611919943877097, -1.7600779803102988, 0.046421983282518064, 2.2620582753720564, 0.42298324498556955, -0.501860890485495, -0.2912168669026853, -0.12748923157031444, -1.060324919779549, -0.6144428214613661, 0.16044832971172002, 0.015330158962500564, 0.5826578056434002, 0.47348968615210063, -0.9284099958983298, -0.28102611587927373, -1.0051448789170228, 0.9389479820098549, 0.0068235842775463676, -0.7436360572992383, 0.36247438067530524]","[-1.6333138760416719, 0.8783801258164188, -0.1477863052936791, 0.4834927477944383, 1.2695013056908193, 0.35237737812541753, 0.3873768629739975, -0.915294229957111, -0.6394758760045066, -0.31022356593494793, -0.34630562054113395, -0.3008729061967412, -0.13428765465122627, -0.3099583656127817, 0.03638986285102108, -0.009992592561912915, 0.33985927807169786, 0.45509333967548127, -0.49111264728599957, -0.20089798377995363, 0.03171124578613822, -0.1922689327761839, -0.25760727152530116, 0.039542099923983415, 0.19008982071574848]"
"[-0.3382144418875962, -0.39516951255268956, -4.045312450074269, -1.4482795621112745, -1.059702229415901, -0.6660767449945418, 1.3482949878345825, 0.17652561771329986, 0.7220714772990491, 0.5437770102901277, 0.07728653214141289, 0.6175845918909162, -0.47811598894109714, -0.488429284872483, -0.2153035500906719, 0.29945381119728726, 0.3425324878627475, 0.7275402486182092, -0.8597850886811951, 0.7895309886379642, 1.1044983381142277, 0.46110697541115936, 0.46061722463433297, -0.2706798529719046, -0.37531200247781776]","[-1.6325352713401236, 0.33571504391625384, -0.0503491273724863, 1.186217230284127, -0.16603725725905868, -0.43410372896358446, -0.4161681933866014, -0.7104742770810354, -0.8119938741233083, -0.7439597168678415, 0.24055270138890955, -0.4634588324757215, 0.12455018311833738, -0.3292091486517983, -0.2956271529346852, -0.8520863222025599, -0.6216994217157341, 0.020924144662022474, 0.6608363681450362, -0.11305885006603157, 0.0285369430454003, 0.2989429282503646, 0.06747563871055223, 0.000954307058717564, 0.8008062869622371]"
"[-0.1731577811518342, -1.0691241886553882, -0.41801311666372926, 2.0916825614623447, -0.4396554830380202, -1.2664178557789645, 1.594631340129795, -0.4993862644934254, -0.10353780251903182, -0.44756598995586894, -1.0380953056195825, 1.5033049708612125, 0.1588684144405046, 0.8542371478909778, -1.147761050246993, 0.28005374967260266, 0.49640041575110044, 1.168395159731212, -0.15923132967840148, 2.3592307599634137, -0.534358188544768, 1.0910516456146897, 0.9273871924845755, -0.689117487700301, -0.15133975054347046]","[0.5797344539804707, 0.8220886366985349, -0.43140667122832094, -0.114998858817409, 0.14210404766730078, -1.2951342896531375, 0.22450694158641413, -1.2129893448273383, 0.1427234158742224, -0.30858045919517013, -0.0020013921519722163, 1.081396360734848, 1.6151394490282185, 0.18829188350142176, -0.5353335829489158, -0.8863884702810774, -0.9072220277090564, -0.4196108571060141, -0.40378376531528104, -0.053702086228466304, 0.7356549730832016, -0.07525369376572606, -0.09959012557589876, -0.12776791362650158, 0.42034814502969325]"
"[1.7794534706533516, -2.476182509731955, -0.9956936243420399, -0.7146220093457502, -0.556082160847123, -1.0520184950603269, 0.1881553039283049, 0.4454245152421528, -0.5528231059352612, -0.5431847756207949, -1.2350124732156254, 1.2248274018601433, -0.2571090882688436, 0.31072347843910897, -0.36330845040044824, 1.3687723143439696, 1.0922066652282056, 0.12170780543314073, 0.6592865831454157, 1.1510097584493286, 1.000155631657295, 1.531925883131494, -0.4541346557093533, -1.0964599881102532, 0.07506617594920073]","[-0.4806460648049571, 0.3349068191580408, 2.548277107960891, 0.9184849629481083, -0.23369092096961458, -0.7554003137737549, 0.13942336289967075, -1.5064650605073338, -1.2631685924849168, 0.3963432531838389, -0.207804437814242, 0.6406699241902477, -0.3989380842816464, -0.6371003883583252, -0.17372790419372441, 0.32333550600852934, -0.05461542461210124, 0.9286220465703072, -0.49958666105935995, -0.3240996066257511, -0.6409814240413961, 0.0017499729959992352, -0.6156228032874327, 0.4175669441403765, 0.15335100026629972]"
"[-2.170696980922516, -1.1990098234442528, -1.9687198159352022, -0.011564696327571742, 0.2692045052659346, -0.07923559611518265, 0.7912127031461484, 0.35324327085299295, -1.129018890556753, -0.8316106365575766, -0.8331384380492538, -1.0953872359950194, -0.1230826412940119, -0.21483335856226224, -0.021633178739516028, -0.09468979414226131, 0.2638032085911389, -0.5539541040194057, 0.47797890685054606, 1.3148388744908177, 0.01640447235397385, 0.34312538201143317, 0.7318332291196948, 0.5322337047504188, 0.9677376288559033]","[-0.7034224718258126, -1.1468047087697317, 0.2510172020425662, 0.6935262577679189, 0.3225946460801901, 0.37890537037360594, 0.7533179587716187, 0.012129522872575927, -0.5282033611619047, 0.16578766046717439, 0.31050468831180644, 0.8828880993148949, 0.26160967129913365, -0.0010900092859628507, 0.5242632217544468, 0.22827117385513374, -0.24667469263166353, 0.20188966114114337, 0.132858848931926, 0.2370342532294098, -0.2735763989552374, -0.4287119233494974, -0.4866650675870258, 0.08965556859969054, 0.5511486578623113]"
"[-1.8583235685100352, -0.09676317248313306, -0.09146693515306761, 1.1035976207928115, -0.5294352201977597, -0.23732142832818334, -0.5067290563487111, 1.321968232180069, -0.6425200143510474, -0.24903801339554194, -0.14508772474870615, -0.5575106442568172, 0.2972543305467076, -1.502917239671459, 0.7083582379807505, 0.5959024799657396, 1.8523891035029374, -0.2786550464808117, -0.2649517816969272, -0.6802705195645656, -1.0360148214607603, -0.5710720779646971, -0.6833245712293322, 0.9236971637520782, 0.13572224674824837]","[1.739602857523377, -0.8987940458375646, -1.290380326890156, 0.21943667335616068, 0.5250070101326476, 0.6392763051954113, -0.2970085901680034, 0.1455004671423385, -0.4876324797381514, 0.3967649714493034, 0.653280093120974, 0.2531935191550889, -0.35981520802579026, -0.07235386008744095, 0.5195677751975295, 0.38244318985485487, -0.19991919805802352, 0.063793046362849, -0.0814869402237457, -0.4093719825141452, 0.3532507477769847, 0.26447288234315525, -0.28599260402574006, 0.14334299112010132, -0.19638563032207387]"
"[0.3208933539295105, 1.2805300144024574, -1.556955893670925, -0.3891174384180171, 1.0510457933900195, -1.323701170917003, -0.38121472985685173, -2.0873049603477694, -1.4298253854668046, -0.9507098358717228, 0.4281092778803687, -0.5842792997686899, 1.1375715651130134, -0.33603725136591006, 1.148289300463047, 0.31237971695244715, 0.2248553466712508, -0.5973181248099798, -1.0202598536672116, -1.4782669242345294, 1.2201716615352869, 0.8303673354455342, -0.23099552859048686, -0.569691509460351, 0.005437772958231613]","[-0.21495207619266476, 0.5645157162627218, -0.2075709114108949, 0.6904018384752731, 0.7814813088393803, -0.7298824203468744, 0.08740645805834427, 0.7500965647973967, 1.620720074011237, 1.1503032623135807, 0.6201389429929611, 0.23597443500064355, -0.14343942991602884, 0.1999861183062973, 0.3696553339204079, 1.356352179615459, 0.5247835647224044, 0.3956911936836848, 0.6443148306389045, 0.19198100135760632, 0.7105904624536292, -0.34040051158996854, 0.4609295867212677, -0.08573832972952491, 0.39864761500474394]"
"[3.3498641356863046, -0.08219671748830021, -1.7844347554551256, 0.9551149112986159, 0.8623823495885629, -1.2671480277095377, 1.4667251051709531, 0.2460933842873216, -0.38782838025424776, 0.4200269087540802, 1.5324985020130644, 0.17586776548727098, 1.2715385388025833, -0.4367282582483562, 0.7550134885488512, 0.3687794853001509, -0.803801214702081, 0.0809901235948928, 0.4602310730824224, -0.41667736028425123, -0.43216323823257347, -0.6654950825120237, 0.6261347910813673, -0.0676809080218734, -0.225658082578687]","[0.1868955234619235, 1.4548963136344686, 0.001468501113398815, 1.5824757968200496, 1.2788240848978085, -0.6451799553890635, 0.755171012998666, 0.6015542986439145, 0.7771334431491792, 0.9879992885546158, 0.7126453821687471, -0.4335669054986184, -0.09488473176115673, -0.235938532489854, 0.28971383539013057, 0.8967766428400804, 0.09140275514008497, -0.0560106129471592, 0.5920831683802779, 0.307549407517006, 0.0007545055424450622, -0.15751528913444232, -0.4687899666444561, 0.8015080291539881, -0.282474900910347]"
"[-0.08153154540437242, -1.5504215162036707, -1.7019833948160066, 0.7473836120173762, 0.7747700660578458, -0.9260259461717925, -1.2658827342218018, -0.7077627609543551, 1.4868952585181117, -1.009827660646566, 0.9396285072141173, -1.309780034347115, -0.255540432975869, -0.6422147320259763, 0.937286174444129, -0.4462336120232228, 0.5691254821411732, 0.6172678230056948, 0.8740962332090336, -0.1891817774042319, -1.4880675731965196, -0.004199562594545305, 0.4326216896409858, 0.43285489503445934, 0.9146874426340301]","[-2.2621207471682143, 0.31465955836895615, -0.3580844765599422, -0.8391763301609421, 1.4988389261099664, -0.0008307611372712669, -0.012136704666365173, 0.22352881853763212, 0.22250998147433812, -0.3361859995182475, -0.7971431064781205, 0.6092149989184144, -0.19820023938090786, 0.9471734335185806, 0.6278366714592161, -0.3810395994942061, 0.17962740902318836, 0.4261780557573552, 0.7868612315947721, 0.20440861286382617, -0.20760204332393345, -1.3448530075229939, -0.7992307622801138, -1.4686001518597085, 0.05031641623351837]"
"[-0.9613721136795114, -2.7231742922833906, -0.1485086783588282, -1.48295705269221, 1.9099551176304563, 0.9600075878228052, -0.8105106712583108, -0.1874872696918205, -0.7281857457136248, 0.028933955727359968, 0.02228981154271552, -2.563483237275657, 0.30313411687495173, -0.6524614637548769, -0.9281384326712457, 0.5665591993644321, 0.43453266364810245, 0.8835627998626657, 0.26757068871204537, -0.16368763756244986, 0.5129656249412596, 1.8632641297156165, -1.41528894945011, 1.5097660824238999, 1.121659015569942]","[-0.024850472971844204, -1.6226325900300227, 1.4229074449708368, 0.9939539324746564, -0.8040597407180459, 0.6120889560427628, 0.882667061781674, 0.19481680165014834, 0.5226654379899259, 0.5374716188617813, 0.4766660841609688, 1.1986634995776981, 0.04427172495152563, 0.631185362324898, -0.031062017572344742, -0.3158089489421286, 0.02890213921943849, 0.23431153979883027, -0.5589909423332416, 0.34827061605615844, -0.6717747249152078, 0.009776442939063285, -0.2312495770385914, 0.1995284216635481, 0.2437943706365222]"
"[-1.2313137958522495, -0.5121382359285142, -0.26179897653921197, -1.3702591078996385, 1.816818692562633, 0.4773834176885602, -1.4930107993768995, -0.1518983784039002, -0.11482290759972096, -0.1444108556934046, 2.41983343578627, -2.4770409392272557, 1.054707027819555, -0.17459203574246787, -0.40730139467872345, -0.4745066424490468, 1.3879426222146014, 0.32779679042768467, -0.5166083728135238, 1.03053933507195, -0.9462443842057755, 1.529533999250085, -1.0831173036472617, -1.2260710412997808, 0.7944009938682817]","[0.7776742542067172, -0.18429347705987115, 0.661111735570186, 0.9716342081092028, 0.3605024505975249, -0.07655817560298768, -0.7628367180358341, 0.7354377431006552, 0.17288439603774702, -0.6610531378937573, 0.02312402622994131, -0.2408855139485704, 0.11550085113581615, 0.6618543944854149, -0.5236172722223132, -0.7173596974840554, -0.042662913556582145, 0.37399936168046904, 0.003578383728466612, 0.19314356631155283, -0.3516557368666437, 0.17862870137346598, 0.0954628097145746, -0.053824261129302, -0.025326062249170313]"
"[-2.6109923514636555, 1.0693830922716576, 0.42454935731842836, 1.7037105327987918, -3.6090082687782012, -0.7022768045521424, -0.6421664109536396, -0.36352622916014005, -0.12423136449496254, -0.13318545310218607, 0.6254221529260106, -0.5064298328797977, -0.9511242055145069, -0.5111224377382779, -0.4601191953707934, 0.1697978756695766, 0.27894137750523224, 0.5490335766564157, 0.9420446191035311, -0.2652459001056945, 1.5324916308139065, 0.03423471708177808, -0.03191721516625986, -0.6947026812297147, 1.7850065628497347]","[1.3903669941726615, -1.3761182758859059, 0.6215674648385873, -0.3194676921841964, -1.7720052465765141, -0.9846619263217785, 0.6946820472067143, -0.6630659837693429, 0.41904368306665923, 0.5946459787416724, -1.0877174750756045, 0.4140654478261745, 0.63773859318287, -0.7673398944555389, 1.1461582615465282, -0.4454928475110228, -0.18135405246969843, -0.3347209307185967, -0.41859709451321875, 0.5684578838545118, 0.10958782021699083, -0.042570145022729086, -0.26543705103875476, 0.43287101271870054, 0.5100770078595276]"
"[2.489510785519998, -1.7551867499512017, -1.6548218903786784, -1.6092723481581936, -3.427978709599982, -0.5104710345626775, -0.22230221150261936, 0.31072722110165746, 0.6954246983505826, -0.060588395586511475, -0.1124670985849529, -1.7570156910859902, 1.3918159242114705, -0.020826194464832495, -0.8458467609944872, -0.4701417671514105, 0.7910472390673793, 0.38256271140247256, -0.17645362232452125, -0.1820624094674801, 0.5644731586096475, 0.027578876013947158, -0.47739328459813724, -0.8103129148357988, 0.47249512750255407]","[-0.02314493809286395, 0.19006804834826554, -0.9042401701949698, 1.7093024983597767, 0.30204994876257607, -0.3675541214524114, 0.047018006237448805, -0.5640533969499557, 0.515184611126286, -1.0140078191623187, 0.709773832440038, -0.24919741489829778, -0.2846693429580295, 0.45975356923922767, -0.4664616822524545, -0.17939678655797295, 0.17215998165230276, -0.8403158201934628, -0.16755495380765092, 0.033569066088551675, -0.42360318888035525, 0.23229712442256775, 0.02438950189482608, 0.2856268666969538, 0.18457982938582934]"
"[1.1094847199162132, 1.5304398586799381, -1.4300344278428223, -0.5823047094553898, -0.250852449317365, -1.7872069939752393, 0.9936114961783691, 0.6618202752628971, -0.6621948672957776, -0.29615791495762206, -1.194965661224632, 0.8676015298350447, -1.7524140200443248, 1.0874227795688503, 0.1605943429273144, 0.07690957296129718, 0.34675936359941295, 0.6505516431213765, -1.3552467102174877, -0.10920650515871445, -0.949934778633057, 1.3746424155482806, -0.09309287296870317, -0.7069073814041608, 0.6996148701806639]","[0.539870014146725, 0.6007690100824746, 0.15121246389834353, 0.23719420941904126, 0.613323714083901, -0.14380875069253418, 0.7709841977985161, -0.6537145394586195, -0.0987686510113549, 0.038793927970535005, 0.2969268282520685, -0.24177156048331438, -0.0481918103107875, 0.13115880921831508, 0.5437842548953215, 0.32233282709926075, -0.02573110034161312, 0.039978869371510455, 0.2958820105364698, -0.12392937289022042, -0.367439081286092, -0.17367483311807136, -0.4434871734222734, 0.09072407503328273, 0.05084915721842154]"
"[1.761248864859649, -2.0990329384289983, -0.4795721394677609, -1.3769718480621709, -1.2594170608973045, -0.30051996371992484, -0.677345116193511, 0.5111856412352763, 0.7552242540557708, 1.1233449204447161, -0.34957361808189996, 0.22430452301029852, 0.6937572771032832, -0.737462847316603, -0.07687797262771377, 0.09340461502374388, 1.3886641362119017, 0.047828599028579166, -0.6484451918515203, 0.40201658240889426, -0.5915006215833649, -0.6960551121694648, 0.8663135177679163, -0.10039744951711874, -0.4329380095749713]","[-0.7416705592553955, -0.9354813986339483, -0.06386104063517155, 1.3918689832665718, 0.879859834388665, 0.08658857061620819, -0.28760008829132644, -1.060846848370418, 0.514872200778499, 0.5978765421228618, -0.642154322281784, -0.8475029639929407, 0.20860411381913102, -0.27211787964125356, -0.21608358458870003, -0.05130922325575892, -0.2090843235634386, 0.48302207094977856, -0.4933425930032974, 0.49362616552515054, 1.785250102246056, 0.9341870241687034, 0.515451388605954, -0.11847322383262399, -0.9230137622654824]"
"[-0.6386311834998091, -3.229137718692029, 0.5626024138498026, -1.9336804871751676, 1.0789297065478147, 0.6318269988661609, -0.13279229587115393, 0.18086646579080484, 0.26078955156034367, -0.0700704446922334, 0.8427417163017588, -0.9355126438160545, -2.220491721671377, -0.021670202241918478, -0.9856822672597801, -0.09464983296708991, -1.4667738247073958, 0.3870157518907735, 0.4088777026877013, -0.5730220355543816, 1.2383727417733654, 0.2458661440552886, 0.6156023308319016, 1.0418037392366013, -0.18829586754172767]","[-0.16641792811800346, -0.9101708061778018, 2.0577285429758234, 1.2138015380443288, 0.21302879860922516, 0.00025662732408835017, 0.3511924623363225, -0.37860529624805733, 0.817058114775458, 0.0047131681641370835, -0.4931025486167911, 1.3033987154146853, 0.40859581920614046, 0.14194439935106778, 0.3258852626114137, -0.04841143920888238, -0.4086283519490508, 0.21836404840541454, 0.13796357871629517, 0.34568670893710746, -0.221638125533857, -0.44577082470336526, -0.36965867472804625, 0.5421187676905455, -0.1166399110839077]"
"[-0.23094036657898168, 0.23226860768213375, 0.6798475323683055, 2.1785736406568823, -0.3073978369531971, -1.6079478640235945, 0.2038964575442841, 1.9875889442393102, -2.136417981529208, -1.4401955005285876, -1.3050299598696868, 0.09225190545731536, -0.8316036925600733, -0.49458737846939455, 0.12528855907013564, 0.21179440114464218, -0.7247729546636227, -1.12375331218904, 1.5562110508973352, -0.2528043349228088, -0.6838844752128485, -0.5385229081741311, -0.5990643540456562, 0.5237444063628874, -0.8670146614593062]","[1.7389801367515725, 0.9796310411654021, 0.22758333046330864, -1.0539903862093254, 1.132068404796188, 0.7538661618695487, -0.43195648778094836, -0.37085694720154805, -0.40684118457950025, 0.28240190948977684, 0.25924456245184474, -0.2975556335860757, 0.6991485105313439, 0.20237409238428913, -0.10190783957030296, -0.42888133875335205, 0.7079541545751836, 0.7515526116124878, 0.7559055328358456, 0.5071258773247574, -0.9341491362985934, 0.04140397383797707, -0.1266299594348859, -0.1748385233260989, -0.048148542328874284]"
"[2.301249005373727, 1.8975989006072664, -0.7100678870738908, 0.5583122754385538, 1.2859890242576981, 2.8259653307033634, -0.9200175882252154, -0.9796430513890143, -1.1222579308206628, 1.6766462269855893, 0.25853502392812094, 0.9874917623133597, 1.1778871580222914, -0.2952382512550428, -0.2381744037068688, -0.13885622185046442, -1.4175422563596691, 0.4282864898478476, 0.5609554467922525, -0.6266161733460928, -0.05131633201246712, -1.2592370822074836, 0.7000446855614092, 0.16028759277398522, -0.6890627647377011]","[0.7735980572588798, 2.887919076926804, 1.1924257807217595, 0.18279565882110096, -1.0227782384139419, 1.003463863381455, 0.6792822695215757, 0.8179027229947659, 0.09554279433898913, 0.43505684924501375, -0.39363402941211584, 0.343197612021753, 0.1902651792183108, 0.009868710714705424, 0.4240471619452958, -0.17449226936100026, -0.024707799480218607, -0.7767478422283431, 0.3308635184154695, 0.39192840406440854, -0.0339851930371595, 0.2701500955984533, 0.09793106297737325, -0.504989239013036, 0.19275833495709213]"
"[1.7196859829305957, 1.4494591845887512, 0.9767744179771279, 1.5646928489276675, -0.37250317105086544, -0.9833170487446231, 1.1928737773793063, -0.13921709153140732, -1.1196596353095722, -0.4347320339677321, 1.5870606623305883, -0.054213999328808354, -0.45352000987432317, 0.9458935523544685, -0.007772704156900499, 0.6168383636716945, 0.36958597092716833, -0.7127500890850956, 0.35587066298736, -1.092332465806524, -1.005728318649029, 0.9331824707581856, -1.0423792149933344, 0.28115154471246073, -0.47721410036911477]","[0.7105744169845799, 0.5455797685973166, -1.24556679245947, 0.20193296821400325, 0.002220787054126821, -1.1899756617152395, 0.117280717176486, 0.3442097363043595, -0.20098252901465777, 0.3089986107573586, -0.37611910678356597, -0.2943311126179792, 0.5075945142041761, 1.0082151041118872, 0.36566355371276565, -0.06271597228822146, 0.005551695802812217, 0.19135121330671107, -0.3140146891268886, -0.1927673324927544, -0.1863559664604491, 0.30359522743384104, -0.19456814803780184, 0.12145387495998061, -0.4142841971194278]"
"[3.913360634129527, 1.176403836380798, -1.1985960031531926, 0.6487605546454748, 1.402050135823903, 2.079385685833217, -1.1978925691426185, -0.42341009264188384, -1.7143245767836062, 0.7318590250669144, 0.8218579670510711, 0.29610053863976155, -0.10502827036724709, -1.1640748109025203, -1.0734509972341386, 1.032918889765525, -0.013242040388205777, -0.27728103797979575, 0.07141263809676913, 0.49278720633986, -0.382207640860321, -1.0907196117387998, 0.9662821826449011, 0.2758617393984604, 0.4536188076772853]","[-0.15732124483491358, 3.344436931285262, 0.4300139140332628, 0.14673969878402313, -0.5524658780518638, 1.2553255252085174, 0.1280872860952715, 1.022582140188328, -0.05716507607742531, 0.7946900261718348, 0.06913848513681105, -0.09245056306397739, -0.1419197843684951, -0.17621614203281383, 0.09174565059350719, -1.1380938745260218, 0.497733322418726, -0.7070005452855738, 0.537616568013534, 0.3024171373197944, 0.16393226118146492, -0.13612083047292586, 0.38917130861070254, 0.40091865272042726, -0.5456507541446678]"
"[-0.6823931336523068, -0.09678088309594317, -0.5610979130276094, -0.25347306735394753, 0.08799208335428146, 1.7755004524387514, 0.655704687193764, -2.0728650780438906, 0.29070210998149826, -0.8874961796854968, 0.11983381241246989, 0.7860851085452678, 2.406534061799529, 1.4811359836079117, 1.6057973129052618, -0.2975516410756277, -0.7936460869437807, 0.7142929295611522, 0.008484174412790072, -0.022306719117576094, -0.035776124855662915, -0.09620297906915665, -0.9723163742434313, -0.46585877167884, -0.5784552229671975]","[-1.0291581272797934, -0.32157701769533065, -0.2674895221758187, 0.6705730490819133, -1.086653692896538, -0.9109708478619867, -0.34181133260216523, 0.8880322774467093, -0.34758931573228213, 0.2949208453332427, 0.8686215893262426, -0.07646788914535957, 0.3928186796555074, 0.6944568413194002, 0.14834773613833827, 0.6272685048400526, 0.0789870000501758, -0.0441494829945586, 0.3250770856979374, -0.10664188933582792, 0.318726900972136, -0.18959692101862047, -0.23125844338182594, -0.0863280818992528, 0.8248168392432081]"
"[-2.627272269891166, 0.2630916142050933, 0.13485135043410496, 1.3621710368360354, -0.4480892288159899, 0.1539482617739846, -0.7033414145790736, 1.1951240006936852, 0.3768411921167282, 1.164462964688316, -0.32644535919679213, -0.4417954805723444, 0.35659403013020996, -0.20227759629828015, -0.2991679356181717, 0.8952640913279678, 0.5310154239338657, -0.6642819545351967, 0.6136382226699042, 0.11289049998245222, -0.3908716077571186, -0.1147016179059798, 1.032296728447539, -0.31871210591940213, -0.9981661244451191]","[-0.943834182913157, -0.7549852135275908, 0.5171931203879686, 0.20830077542478606, -0.8779620073659739, -0.05086764944999446, -1.6382196909916171, -0.6693269431537551, -0.8077262106800869, 1.8886910567297444, -1.111033394419905, -0.7639220858360848, 0.8851232342201678, 0.10764509927206321, 0.3530872388733129, -1.0059288957132864, -0.14623153344473705, 1.0544438112513241, 0.6496226467196239, -0.5779523099594629, -0.03739084709974685, 0.1356147532294048, -0.308298497314112, -0.2975207615731878, -0.17071916418678781]"
"[2.677469398881188, 0.2306825317874901, 0.5089947962091037, -1.521306805957458, -0.09735332097629679, -1.1135951624246645, -0.4747976656681981, 2.039207261527836, 0.5878285726320107, 1.4749929648108107, 0.5293637538721042, 1.2961308073010476, -1.4484396706515452, -0.050046358613542063, 0.679114338505354, 0.012592734171692885, 0.6101696957061041, 0.5808426707571689, 1.1956577804165887, 0.06548933690263968, 0.6271764283239232, 0.2680758867869052, 0.5057642697465485, -0.6027568092940155, 0.32403942354868154]","[-0.30305222029455303, 0.14012157864515817, 0.8831953953710149, 0.18117186732085183, 0.9097081271113096, -1.5471945611412237, 0.7931724068591212, -0.8228137960628823, -0.07554378569713636, -0.2816839981823208, -1.197006609794913, 0.7414730420864799, -0.3790329731042451, -0.524778849476684, -0.17846727056517267, 0.15208730076431942, 0.07260000420454103, -0.42885473609630187, -0.04909550757051354, -0.04907454854311882, -0.15482165410122975, 0.48492272986971924, -0.3622389621272083, -0.544596787428204, 0.07462812330391473]"
"[0.553851508827762, -1.391922865321815, -0.15469359725420764, 0.7240539441937505, -0.4968719323788342, 0.5616785178396324, 1.0954376366166638, -1.7805189916736117, -1.3233960915096332, 1.8179308295736856, -2.1316472329349625, -1.25991276398506, 0.12074199314527201, 0.9478534663405016, 0.3786668311066523, 0.4765720705531059, 0.49326373738471835, -0.28257567890465735, -0.15815877294602404, -1.507699486865712, 0.5173347791447662, -1.2240384270559188, -0.4177818233006057, 0.13380126621120303, -1.0897425865324795]","[0.6614984292674766, -0.5085313329094311, -0.33394560866652084, 0.9999749486103382, -0.9025520054513196, -0.22511755254378277, -1.4730008676126307, -0.6027342558012136, -0.38038900645650237, 1.0102260645043388, -0.1586554295985413, -0.2243768819825668, -0.8277991234424148, 0.4392653591990374, 0.8763646306399834, -0.3391390810582203, 0.19473987831792783, 0.2541801914130325, 0.7309068936927643, -0.7566569007113157, -0.07150519152881503, 1.0465567422146995, -0.6572456887306666, -0.3283514446607033, -1.173667468764087]"
"[0.8154093652068073, -2.0760172217258313, 0.31295757591212103, -0.2930942165037918, 0.008078699924458239, 0.0680187141569114, 0.6472022442600481, -1.0285808341407334, -1.0665384950215844, 1.538731100027974, -1.4610862656078367, -1.0044901339827133, -0.14859984351843894, -0.23113488049218767, 0.783705568606594, 0.17143411438463477, -0.6227848609499419, -1.344471741577795, 0.2801954149825039, -0.7653300805326059, -0.11761955482852937, -0.771252733249242, 0.31113972110947236, -0.31705458457509655, -1.1473708395667759]","[-2.703280825803361, -0.9764301653890979, 0.6645131543080469, 0.15549599410135467, -0.07857894438220095, 0.41014302236046973, -1.2706360737799307, -0.21507853818754258, 0.3395583488654828, 0.39654892853771356, -0.637793238918476, -0.16522454774610001, -0.9958945131348712, 0.6465275600399022, 1.1279284138202204, -0.3448461900354772, 0.5376389556607433, 0.6002912930031193, 1.6242042710916906, -1.0960903296759112, -0.3788190582759712, 0.3964941403608354, -0.8444155624078726, -0.24031775627124521, -0.7719566468105328]"
