image_embedding,reference_embedding
"[1.1200268877496304, 2.569050827626483, 1.961867601517208, 0.9403281669618381, -0.154737457839497, -1.9223865931027206, 0.5088728250458228, -2.9355625995373327]","[-0.9156282108206345, 0.5736432698399433, -0.9235388116812133, -1.2916426679566095, -0.3263893053868912, -0.971033438068691, -0.17203557920833218, 0.7775352416705326]"
"[0.7575643680779576, 2.228307050080254, 1.2216853355757529, -2.196917947913159, 1.0546199293009775, -1.694404199501192, -1.4198877369560983, -0.029616877733112838]","[0.4026906699575745, 0.5583878691399892, 1.7714770963006494, -1.8153463138793544, 0.6768026619833873, 0.6312082261469039, 1.5072256732056626, -0.11499270477475511]"
"[-2.4733348783827362, 1.3903120134406626, 0.07162887815417218, 0.9245600578067862, -0.7007330675016423, 0.7121070376049327, -0.6225604285847939, 0.43798255449320983]","[0.7366719263410808, 0.5998172184274527, -1.509478262455222, -0.8165195271225154, -0.915933374598503, 0.8116272467254035, -0.19800611872642052, -0.5623221309864603]"
"[0.0682664998276855, -2.9486891748278117, 1.8440676538598078, -0.9464913907032521, 0.6698325273791178, 0.7430551739635972, -0.17849471585490242, 0.31841138593456236]","[0.5629885612096783, -0.9681953962867077, 0.42521453775498047, 0.39106988388766667, -0.45883873261653624, 0.28340146424284335, 1.4732237479468622, 0.5312656110761242]"
"[1.1588084007746646, 0.5570587020990705, 2.788911510338978, -0.693949595671182, 2.5766820105163917, -0.9645230603113949, 0.3107396982716226, -0.6611462666372572]","[-0.30745726341003876, -0.25898958558644003, 1.4595957114551323, -2.241130926750206, -0.04528420058597759, 0.5298346018284448, -1.5172736845933965, 0.40777859385366333]"
"[4.019920719995397, 1.7043678223972085, -0.5598645246306784, 0.5300070403679196, 0.1385133804730731, 2.9256623222069402, -1.528133069524266, 1.201434984318791]","[-1.1528367684624257, 2.1765615820834987, 0.5155204919200335, 0.42279272361013986, -0.8005790232950802, 1.6125456082427858, -0.44087256102804195, 0.004029356786225073]"
"[-2.385112600978977, 1.1402911785780383, -2.743031613595034, -1.732095123712595, 1.0670857132253284, 1.2244452602724454, 1.633929262185114, 0.7885213688295636]","[0.7868701138512703, -0.6672262958378755, 0.6753130939648921, 0.4486154053097794, 0.6018261622918409, 0.4323855525226975, -0.3839786037941632, 0.08739371138429779]"
"[0.07060641194014451, -2.513758833405387, 2.3094052714854545, 2.2899460427080944, 2.112404807245962, 1.1040456720797034, 1.7284049150450325, -0.04121046187685972]","[0.4068024083298926, -0.43830821495550315, -0.9349112790637023, 0.11868283529682441, 0.45079470520755416, 0.09141790254402442, -0.2781539330228101, 0.9480110450959562]"
"[1.7255070237352805, -0.3709081012079241, 0.3406412657039308, 2.1071774943998864, 0.03523739911672833, -1.2728269540107466, 0.5319482001238645, -0.22182335506497125]","[-1.5003336234558806, 0.4935910929553057, -0.613866684744046, -1.1763361477394476, 0.9166371392062392, -0.5804689228616458, -0.5908499194191282, -0.04661641506459092]"
"[2.2506614682072774, 0.8017384184437463, 1.1931007202541823, 0.3702174068463013, 0.4926673312383189, -0.37263162998892285, -0.6729238383574245, 0.46098389529789263]","[-0.77434376674639, 0.4398262369553687, 0.46545973852299455, -0.18873344794756805, -1.6432084425207454, -0.9751139204437662, 0.4684485530913837, -0.6328096104211751]"
"[-0.40733628005738537, -2.7329757089965656, 1.1029155548270961, -0.8124767496732541, 0.10884103243082721, -0.3459042833014083, -0.9577477455398328, 0.9840211800674731]","[-0.21941929429839588, -1.3657263257028538, 1.876398224176891, 0.6342899528842149, 0.1315934582210658, -0.38544225702392015, -0.002223576288103207, -0.493625366749876]"
"[-2.711860700493009, 1.5900495194556172, 0.7119895550870058, 1.430295029788119, -3.4588318269164993, 0.0014970586582813258, -0.31794188245194377, 0.6655584038628171]","[0.8322204955673782, -1.0628873726529273, -0.3061655263728834, -1.48152716704641, -0.9433560670437913, 0.184630778685993, 0.42846799818660836, -0.616496929457294]"
"[-1.5590412017759878, 1.8834870113216489, 1.7694944818304117, -0.6096284758771227, -3.231971167183114, -0.5178214469541454, -1.482621917722852, -0.31877945972551563]","[1.666085683055812, -0.7261687596805728, 0.13314070095552807, -1.1301490520735944, -1.0350844390827547, -1.5663938047991672, 0.19280948648793828, 0.0583973808381954]"
"[-2.324077622837655, -0.8917448826256202, -1.2963720505024334, 1.454884832896389, -0.008992923426129005, -1.0420564110446167, -1.746465520476044, -0.32271127299148733]","[-1.917232391320172, -1.9087935222121546, 1.3356979075615607, -1.1088142236191323, -1.498908770209443, 0.3981593539602537, 0.6956710292155402, -0.07521957579320548]"
"[-1.282350772062464, -2.306361561074337, -2.4000484591929365, -0.7904853327920371, 0.49053410299122735, 0.20846325789007067, 0.1306226203526048, -2.92522545227884]","[-0.08969635229115488, -0.6860871668141515, 0.32273503176499074, 1.462145022845615, -0.6439957519178916, -0.18060545384364537, -1.4817157796007807, 0.638989387100051]"
"[0.3570636994637273, -1.7332387618206078, -0.11169331459769195, 0.11208496166096775, 0.1961432971989938, -1.1169983592881654, 0.5760087456175201, 1.8759152679300855]","[-0.6866292773128717, -0.9307403757043589, -0.11712040344503966, 0.10468721262643996, 0.6825474886256823, -0.651768497925758, 0.6096006059251758, -0.06485353016301469]"
"[-2.3868330802493443, -0.8522504963288339, -2.2868978475629325, 1.371196733253852, 0.6543603418421458, -0.7078148771113223, -0.33490087145144554, 0.8156141748826483]","[0.9880371316353251, 0.13712909493304914, -0.2551461127148346, -1.1727765009605704, 1.4316106154527624, 0.5124152379238822, -0.04031982005647751, -0.08904504655351915]"
"[-2.488595990062419, 0.8833445914379722, 0.45162904947218224, -1.434208996361371, 0.4883657620339206, 1.6154878483949207, 0.08420302821423155, 0.39204429752309]","[0.6707807271167877, -1.0729666422778035, 0.6858977894734487, -0.14415738827829847, -0.9800066866156165, -0.1761243892133159, 0.538660473858511, 0.2660186961833211]"
"[0.4399205566344094, -2.379176190147019, 1.0414651660928018, 1.2720117781990183, 1.4873649423272102, -0.13123763595334156, -0.1566726740182474, 0.3273557663421076]","[-2.2490199453159208, -0.5286628464444842, -0.09393593364364126, 0.017365547284976073, 1.1851779031642253, 0.8125330939704558, 0.012060277256930775, 0.9161935103067557]"
"[-1.0946633205057965, -1.8266161758773696, 1.452169437895203, 0.2891193802416149, 0.3984972447515524, -1.027870447670122, -0.4289279746470971, 0.3052750879205887]","[-0.6280965774077616, -1.7834911202163164, 1.8918368888403105, -1.1774014532850625, 0.354578607791056, -0.42206838234756183, -0.7423428578953668, 0.3850953486263893]"
"[3.1548786784020475, 0.461608353373483, -0.7388086277517459, -0.06149823957788678, 0.26544498053994026, 3.288457236158036, -0.9364926665198264, 0.5988893641945137]","[0.17709081425947884, 2.111086693920776, 0.3359987511395491, 0.639063871940713, -0.7800427359155416, 1.3640022872098838, -0.44258306061756186, -0.06237794133408063]"
"[0.9975042218197919, -0.3496723135683768, 1.0814100203067096, 0.3162637910029276, -0.37923662882763653, -0.38905313010853537, 1.8679103319679402, 1.1789565285619208]","[-1.4108810666577296, 0.30731431103435597, -0.7688413872450008, -0.2787514397875043, -0.12797551510777225, -0.4542749601012467, -0.30165570048222196, -0.6758564794601404]"
"[-1.9791509356042694, -0.1411261385788262, 0.14374743791784012, 1.398739477301104, -0.6007729413360008, 0.06110911298038975, -1.0041643281076398, -0.767022899040435]","[-1.1966072134594865, -1.1512185156826258, -0.454557620438973, -0.38333806109643354, -0.941415241155023, -0.0398897497508178, -0.5703334502506958, -0.10554990092964113]"
"[1.093099181789678, -0.35370516425539444, -0.8470535704325223, -0.02544682346559872, -2.29674336889993, -0.7023916550931327, 0.031042351448159033, 1.979492799045245]","[-0.8965245558722807, -0.01572617300864689, -0.6999069610423844, 0.22190509883109485, 0.14746112285409615, -0.8241694608480964, 0.23348725617039387, -0.6742339449747048]"
"[-0.5776969767822511, 1.8351560352226195, 2.0087587105189764, -0.558605584119534, 0.3528923763650011, 0.5547212366930655, 0.8657635020650318, 0.12431140417467215]","[-1.1950527648220428, -0.11546564596479011, 0.6064072994905167, -1.8323380566015084, -1.7305518484595408, -0.30281367025119516, 1.4115076139898937, 0.3432480770235099]"
"[1.8677389796823802, 2.3301209447707807, 0.19407064922969908, -0.6295346408320738, 1.6927087499055313, 1.9398465402097729, -2.9467130862362048, 0.6903671420394655]","[-0.41695622079089567, 1.4751455403032654, 2.6797330010818854, -0.5450617659712405, -0.533260955282971, 0.6456567990330009, -0.562130689869274, 0.20435736265061627]"
"[-0.6748722131697173, -1.6848656234914636, 0.2208806645519263, 0.7935016436146051, 1.029562032406259, -0.747111546653484, -0.8618347728123402, -1.1922562953942633]","[1.1859195503371944, -0.27991035665584724, -1.7215926452677521, -0.8763409319282979, 0.13703322383762503, 0.06924799465626294, 0.7598247224789858, 0.4496351287107866]"
"[0.9282855926512894, -0.23528283914711562, 0.2539384562124787, -0.2561949456287492, -0.6377900359528287, -0.0037508636296780785, -0.17853713873015456, 1.860687386758516]","[-0.44225737769577916, 0.11086963623516537, 0.5248335968613588, 0.17681283932285022, 0.5261166395477598, 0.262635474261104, -0.12005742945686121, -1.80368740227876]"
"[-2.6828569482718416, 0.9412375103375239, -2.217009847084499, -0.4408223395007264, 1.4175026474424541, 1.9000774584093731, 1.1927697275060416, 0.728025569193399]","[-1.3162855721554927, -1.444809151839538, -0.33940084089421846, 0.3363985791406149, -0.8153727098709177, 0.5180014429835391, -0.625763957831076, 0.03265571482718512]"
"[1.9014363339902718, -2.0327665396660732, 0.17435808108488526, -2.604994774115996, -1.518199762192956, -0.2486860245611574, 0.23023126842303068, 1.7141993384642813]","[-0.33089602813621866, -1.1706895256259036, 1.6682390125383635, 1.9957846078703207, -0.5505695485637996, -0.21480585538834276, 0.8475631707712064, -0.7294452660429839]"
"[2.302391797043093, -0.8107783624656618, -0.5975472892709303, -1.0198892867113334, -1.919791092562354, -0.1090950137208476, 0.47943497815561986, 0.1475229688465793]","[1.3688559147283998, -0.13791825659015455, -0.5673994723841077, 2.709461533521111, -0.38736679396344426, -0.3566047009530406, -0.040250060979972684, -0.4296514240175504]"
"[-1.1582894588160497, -1.0346351142983716, 1.7906361434657136, 1.0616101778225882, 1.4643127346601053, 0.6613057428036991, 0.5195878137768887, -0.41832965083303997]","[-0.13285456872349777, -0.417164247285881, -1.3017987844724297, 0.15146863103846694, 0.031175252239008588, 0.42346604018501766, -0.6666485803184712, 0.8629777099709143]"
"[1.7353048491738428, 0.3865586913868891, 2.5844092529111062, 0.9263334761895475, 1.021789383869173, -0.4484594903693837, 3.2384226639186395, 2.1651720803403487]","[1.881337456938074, 0.8241404734722501, -0.9390785229999915, 1.2999035128291154, 0.7627983136266777, -0.07002554833215452, -0.3088225121713143, -0.4150418144345646]"
"[-0.032607132138368494, 2.1325528312529247, 0.5900713110808771, -0.8679138592738516, 1.6619293730286329, -1.3311520348900494, -1.1142580639665502, -0.84161084236901]","[-1.695763657981964, -0.1741661728094335, -0.030021294145220073, -0.5920842841527395, -1.017208863921866, -0.8394111382349836, -0.6012488567774691, 0.6533161453894243]"
"[-0.7630987212549656, -1.6791664153631431, 2.121832693126627, 1.1592536121664114, 2.461402371464946, 1.1190750609048126, 1.117037706081493, -0.37339920008185484]","[-0.2033265679425065, -0.4024021045025732, -1.2201513195291347, 0.3930095104981596, -0.14713632767270504, 0.5645419102063571, -0.6855023443268153, 0.6965657424286135]"
"[-1.936897700534281, 0.8582778206423369, 0.522089035546563, 0.8354837333364122, -2.41012600131197, 0.9882559671417822, 0.5602786265639224, 0.003717964303711809]","[-1.4234920372462898, -0.33349213937596545, -1.3492471137929094, -0.8971833062310208, -0.9006173005753899, 0.7273060255746232, 0.2797481226959412, 0.09894356376857054]"
"[-0.48919507496229236, -2.4700310805406382, 0.22238359150987388, -1.4227892920341991, 1.8656034472726617, 0.3164785352027544, -2.285681931089798, -0.7237879607006229]","[-0.2469279062868636, -1.2174498735944983, 0.2922277725022019, 1.7366932835023265, 0.7982701491556797, 0.797758468048864, -0.11399473252927489, 0.727385531021275]"
"[1.1556416833457317, 1.2969476964954945, 0.7822417612714905, -0.03158657767170415, 0.9267200618649064, -2.2788788516100187, -2.8551749977691063, 0.12782699822685564]","[-2.311787391818441, 0.1069698994026005, 1.0228518451539297, 0.13403121802571663, 0.2608288429556177, 0.137746437816368, -1.726709004149515, -0.6630238605641031]"
"[-1.2565050673345068, 0.5689215864708649, 0.7568501966963178, 1.4442197658442402, 0.5944609487336581, 0.33451647895765635, -1.7386615943828736, 0.09913753344319257]","[0.42788403493704874, 0.1770519725181876, -1.0718584511589027, -1.231763293969025, 0.33887355097211114, -0.6322156156778358, 0.7744988497874848, 0.6967928938836655]"
"[-1.2021366575685535, -1.0084556803613167, 0.13583771779375, 1.298165789151025, 1.6551936533036178, -0.5156132037531107, 0.4286350045513168, 2.1018656851848068]","[-0.9488589121793949, -1.2771368807174732, 0.1516197224874384, -0.9449031817362389, 1.1973506932112343, 0.711914432732596, 0.3142334622227797, 1.0417459139597622]"
"[3.3986671656660055, -1.372652544040344, -0.1073655497061535, -0.011482095781247809, -0.7944206578122235, -0.1286161022763105, 0.34999444660239937, 1.769720949217966]","[-0.14453985121447613, 1.3135722502988192, 0.045432028667402015, 0.5852999815945474, 0.44922847347144385, -0.27419238692563447, 0.054873951545277924, -0.7692903198586355]"
"[0.6692136890970736, -2.116176335378042, 2.2425526303921752, -0.7071909286849404, 0.08887196701867504, 3.0071021666439814, 0.20114180980600846, -1.0236590573776247]","[-0.6009012219227238, -0.0933456658239397, 0.22030573419188879, 0.34619318864801046, -2.0119215020218904, 0.9501139204817924, 0.25255279433344363, -0.2374622598472752]"
"[-0.6639265592407316, 2.169060028683761, 0.7579913566030138, -2.0510618457537584, 2.151813851148535, -1.2357794964914341, -0.2951003665436427, -1.2479422860095606]","[1.5930250443903031, -0.4698055798346689, 1.918578995873827, -0.6182687455724406, 0.1817300374622287, -1.3033001612329804, -0.19508525641601918, 0.48103452909159694]"
"[-1.6603630984900042, 1.9932958286624691, -1.58274890500327, -0.6702174958185205, 2.767307090730562, -0.9076286271326823, 0.03973773754445759, 0.4015160812029691]","[1.0823611973248053, 0.3822924722453057, 0.17538090218213553, -1.611831828177099, 1.2396906437359423, -0.23844250760918656, 0.2029464069073573, 0.6986408696684359]"
"[0.3717956086773177, 1.0161048027691788, 0.150526363782967, 0.012960090649521527, -1.0157761323289678, -1.6162110093487816, 0.10272893090857226, 1.4321595580727307]","[-1.2077460600537795, 0.07072230094912753, -0.325821549545476, -0.1661795868319093, -0.014124499632394724, -1.548690630071689, -0.15814629560371082, 0.2366968613904544]"
"[-1.705619669212581, -1.2331373824662215, -1.7104398685107882, -2.1726914659004293, 1.7953519761405565, 0.9544823130608929, 1.1454925768520605, 1.5417657434475773]","[1.813599360275708, -0.9998383571577828, 1.0418197287182391, 1.4229568276651146, 0.3807403909777901, 0.10584500569643333, 0.6480610000341396, -0.5656472006682229]"
"[-0.5946446156350955, -2.4960082324239803, -0.06333086781256614, -0.36747114206875986, 0.8807787161863334, -0.14844897298674112, 0.23278726404972874, -0.07148206278967317]","[0.43686378940613646, -1.2323069010420136, 0.6512298306340356, -0.34047772461787007, 0.27117386467421517, 0.23795884310708637, 1.428457678795339, 0.31477901713369016]"
"[-0.6871134230276118, -0.45257731514399835, 2.512088365986729, -1.1096883623421827, 0.17037288972349512, 0.49020403140690194, 0.010548157520584214, 0.06525802917262412]","[-0.9733548541335204, -1.3621158134924385, -0.3670087671656795, 0.4623895667519555, -0.810270007751626, 0.017997078311821416, -0.839760170077764, 0.7853754841942018]"
"[-0.5741221442015308, 2.418059739512538, 2.205127487469916, -2.1059726002408476, 1.0613750205397314, -1.3222138614272414, 0.2901631023514673, 0.04113238503673823]","[0.42510993651614404, -0.6172689172225417, 0.5496103678460391, -1.4459417730960364, 0.43031813122491575, -0.02090096308695175, -0.40204762419044787, 0.9995970563245381]"
"[1.4774692878090185, 0.9801851323620298, 2.330378767261723, 1.974817701034767, 0.22221766974425536, -0.29571650327586535, 2.990097811901191, 1.6738166932880638]","[0.6515475768588379, 0.7379392884091319, -0.10099056873712145, 0.037570670261808346, 0.009118272249390115, -0.05552998758587631, -0.12914872556995877, -0.15891221073067294]"
"[-2.7501714561150816, 1.1603634138337315, -2.7050108907705743, 1.3332734755403295, -0.6398810743029848, 0.04118372722871738, -0.2384524164950166, 0.2833200908840021]","[0.7049146102268793, 0.1412114364561777, -0.8281135894120675, -1.0361935765412174, 0.557890018946316, 1.040409431145379, -0.8928853407209449, -1.320860083004994]"
"[-1.286467763253043, -0.10717676015626182, 2.2515427091178637, 1.3077451495453043, -3.353907696681685, 0.6289437381851588, 1.1618473436883812, -1.0607445563020386]","[0.44952260748454553, -0.43115289176542354, -1.8846752980688426, -0.010155930940942129, -1.2127792787634546, -0.9430774381170671, 0.1962552567663361, 0.06390015226171451]"
"[-2.7485213207067654, 1.1868126574584126, 0.4215265177698984, 1.587895262492668, -4.04231836616023, 0.0788974580570088, -0.5204256440144449, -0.5223749446780644]","[0.9481801436430769, -0.4657908450757189, -1.974593438105715, -0.5337560183285439, -0.9185348131365801, -0.9894070621732513, 0.020384305607742553, 0.17229359226553148]"
"[-1.2023993235443202, -2.661731354297461, 0.22138709660968395, 1.5906353666373998, -0.8765502262896461, 0.6423419846433559, -0.5838623293505298, -0.6930507371870196]","[-0.12627045611607168, -1.1203919188815923, 0.42550450420776176, 0.0341637656409183, -1.0903645715021137, 0.34962921073939873, -0.19052928727362445, 0.1298863921757403]"
"[-2.1611878260879056, -0.4306274231891023, -3.521840654833977, 0.8239070422094342, -0.028157921418051582, -0.32221785116129287, -0.4539123595855791, 0.9971454558996362]","[0.6389899053953021, -0.3842948075339519, -0.22464904815367961, 0.7343223814855311, 0.7695547165259526, 0.8039863162301596, 0.06470433327971589, -0.446565149030056]"
"[-1.3199430222631399, -1.4865408704532972, 1.3432202624536635, -1.0414582876787934, 0.3923353664056197, 1.045912500052261, 0.6851365868580322, 2.1587434875229894]","[2.294989185526991, -1.0917382503931428, 0.8101136843794151, 1.4860684598433427, 0.2900532181778378, 0.1617562114558739, -1.0332900181319824, 0.6692536477086315]"
"[-0.6417365931079805, 0.025666241214236395, -2.532485164417334, 0.03005052391728847, 1.100586718066815, 0.34340942246370176, 1.1967072822018159, -0.9925313459986352]","[-1.8354243861673993, -0.3755985973305791, 0.11431568307693679, 0.5036901078440533, 0.7341351265272271, 0.03850183896103661, -0.09863210665054382, 0.43665518863926]"
"[-1.3449493734705762, 2.194518564444885, 0.964665519481953, -1.7456852727001675, -1.7961744493564678, 1.0076864787042659, -1.0193936441813802, -0.32838898675252387]","[1.2869146102666098, -0.20362975497048846, -1.3419564074700023, 0.3480594392723376, -0.8133447103835247, -0.33428630632743545, 0.13694965300418532, 0.1731112799254402]"
"[0.0412605895887002, 0.9008404564884142, -2.359045907982398, -1.727372767290621, 0.28253794201459165, -0.21325172809598678, 1.3948524587965938, 0.5381355992486738]","[0.4154766751366132, 0.46571759031663545, 1.087123675867491, -0.6582573180457046, 0.45344734499851996, -0.5670791908898781, -1.6296271767027597, -1.511597659916503]"
"[-0.7100107912539046, 1.8045608734188332, -0.6547597546375544, -3.186606011663424, -0.6402376398985112, -0.42292671218753336, 0.21154955598321046, -0.998457157952811]","[-0.05766321077630225, -0.719677326983673, 0.6796269014634049, -0.25378926719026335, -0.39306579797808483, -0.21004362323986878, 1.2058453441244852, 0.4352071842396741]"
"[0.8353831204687715, -1.3249945121845028, -2.467122170067396, -1.4094663706880242, -1.389484914252881, -0.09881805773796938, 1.001157241085172, 0.12175085170812677]","[-0.08218546376580922, -0.0667980421121435, -0.04373675418718546, 1.3190634352272637, 0.6345518116286698, -0.5545241439012214, -0.010252682723802723, -0.3625311889666068]"
"[-0.12275184007091593, 0.1115987025479168, -2.369773186830066, -0.5546096847333812, 0.47212772820514626, 1.1917899118410102, 1.2361519386887805, -1.7072558230537573]","[-0.15811540235777713, -0.45096464994324736, -0.45151657415507346, 0.6216019659049299, 0.3819913356556666, 0.32899339435278013, -0.18207064937315687, 0.5001764428181202]"
"[1.117562821510117, -0.2629211492938817, 1.1031831406655652, 1.7486061299337377, 0.7237067741324932, 0.5796611193915535, 0.9204069895278, -1.4495291278458124]","[0.1923363946967388, 0.49474563483949874, -1.0508418066656775, 0.16005145280964872, -0.25420286839141865, 0.19230396331040214, -0.3054089123419439, 0.18440875890781988]"
"[0.08450025718841458, 1.1258315247964825, 0.18240465498067623, -0.6730594031086856, 2.362724178428441, -1.767964820537763, -1.7182496018357696, 0.9424954676229265]","[0.6303740190900304, -0.3342519832734184, 1.6750744026905398, -0.7684197569675192, 0.7068033652724071, -0.8251597843521099, -0.35780631342324654, 1.1136930556173177]"
"[-0.08709100200546865, 2.1805297065007836, 0.6940563298764276, -1.9027949169293437, 1.8544771613367044, -1.7993212271306023, -0.6243385114905837, -1.6240474010389199]","[0.4207910761090413, 0.6697134114401128, 1.313308829289078, -1.7292077680687536, 0.805840637276745, -0.18937667385277676, 0.16504552332102324, 0.9161652301886566]"
"[-2.043673306534785, -1.2726840811388918, 0.056454981508696434, 1.0789091329552503, -0.356068961686503, -1.9355748167190998e-05, -1.7998868269179849, -1.8633874669602637]","[0.18748306243402224, -0.47746461035361765, -1.572801547229154, -0.22892317701653248, -0.2308637706603872, 0.6831402128945463, 0.42980655143862306, 0.7036676127666904]"
"[-1.4880537956314754, 1.397111850824521, -1.8002587502516632, -0.8059228730919303, 0.15090137346885327, 0.5032525062999381, 1.4270530405055304, 0.9036522905080279]","[-0.4493589191249337, -0.13306340508476786, 0.9005080400425324, -0.4702702499113211, 0.42012270204320085, 0.7894980166534397, 1.002599723590536, -1.3447537461561054]"
"[-1.7218959885090512, -0.5907705282467304, -3.8015461534983666, 0.6246409202697727, -0.2644610393655153, -0.5836228671677899, -0.607833297123077, -0.24734371782176545]","[-2.029931282671813, -0.4633720747054918, 1.555894176811368, -0.3544688497194173, 0.39781552889970495, 0.4392603906039483, 0.9350137384477126, -1.00800924738551]"
"[3.402667198953084, 0.10612031482626685, -0.40470294733395057, -0.6269702007224461, -1.5610456758695543, -1.760695446532101, 0.03912622117796907, 2.269286521249329]","[-1.633315387687821, 0.8783826175307378, -0.14775615176014073, 0.4834677732424802, 1.2694759943392167, 0.3527704047662591, 0.3863787960318524, -0.9120680738637437]"
"[-0.33821406411750343, -0.3951639386476115, -4.044967017343943, -1.4479013570926738, -1.0593178804785426, -0.6662488312104882, 1.344225877738816, 0.17842707152368903]","[-1.632533653685383, 0.33571169569473885, -0.050403952101651585, 1.1862401853503728, -0.16606782697945457, -0.4347022193197193, -0.4144423223501864, -0.7140560925468888]"
"[-0.17315232162695826, -1.0690916051302546, -0.4175334029705466, 2.0921993175886504, -0.43912250426003496, -1.2666315662077607, 1.5844912000190767, -0.49570950594233426]","[0.5797371418398493, 0.82208410495349, -0.4314709550981822, -0.11493099731697039, 0.14221991759367597, -1.2959320174274276, 0.226804543573997, -1.2191593609308518]"
"[1.779459711300147, -2.4761241328601242, -0.9953684884862513, -0.7143320242007506, -0.5555186270815002, -1.0518570073946818, 0.1820728381494705, 0.44667109275303585]","[-0.48064817946475, 0.334912154490487, 2.5483241261467984, 0.9184196028979674, -0.23397821658492288, -0.7547328670748032, 0.13783980510202334, -1.5009725017816749]"
"[-2.1706938573229633, -1.1989857674460682, -1.9688704253801859, -0.011742992362698193, 0.26912628411130657, -0.07900181898170983, 0.7928209563808004, 0.35123351632844624]","[-0.7034227467021019, -1.1468036474828387, 0.25101491392101855, 0.6935161589535556, 0.3225044166615268, 0.3790132349065131, 0.7530244384018714, 0.012581711539831127]"
"[-1.8583251533128624, -0.09679341510843144, -0.09122171053014455, 1.1039708477638703, -0.5292253572418261, -0.2380446479307555, -0.5125115500261245, 1.3269779400058948]","[1.7396026254458254, -0.8987932954940977, -1.2903689179670172, 0.2194268465861905, 0.524964985447476, 0.6392687074817472, -0.29718203685322897, 0.14676166033734903]"
"[0.320887532252247, 1.2805008397400508, -1.5569089099440767, -0.3890125324464577, 1.0509698131325265, -1.3234256768023183, -0.3793305542633225, -2.087109248608155]","[-0.2149522731221166, 0.5645171116901537, -0.20759412391491786, 0.6903599521687507, 0.7811503236721923, -0.7296002172311729, 0.08745341731166115, 0.7520255450023132]"
"[3.3498675001529024, -0.08216699308687199, -1.7845809548001585, 0.9547919855435802, 0.8623103977767068, -1.2667301505377997, 1.4699746457013754, 0.2414057151877718]","[0.18689572851830322, 1.4548975412824499, 0.0014783483691883418, 1.5824618193790436, 1.2787245899219928, -0.6450649898586561, 0.7548108716895454, 0.6015463325940674]"
"[-0.08152961128450013, -1.5504220751926021, -1.7020377570432215, 0.7473573096551057, 0.7746873471395677, -0.9262927984010694, -1.2681582943275673, -0.7067151624186206]","[-2.2621203869808335, 0.31466238657608026, -0.358103331024013, -0.8391449633442154, 1.4986314465564954, -0.00022052688139792507, -0.012767807374137045, 0.22505996579843518]"
"[-0.9613691375487612, -2.723148056492931, -0.14824874685711695, -1.482578160486088, 1.9104021628232453, 0.9595891125706277, -0.8157245503580091, -0.18585716469219576]","[-0.02485134865489772, -1.622631417620146, 1.4229311751846825, 0.9939300596867473, -0.8040738421560335, 0.6122215767074363, 0.8819547495401336, 0.19563050559307998]"
"[-1.2313174452238307, -0.512181577932402, -0.26157869933525063, -1.3698021675889058, 1.8169556534524527, 0.47700887782641777, -1.5009975862569935, -0.14385626855103228]","[0.77767476743244, -0.1842937347704794, 0.6610947142718596, 0.9716307417844853, 0.3603684886163728, -0.07664241878087767, -0.762413093666901, 0.7348745242502122]"
"[-2.610988246517032, 1.0694284871828803, 0.4246197011361934, 1.7036908892153704, -3.608783697876484, -0.701956011069828, -0.641672916571835, -0.36507841103089084]","[1.3903667350693119, -1.3761210468879805, 0.6215848073058826, -0.3194433843707516, -1.7715742595407769, -0.9850066050623956, 0.694689937899214, -0.6660925156536052]"
"[2.4895084678818713, -1.7552038532834708, -1.654694698867101, -1.6090553021762841, -3.4279112754346515, -0.510738607793134, -0.22384551648095247, 0.3134580956220914]","[-0.02314511125425805, 0.19006587287078885, -0.9042286435231508, 1.7093117202162034, 0.3023063957491128, -0.36786760124389545, 0.04701429195788775, -0.5658558156373339]"
"[1.1094794292478176, 1.5303842244761574, -1.4295928846978616, -0.58160649926505, -0.2506811851205166, -1.787783032715491, 0.9850524047593227, 0.6696386179844787]","[0.5398693357436836, 0.60077057138935, 0.15122863299201889, 0.23718048739359882, 0.6132930060349213, -0.14358696296461987, 0.7703640435149027, -0.6523918167281089]"
"[1.7612472396304768, -2.099064301832344, -0.4792410417207017, -1.37656480184223, -1.2592447786471237, -0.30108443609813684, -0.6831025437026232, 0.5162596470683921]","[-0.7416682149576972, -0.935483317379012, -0.06389677263260661, 1.3919027687121381, 0.8797330093039945, 0.08616245188077917, -0.28634285953831656, -1.0640288420719957]"
"[-0.6386282414858933, -3.2290959176497416, 0.5625227682667546, -1.933882062378618, 1.0789789609849496, 0.6323035460908037, -0.1281745011044855, 0.1758149833572186]","[-0.16641722684624496, -0.910170530243178, 2.0577145566007027, 1.2138028341126788, 0.2129107628096476, 0.0002695831558433915, 0.3514086251696439, -0.3795289014196219]"
"[-0.23093624461607293, 0.23230544222490648, 0.6793391313809264, 2.1779263947895484, -0.30769157172653794, -1.6074031045174895, 0.2103727667156238, 1.9825507871104522]","[1.738978969416906, 0.9796344156041679, 0.22760784787929966, -1.0540299573167131, 1.1318596309967073, 0.7544659073145377, -0.43332315330223425, -0.3678191344001689]"
