image_embedding,reference_embedding
"[1.109491160749885, -1.5306862194759303, -1.4302678609040174, -0.5803907544686906]","[0.5398552780794694, 0.6007752469342806, 0.15173561955387418, 0.23646912572747716]"
"[1.7612493030385532, 2.099001465031505, -0.4800309052929701, -1.3782214229465053]","[-0.7416637715334041, -0.9354658313418379, -0.06352078955425597, 1.390851022632246]"
"[-0.6386364494146974, 3.2291994441181084, 0.5628966981921013, -1.9325606793521672]","[-0.16644947328528437, -0.9102496427891601, 2.0571278417174033, 1.2166522541049662]"
"[-0.23094674240627786, -0.2319343786342401, 0.6808911317751504, 2.1765458941586013]","[1.738994876808185, 0.9796398461360336, 0.2276615093948705, -1.054716936913312]"
"[2.3012393219522913, -1.8974505471530825, -0.7102105329725905, 0.5581034000049537]","[0.7735815201568609, 2.8879011599189566, 1.1923896697985832, 0.18366730801838077]"
"[1.719692061529865, -1.4495782526806964, 0.9769938366051323, 1.5654673126681908]","[0.7105670581086587, 0.5455732914755564, -1.2454863003422216, 0.2020167827779446]"
"[3.9133493973663653, -1.1762110283024243, -1.1984081710894108, 0.6459763807111388]","[-0.15731650841234784, 3.344461896750183, 0.43020535168910595, 0.1464050459597386]"
"[-0.6823864474265252, 0.09653382990034384, -0.5613615670009636, -0.25110983772252654]","[-1.0291494130715932, -0.32157196269014615, -0.26756491799416005, 0.6701824343440734]"
"[-2.627273191100573, -0.26314713648631033, 0.13495609874183118, 1.3608656674190922]","[-0.9438468141015232, -0.7549819934993821, 0.5177179079584241, 0.207809160246488]"
"[2.677473575985099, -0.23078823155276823, 0.5088765770609335, -1.5205136867919884]","[-0.3030637485636356, 0.140089848489819, 0.8828369567001279, 0.18257131062737225]"
"[0.5538615637491362, 1.3915020345326787, -0.15516878670160722, 0.7263263085243606]","[0.6614717188200989, -0.5085338262473219, -0.33332001346164647, 0.9997856673156571]"
"[0.8154134567844471, 2.076033990369928, 0.3135928254033266, -0.29262954300610866]","[-2.7033157029864965, -0.976451719929719, 0.6650664296710618, 0.15586681887375295]"
"[0.5676676554515512, 1.5289795160447024, 0.7469488666953118, -0.025670970564624154]","[0.6060985835368103, -0.01499834211136913, -1.5395174008620727, 0.5845980227398299]"
"[-1.2906728184408176, -0.7301222201342324, 1.7737270680305597, 1.6081690196952956]","[3.1886853367048884, -0.31684784343764555, -0.6900910690142428, 0.41278719197755515]"
"[-1.5370210457138556, 0.09570027913551399, 1.517685141436909, 2.1002112653152274]","[0.5671487903732901, -0.6753579465335827, 0.2066881520350991, -1.5661143632302348]"
"[-1.8006076418374293, -3.3462203037412506, -2.2853434219774735, -2.322098246565852]","[-0.9525588177619005, 0.7953629693305466, 0.5850954266159951, -0.7546353745815553]"
"[-2.622335571544279, -0.9964913951191693, 1.1792668186328448, 0.6178529886641999]","[0.6235804855807561, -0.8700847703469292, -0.8715907490521221, -1.0805577496103642]"
"[-1.7061428452447704, 1.4654180830977561, -1.7856283982878016, -0.02103721883697931]","[0.06919243184989449, -1.377222005173312, -0.8049221658324386, 0.9344429960800338]"
"[-1.1095792953918182, -2.4284653359064983, 0.15412534449027476, 0.05644545443543424]","[0.1274523940185473, -0.5110690039967262, -1.381243575337416, -0.4028764311166372]"
"[-1.8922930047294075, 0.9981334483729498, 0.15660006891776224, -1.522418502189836]","[0.9057484881331528, -1.3149769812125378, 0.7165212620092547, 1.1998859350702606]"
"[-0.2660492201136372, -0.901213608107387, -2.251370396941581, -0.6339065471988493]","[0.21029080454690555, -0.567477632789219, 2.1594929312765023, -0.5878046909474097]"
"[3.8162053243958045, 1.3183098619383287, -1.115169813474607, 0.3121730173423792]","[-0.12200992579329248, 1.5468301370268598, -0.09213357136171028, 0.3148404180421261]"
"[0.6550484681034829, -2.8764487082073456, 0.694456291602384, 0.27729719656245067]","[-0.8627798753844153, 0.6635805870709706, -0.5106021794187936, -1.2632604212582519]"
"[-2.1628466791945717, -2.434954059771541, -0.6333889878919651, 0.2866764323585279]","[0.3616294556706978, 0.9511498427935248, 0.7830767287432372, -0.658753065029779]"
"[-0.6450752754955091, -1.03995009513153, 1.817062133838312, 2.28460265631204]","[2.039267075006815, 0.6185860992166895, -0.19837800985777082, -0.9806986404560628]"
"[0.7885471114049444, -1.9501438429226268, 1.328456629346723, -0.6842862769379111]","[0.1443206565906519, 0.8083071437783861, 1.2258231886863553, -1.187322707358516]"
"[-0.3634303811254495, -1.1760167960380394, 2.1450388578512, -2.0830717068209346]","[0.8501980918387291, -0.5340990711282793, -0.16982361375379762, -0.08323654674645542]"
"[-0.8930784436815277, -0.029849083852103105, 0.2336426496313566, -1.4435028989870036]","[1.0600584690032115, -1.32081096237995, 0.6507693474934625, -0.07832770174420005]"
"[3.7963558098123893, -0.28757162756634486, -0.01729581306124507, 0.9550928924499954]","[-0.2981848361744248, 1.254248762962788, -0.17602949326512982, 0.23465878844192345]"
"[2.6763721943166052, -0.6142289996342523, -0.8024728629597618, 0.4458026886470202]","[0.5717042735056795, 2.8691121965103457, 1.5158622115936342, 0.044697217366627295]"
"[0.7714425652459661, 0.46341747431316893, 1.3393324498577552, 1.4868896444736117]","[0.13585413158691487, 0.39584334111753094, -1.3318146858947317, -0.18927487596679154]"
"[-0.9701337431565761, -2.0454720485531377, -1.3272357490220457, -1.4505119460203315]","[-1.3418187976544687, 0.6650532981919033, -0.0022468626252120727, -1.0234699266289264]"
"[0.3126082405240671, 2.924965579109989, 1.1994267861204717, -1.2765097172388733]","[0.10211783536201785, -1.2132796888600057, 1.7644333596412838, 1.0359788559707466]"
"[-1.922146468664111, 1.6997632862432113, -1.3883440276498573, 1.4048237706731224]","[-0.2633079236817552, 0.8466273988590404, -0.4858350941086383, 0.229195754359788]"
"[2.722329140656802, 0.9267153823999191, 0.8303918566612446, 1.098932666463447]","[-0.11637735133174079, 0.95096533193136, -1.155360046088086, 0.7508147856473943]"
"[0.48071578157937667, -0.02434258266296556, -0.2371290027858727, 2.105114467137277]","[-0.5182123107481545, 0.7873088484450603, -1.2604346887326365, -0.6593271401746704]"
"[-0.17453165704948984, -0.7395652316048973, 0.9733443748336241, 0.8073705763715613]","[0.9542812487570237, -0.024751511061542632, 0.49203306598756524, -0.4759760714563386]"
"[-1.4741923500178309, 2.395727159674277, 0.683366664438288, -0.5120638766337061]","[0.20026411471310782, -1.1941146420903723, -1.2788833103177757, 1.0245958266258115]"
"[-0.19088622376110936, 2.7673828277886003, 1.2111639373203742, -1.3638959330535319]","[0.011807915968159425, -1.6042771385000407, 1.3031189396726277, 1.3478470760579113]"
"[-2.996294928301168, 0.4399603807729039, -1.8939568280426529, -1.0061713250810977]","[0.18185224432475613, -1.1573639942795955, 0.5675337467963458, -0.0038219077121058576]"
"[-1.9990107155941386, 1.6433177776801315, -1.6952366314285159, 1.1202293305674373]","[0.6579414629338061, -0.17352150888482357, -0.7272522592841424, -0.7298283493049259]"
"[2.9398640812107693, -0.442476648924423, 2.45163667840003, 0.6795278580134442]","[0.767483349601664, 1.1164332253097893, -0.4783769865916866, 0.08723745750723835]"
"[-1.8682621291358636, 0.5108397812755576, 0.2737462729478342, -2.3499660110383394]","[0.8268171615878113, -1.617229358518964, 1.6782233565330078, -0.014226165305409181]"
"[2.653074569846764, -1.3353922148496284, -0.41281973051465365, 0.707987960060884]","[-1.144094960107414, 1.7297564070091673, 0.9648954478822358, -0.636619957125176]"
"[0.5009567219841269, 0.5690137656903093, -1.3259143946201186, 0.3236970030530132]","[1.2142079764218099, 0.6865261306746386, -0.8383257123927681, 1.5475519470113326]"
"[0.06978845166698447, -0.4982325294968545, 1.2551260093245415, 1.250872096838815]","[1.3396566544822825, 0.10661469331240016, 0.7598985482380919, 0.16681879910542446]"
"[1.2001417297913601, 1.1226297751636496, 0.18653360245245124, 0.8418416105361534]","[-0.4189030635992524, -0.18768345072449555, 0.6171248930208308, 0.11836181221211757]"
"[3.817561633770493, 0.7607958842277416, -0.6415597464261369, 0.6054680738136597]","[-1.8934323995304843, 1.3862291032886906, -0.20343149649180758, 0.17337580861811056]"
"[2.4977822100478546, -0.5142290146845926, -1.795191835183676, 0.41143836990420907]","[1.0506257059197799, 1.3913467832925037, -0.8904524302744621, 0.7321814682510442]"
"[-1.6476954761458753, -2.1456878907697847, -1.8434681160326323, -0.7097895417445809]","[1.0059032791103963, -0.5762815883110776, 0.6314414248795804, -1.3187505936060462]"
"[-2.0375326857758904, 0.7736565176270989, -0.5109233596774154, -0.48209168203732156]","[1.7218627147659151, -1.0814086414069082, 0.29510710027928655, 0.9411681467198653]"
"[2.7326360495158184, 1.3568407327543512, -0.3148197283767303, -1.1134259596447054]","[2.1127509951967793, -0.2582894942625345, 0.23841461193593783, 1.242661441892677]"
"[-1.351555410237175, -1.5855899729671712, 1.9787171813477011, 1.842912764756793]","[0.5171120543110336, -0.64883896256897, -1.4519010917465547, 0.04982960777244646]"
"[1.0750356528507354, 2.4854149635320666, -1.2987720877248128, -0.6863299701414778]","[0.17245453081721626, -0.0011535925940263825, 0.48273126183649784, 0.5334839574950804]"
"[-1.0739617483386548, -1.6719962808009499, -1.2175810137554812, -1.1865482771048503]","[-0.9162534641385935, -0.010718111193822825, -0.43492256909307075, -0.10632987636519307]"
"[-0.09777809344674221, -1.085285458841893, 1.267891219779626, -1.7207200989468907]","[0.9942256606365473, -0.29563013499134, 1.890119920137352, -0.42731550715112193]"
"[0.21918135800475208, -2.1477413663114437, 0.47248333077032334, 1.5892440306032292]","[0.17651434045075995, 0.4892875649192, 0.17787355909537306, -0.9611151496438987]"
"[-1.3602162174644088, -2.5580742250510444, 0.7603343347260137, 1.2335231222949739]","[0.6392693857151026, 0.12176223636953912, -0.0784828623526605, -1.3658334695458743]"
"[0.7565684903794124, -0.8125237993673228, 0.6852374336700711, 0.07858355625909665]","[-0.011267687639885894, 0.13376928259032933, 0.8190482894548439, 0.04355918284309964]"
"[-3.022129539028836, -0.8954076329454926, 0.36701299645292607, 1.4902431275656285]","[0.7999287394660095, -0.8078973692827772, -0.20087286318067188, -1.2062037495540392]"
"[-2.855611442933717, -0.8670030038875646, -2.1657490060177427, 1.3425959632023274]","[0.5741469559990977, -0.692451500550783, 0.03150594956116164, -0.3797166693971338]"
"[-0.9976816858305755, -0.9921568807949926, 1.0115340040230751, 0.14993545604224387]","[0.24323218013013825, -0.39061488038981923, -0.8116875466909352, 0.7415233661626812]"
"[-0.34971004443733533, 1.0559274720788852, 1.7958870594150584, -1.6484674992430937]","[-1.3416460651145596, -1.3271674733312162, -0.15331522904762757, 0.7624755074280299]"
"[1.3794849913500735, -1.588155447814432, -2.078648040847327, -1.1607848951706723]","[0.8512161572957206, 1.5391331863158886, 1.4467025439674484, 0.10952245317487502]"
"[-0.8049997595084066, 1.4744641380287378, -1.4031238462531583, 0.3002268080291616]","[-0.16674697394889443, -0.8309424663004955, 1.3976903262203988, 0.21061504362908906]"
"[-2.315213420773841, -1.4962785949123567, 1.8875962292472017, 0.7221949468751119]","[1.450427948777815, -0.6561638306837368, -0.3985605236415212, -1.0433017431621368]"
"[-1.5170666242041493, -1.9232158880441326, 1.4248382528859052, 0.46754921668404764]","[0.5382858887472691, -0.6074356806924781, -1.5519535131708762, -0.009217785412224757]"
"[0.5846330751941677, 1.4872668586811322, -0.592208550491194, -0.39940947557435375]","[-0.724565775174825, -0.8039557912467505, -0.08900872255597499, 1.5008578927551992]"
"[2.122693215121899, -1.1361903493537633, -2.2829400366488746, -0.2824999082449395]","[-0.18694033648543143, 1.2913715316081653, 0.3517743369448793, 0.7707619348071059]"
"[2.736348900514135, -0.04729183162171603, 0.8055577831923199, 0.10725123752775408]","[-1.098267524732266, 0.3261044355077587, -0.5304070606368361, -0.5989010271527658]"
"[-2.537626490550593, -1.2023828316767506, -1.7150143745914481, 1.4191483571601702]","[0.7622303729214664, -0.07656365114561343, 0.34305701371922076, -1.0623366524564775]"
"[-0.6303700630722735, -2.402659553450872, 1.125230858096541, 1.2269313670421815]","[1.8286669788418173, 1.0655721285187205, -0.4683748276185483, -0.006346943340891617]"
"[-2.721191915388725, -1.5351889606475848, 0.7884528283798534, 1.6477687870699271]","[-0.4133754619399857, -0.48202660872905595, -1.9093501558159516, -1.4399583376258736]"
"[-2.154304050014226, 0.2618074229604274, -0.09507763224764924, -2.884554481155718]","[2.023429541117335, -1.1084254650019776, 0.25308619539000354, 0.2998157459337702]"
"[3.516029490989801, -0.17265795584947277, 0.6706155866310299, 1.0223650448383388]","[-0.8444509538587127, 1.1676275274954542, 0.2873122265063591, 0.1160143516267452]"
"[2.12659136234454, -1.1227524791459078, -0.0023305867609647412, -1.1286630687763428]","[-0.15572221322533927, 0.43047186866217324, 1.6961650483713537, -0.5212947737444709]"
"[-0.3118517275036463, 1.585346945576392, -0.23641759879413993, -3.2807994153066007]","[-1.1372196341973908, -0.5933213759430251, -0.3510572757649449, 1.3034011358533995]"
"[-0.48370232213936953, 1.8292812923975346, -0.8094620030116972, 1.8094281375811505]","[-1.5428976650544297, -0.867014783329875, 0.7599641058540999, -1.040802672535846]"
"[1.1918854380748498, -1.9711499628399887, 2.821922116160621, -0.09253924493029936]","[1.0211345138496069, 0.8657120946471545, 0.7380870678418766, -1.463443217667645]"
"[0.267492233903661, -3.1312137172361356, 1.2168171275643154, -0.07551635538832777]","[1.099543715479856, 0.8280874120548654, 0.7086500253837413, -1.2187174756266719]"
"[-0.20297086593999317, 2.413868439655766, 0.8615657454438926, -1.8808585263552224]","[0.9106933889353964, -1.0996119235506887, -1.0507312838579237, 1.6586173375494007]"
"[3.5102666896493067, -1.175006783318335, -1.5229379663724867, 1.7019719433955123]","[1.3092331143474851, 3.1125770978936065, -0.035043467811263995, 0.39280567003857725]"
"[-0.6715062293173174, 1.6993350555805342, -0.6000486023725947, -0.9914278512408612]","[-2.623563782632991, -1.2775875191359594, 0.10639646915128578, 0.4841838119487866]"
"[-2.785893807752721, -0.22368196640058896, -0.2251879989987907, 2.5146046946379346]","[2.625349942773694, 0.04060789268031247, -0.7847070357131808, -0.8955644632172877]"
"[-0.4029176620482312, 2.8884900855187214, 2.1501308260499044, -1.1253054097266577]","[-2.0864007054279927, -1.4963754753888672, 0.8468166492447488, 0.9825745792377825]"
"[-0.8222675082892218, 0.03115121327379226, -1.143231525099452, 0.6730474611566039]","[-0.8613800615913246, -0.17554972535965255, 1.0444254430118212, -0.9099066260128738]"
"[-0.25414443603818454, -1.2251321008733276, -2.226570010540891, -0.29786489779015013]","[-0.10152970788218592, 0.9876099674477963, 0.7606211799189052, -1.0299347680978874]"
"[2.2002044320112906, 1.6121607622138343, 0.24834229736911484, -2.3777451792403133]","[-0.7220595938996753, -0.24100340057163377, 1.052610384034915, 0.69865082152353]"
"[-1.1520925330130556, -1.5655267326841067, -0.06217536919176677, -0.5190408646306808]","[-1.5100472504337776, -0.49116100930740486, 0.13651654153947432, -0.2438899884222942]"
"[1.7219346483338247, -1.428550769300587, 1.0317556108480979, -1.1072875668597213]","[-2.3871960783127726, 0.9159150854449375, 0.7725335844127431, -0.7143723512424147]"
"[0.6770940640115106, -1.8096519103900381, 1.1676859320395692, -0.1781978702500526]","[0.6076962130515642, 0.585610442191581, 1.1983458771794557, -0.6429519638093771]"
"[1.0759441968094579, -0.8597947942584834, 1.189388733277893, -0.7129680586424746]","[-1.389840922725997, 0.5087501264591494, 0.41760278218931757, -0.4140588681041613]"
"[-0.38613763253719463, -2.504665491521008, 1.3452620920781675, -0.6205402689661065]","[-0.05733848324426532, 0.6684615039787047, -0.8979115363166346, -0.8074217742177684]"
"[-0.2061106850554504, -2.371962363570897, 0.840887958130248, -1.4012598433950842]","[0.4814067965866608, -0.15991865656966706, 1.1643996807394175, -0.7100746702539896]"
"[-0.6096939713284885, -3.082985905116828, 0.2768152220856431, -1.4234227653304847]","[0.9061632111695828, -0.30988521757974913, 2.0437973360979593, -0.9010868188824424]"
"[-0.4652589646199271, -0.01855373176600979, 1.2520130033429817, -1.9128156613318033]","[-2.4720743238791907, -0.5098342113448396, -0.08555163610903767, -0.7511274707796968]"
"[0.8999217310896636, 3.9731614532295225, 2.2133995146278, -0.21093386337201608]","[1.1871385800126022, -0.5926315692386648, 0.3697785593738627, 1.2723960818395157]"
"[0.4633622497757195, 1.537107960889956, -0.4878059262988789, -1.3807586757906625]","[1.712518920240557, 0.006511278987481932, 0.0010658770785825044, 0.4884659464180582]"
"[1.5702196668361201, -1.3502373895177724, 0.4314443595301833, 1.2336930677533557]","[0.6895164127650172, 1.7512513720099703, -0.42112186709547195, 0.013815464172145126]"
"[-2.228067950453381, -0.046678284123567636, -1.2070061047532776, -2.3755341545336095]","[-1.1214358151215627, -0.9187783729063725, -0.2562218243497938, 1.2977733759928975]"
"[-1.8565317881114458, 0.5173893789760741, -2.517914696358081, 1.9920605086270087]","[-0.3308361373752276, -0.45330949183492775, 0.26001781416090025, 0.020794110676063803]"
"[-0.8438806173969323, 0.9596360446294202, -1.0603624447968247, -1.7733349137955656]","[-1.9933250120329258, -0.9518141088147092, -0.30219195794477755, 0.5812261490103922]"
"[-1.2025209943186506, -0.30463697340137325, 0.35775215092310625, -2.9752325354622293]","[-0.823263582728986, -1.069787872071586, 0.42058565034020284, 1.389637298471052]"
"[1.9342492684544115, 1.0155183426479029, -2.0801201527243305, 0.47282580714608496]","[-0.8873964232253039, 0.2703541250122804, -0.1334529242490108, 1.0691150746680635]"
"[1.0832957424115741, 0.730841251205657, -1.5569531436812771, 1.338522214836545]","[0.15976413255906302, 1.55142372444394, -0.7179669478512672, 1.0157408790995326]"
"[2.6214363674277945, -0.8927626154866269, -0.4123469877799502, 1.1359224867733033]","[0.5737623068180675, 2.1766087135142427, 0.07970982575072422, 0.2907482465369299]"
"[3.634238432043855, -0.6992960873096893, -1.7725966010676844, 0.7781650467850912]","[1.7728552982497414, 2.7905588846160754, 1.065948461481687, 0.5441919440490308]"
"[0.308899047676339, 0.5066835322659877, 3.183243897651257, -1.958905998604585]","[1.0319219640002089, -0.5598539524673101, 0.9097686892991255, 0.21714434462449073]"
"[3.586708698526011, -0.8241365202556187, -1.0243357407810114, 0.18806775572593076]","[-0.9739011270172735, 2.0146830718982613, -0.06177658808390242, 0.4388016413597177]"
"[3.5580706643216335, 0.6057786720473293, -0.5762285608108206, 0.45001391957906967]","[-1.4925331763768515, 1.0817150545762453, -0.14135132509217244, -0.18315293742612693]"
"[-1.1832263806802923, -0.33388442724896705, -2.5753533604376657, -0.8975482532165492]","[-3.1099900789618324, -1.557482475306057, -0.6122772110446506, -1.0716760257168547]"
"[2.373287072734331, -0.7888856465054445, -0.8979374204059156, 0.6457011920854868]","[-0.987216693788478, 2.133463464178668, -0.027781451773392602, 0.7157629455467037]"
"[3.484383836779578, -0.26134163766555485, -1.5889432292223677, -0.5904878008295302]","[-0.22304427827287507, 0.6394941326783204, -0.28621510227025615, 1.2732573576289035]"
"[1.9943382637346683, 0.6773927062561359, -0.2132131500698389, -0.5876528717545395]","[0.17152929481492116, 0.7265514142612867, -0.8872742104071103, 0.5071565715433278]"
"[1.9559305472252984, -1.5442439102195515, -0.6422705811145116, -0.1647320476190005]","[-1.028885747735029, 0.9558091417889639, -0.6300379345980641, -0.464819937565647]"
"[-0.6596530182804856, 3.341020818390329, 1.7352335980026867, -2.252932387537036]","[0.32018558051442503, -1.5225616232905153, 0.5650416306956517, 0.9751172530778132]"
"[1.8756598140117027, -1.8503922549648792, 2.3770785336378126, 1.1172178875794339]","[1.5075151659377137, 1.0874025256987399, -0.3881981257634798, -0.1915309719680354]"
"[0.6438798631275864, -3.560418919385852, 2.7546755110308614, -0.2177397702140271]","[1.2453910121141465, -0.034405058314839754, 1.3003319758193774, -0.8696411071799661]"
"[-1.3799813896724225, -0.973072077274293, 1.6277235126692668, 1.6354986633013302]","[0.5546909495614839, 0.023698397864098872, -0.650622963183808, -1.3586446710398048]"
"[-1.6341658731948456, -1.2178710500430867, 0.9653605811598822, -0.45891933065952345]","[-0.7879479111277881, -1.1122857216207305, -0.6290284053056726, 0.4919812869736337]"
"[-3.1302160592423767, -1.0012138712820924, -0.8328650460243203, 0.2671422847488595]","[0.014040516530898751, 0.14984495256828875, -0.8341618188546722, -0.6326625600289333]"
"[2.9840753274723526, 1.913858654478486, -1.0828251607073072, -0.37662135919082607]","[-1.5918256159459785, 0.8192059818645104, 0.12122721221470621, 1.3781383932722455]"
"[0.8568597153575677, -2.6934793896012037, 2.2388235497638105, -0.7947800511059289]","[1.863091018035372, 0.33247338436966717, 1.8184318252032212, -0.7229376363963579]"
"[2.2507889647678176, -1.644198731936535, 2.1057364635932245, 0.4942065921792338]","[0.5711325575530888, 1.276554204985136, 0.06967502779713436, -0.6324021301091671]"
"[0.915017934772688, -2.38963454964559, 2.459307238083919, -0.268425981526666]","[0.272643406625918, 0.8190892114687343, -0.1028611753695275, -0.7945735406979786]"
"[0.8878602235778315, 1.1852801811056024, -3.3307520476561594, -0.1179919119474597]","[-0.9192107048302507, 0.5070748625894026, 0.5280621063956439, 1.1642353713115343]"
"[-0.5462337274511572, -0.17198775012573256, 0.7389646239153488, -1.8958959796897328]","[0.9754193986809871, -0.2973698509350582, -1.1206279455501655, 1.2740510711911641]"
"[-2.101608485766905, -0.5532245005709353, -3.0848916466486873, -2.14265139018022]","[-0.522794983792028, 0.5749943053436612, 0.2717141482299224, -0.2132035799993661]"
"[0.9464009021871768, 1.6685207005570328, -0.39026982045809533, -2.1850373994347163]","[-1.3339227337038133, 0.1244653342852846, 1.6560225607117438, -0.4556334836667429]"
"[-1.6750172348255497, -2.026270730593121, -0.11222976272782877, 1.0628189340807546]","[0.8689091905952281, -0.4310036500900244, 0.22167260112727952, -1.0825628559002516]"
"[-2.170934440616991, 0.5343390809335955, -3.2197320261488125, -0.38321488997166475]","[-1.5811698298279742, -1.0643672200928453, 0.16521244873565819, 0.4285635725187803]"
"[-0.11166380172970256, 2.2669041988269427, 0.5486509279602815, 2.3437315708838753]","[1.1657911966833852, -0.48886312003113264, -1.4854936353881127, 0.671726351140202]"
"[0.5808537711607671, -1.2028907361366092, -0.9094412824556249, -1.242122249506957]","[-0.2197286809826619, -0.3399038753285815, 1.8196180170377991, -1.434467419503959]"
"[-3.087844637638192, -0.9443024728437406, -2.676913887809687, 0.11370717032081025]","[-0.8047827647580041, -0.8274430385306508, -0.946186381067264, 0.04705733622890558]"
"[2.204145980880909, 2.215049421951303, -0.0970857205942228, -1.0112521185464844]","[-0.11726984196506077, -0.6062898437406218, 0.620861253138269, 0.3514617889106962]"
"[-2.4554508215571293, 0.5165675135132964, -2.435380387010925, -0.09494908775733958]","[-1.332855100048937, -1.2934362762490774, -0.11413388861583358, 0.6816983043108866]"
"[-1.8281109280336894, -0.39876700192137804, 0.5066003464545625, 0.3059978394751521]","[1.9392456950977803, -0.5340010355834877, -0.13732522583313206, -0.2221784129151866]"
"[2.555645618915828, 2.645619673908852, -0.6627378586081409, -0.026633492968950824]","[0.6526119309411121, 0.24549940219689506, -0.46775338758883733, 1.7661632634071225]"
"[1.7890530955234347, 0.2645692348894106, 0.36298762576289073, -0.3718582923802494]","[0.37720801715824004, 0.3674217769899908, 1.5419146961577777, 0.33930732103570443]"
"[2.58947271331852, 0.5298142800114967, 0.9326662526930517, 0.6129815653222078]","[-0.5070189203481215, 1.4559372748320043, -1.1083128461933074, 0.12961391249069634]"
"[-1.650911994865878, 2.130114517835916, -0.4261233244304741, -0.4016582273715245]","[1.4653955489751909, -0.8160860455423334, -0.5165866001189808, 1.7393079218025118]"
"[-2.842330873709887, 0.8860088513012055, -2.841111201588271, -0.32665890534243947]","[0.2785060389030025, -1.4669354106134098, 1.0285976388806595, 1.15225517537323]"
"[-1.8798531474034432, 0.5912155795345487, -0.6232491571655093, 1.7672116536389284]","[2.220253275450376, -0.029842669291533282, -0.14116988584817847, -0.36236288536091005]"
"[0.01429959617300387, 0.3410018290047491, -1.873212128430018, -2.656366986678975]","[0.31982756751534236, -0.2610631535580799, -0.6475797822797116, 1.615288516146008]"
"[-0.11479041729171582, -2.3896635299609152, 0.47442067090095097, 0.5968688653992412]","[0.6385567177792848, 0.926696908113163, -0.5506453203262179, -1.0995551191547344]"
"[3.5685170302536298, 0.43426051770950125, -1.531180985351083, -0.3241789227932178]","[-0.6203452743696828, 1.6900106238997052, 0.0637077446144854, 0.43222786055248513]"
"[-1.2034759583324721, 0.3152624380303277, 1.1460357554489948, -1.5546763586953671]","[0.33033510664515314, -0.8286613192994097, -1.1527930504512458, 0.46698795957542705]"
"[-0.5386758532677657, 1.8286149351845136, -2.1817879868044483, 1.6364120166987812]","[-0.4928706861413986, -1.0925440921278984, 0.46294551219839986, -0.9945444222386038]"
"[0.0013344236589253409, -0.39800948738722974, 1.4913113216713738, 1.8229561879633953]","[-0.950449170248438, 0.15110364894044556, 0.08143001446868342, -0.9250890107956464]"
"[-2.289841229659424, -2.289060876965594, -1.0330200407376393, -2.5682293506006064]","[1.3652850251326822, -0.19116564338413586, 0.5749458129103299, -0.8927899994568077]"
"[-0.3636149365894858, 2.353767580016555, 1.3707261073611077, -0.7838840972096266]","[-1.6779871361965317, -1.1919617580031256, 2.466875266897064, -0.4465588302924653]"
"[-1.790298454728385, 0.809458560543255, 0.49445574165803324, 1.6599353913290857]","[0.5109447639309794, -0.6059052851620617, -0.952172778446631, 0.568057130291025]"
"[-1.3496301282499945, 1.0569001850025304, 0.6171648211109135, -1.5802476617195163]","[-0.24429089524556538, -1.421618625590767, -0.6320410578388249, 0.38836348149891853]"
"[-2.2471203037052043, 1.4133839492286888, -0.6867042580216599, -0.26798607718276113]","[0.3884149786415376, -1.0207527526447084, -1.289646200109691, -0.5596404138215694]"
"[3.720672995544032, -1.0938744748939566, -0.8473864410691033, 0.8374030454164813]","[-0.23973682706222205, 2.644684224923318, -0.08311988409148083, 0.5251765905325163]"
"[2.0358703804642087, 0.9539693995324454, -0.8470384365646315, 0.049281639285298114]","[0.5580950584839914, 0.03407191038915413, -0.6816915213928686, 1.9633374270277495]"
"[-0.5925105013055937, 1.2584610475252436, 0.6391620693500913, 0.7476565258529849]","[-1.1133971120525386, -0.6620562336682994, -0.39444792585643074, 0.22370756728184302]"
"[-0.8934445381629746, 1.6733451137671451, -0.26419099064876456, -0.020741211434501472]","[-2.518144173698941, -1.3806078221404263, 0.34032815144440365, 0.8600056434269983]"
"[-0.8869765859207821, 2.416553493982147, 1.105616286674821, 1.1234058871722123]","[0.09374631263655421, -0.5177541544956462, -1.3475084105175892, 0.5173619383255696]"
"[-0.30743275237434814, -0.6445094550564847, 2.888771753773658, 1.5344377113378496]","[0.9202208266166921, -0.09586218089553976, -1.1347908074703699, 0.26850022829141645]"
"[-0.031644768495364003, -1.9291129967642082, -1.0899422754886756, -0.36834286495773505]","[-0.21199652697174387, 1.4783572809644114, 0.8820428367467251, -0.6482727748009848]"
"[-1.9936406529497364, 1.3701322651813177, -0.7326617483954342, 0.5123579699968316]","[-1.3976330364699947, -1.5045166672459513, -0.652417654991075, -0.06504163432412494]"
"[1.5901383967275662, -1.0990519503867076, -1.5866556664293663, 2.345399239578703]","[-0.5930168766810691, 2.047808851608569, 0.1971741206566891, 0.24917027573345016]"
"[-0.4885107211832486, 0.39577845389828453, 0.8999707252399664, 1.7053701072008554]","[-0.14142614464190822, -0.09173773129779832, 0.013370586878211634, -1.057191684131186]"
"[-0.08525511701009983, 1.4252158925958676, 0.8749949652565292, 1.9230948087611022]","[0.9194348834269067, -0.7071787061977852, 0.01637671835408877, -0.08138134102189175]"
"[0.5967677173363741, -1.1520964215167007, -2.668655086487474, -1.7524510440143848]","[0.1914215019462134, 0.6836177501873248, 0.8824236045846878, -0.2790352432925696]"
