image_embedding,description_embedding
"[1.044525022884132, -2.3083151870944194, -1.1064229135480297, 0.7261691956491104, -0.6165449762266771, 1.3178354645491654, -1.0745453022771099, -0.956761447142, 2.0306299514116004, 1.0178071017782546, -1.6086430261058529, -0.6489016810837228, -0.025186660658154246, 0.7187323223117579, -0.5918887873438579, -0.2686135115411166]","[-0.8434460768889661, -1.3487907959955407, 0.7189527811350446, 0.070829685059585, 0.7962897000741402, 0.0829638681442596, 0.22831337461863646, -0.7490271896363143, 0.8379950054964418, 0.10557270652657406, 0.6050395401465778, -0.22888668553273947, -1.0940749334591175, 0.49246394922402215, 1.102630784884814, 0.38585640744669786]"
"[-1.478165358273439, -2.642156568982286, 1.0003148273188005, 0.20967190346062767, 0.6858368186582594, 1.5494950159330971, -1.202353545810062, -0.9183877165866432, 0.619037844162318, 0.8094466241600007, -0.037061115464034435, 0.32228680961792855, -0.5651933789077648, -0.26853126214287226, 0.008398855336162848, -0.12366584886446855]","[-1.749183896835014, 0.4765711856111786, -0.26623737473320996, -1.2898692656100212, -0.22000326431482328, -1.0240305822749598, 1.2680261472725776, 0.444758861965113, 0.1414462826236424, -0.5791105324698161, 1.467382341056295, 0.24413140889332366, -2.0402196762535674, -0.15425387849003172, 0.172168807794542, -0.33236274223068124]"
"[-0.9326683109791649, -0.03725520493530746, -4.137341901159028, 0.3918235530247863, -0.09053303129040273, -1.0713984792028395, 0.8860187909905708, 1.121055089882625, 0.35307696662234583, -1.053601327770546, 0.03210271233838737, -2.1665207126863284, -0.40639853061879133, 0.7792365353648404, 0.25996532140178186, 0.48454271280851224]","[-1.2438184691923464, 1.1920537437696794, 0.0642127852645638, -0.7518761397899218, -0.7989183933078094, -0.3367613505909656, -0.25657742404028683, 0.13354776975536978, -0.6446424204784594, 0.5260278980401172, -0.8469455646693312, 0.0707378383087096, 1.0107626014253956, -1.2634032920280012, -0.2505163655241301, 0.3724925064162139]"
"[0.5616907778741579, -1.6849875916799204, -0.12586344089183973, 0.3918291888792871, -2.0435913986509644, 2.411688926327849, -1.1394931892118676, -0.9944643770351216, 0.7024372862343576, 0.9784492140078346, -0.03463216619148636, -1.222857533349343, -0.3779265349569457, 0.2595326220418746, 0.5793407818650032, 0.28767035238080035]","[-0.6364379350169469, -1.691579310946942, 0.3992035513836113, 1.2176836691146842, 1.8655015725764776, -1.129446916822502, -1.0920711262962446, 0.8664601681147905, -0.16943158570635783, 0.13425537566656323, 0.04508975832095998, -0.8566766069857364, -1.005716990949436, 0.6412893297669012, 0.31430607558050155, 0.15550374600096548]"
"[3.5358849747940377, -0.34442537874875184, 0.5425493306809408, 2.9672678306565365, -0.3732167061550029, -0.9994147613321427, 1.8456660877533473, -1.7182286213063394, 0.8305394100537846, -0.398414375233034, 0.8720079886464871, 0.09297201429211671, 0.5042426127357519, -0.6137059967568451, -0.6073688118788912, 1.157969831216488]","[-1.7250605667202945, -0.623027171343979, -0.08343095124694924, 0.6633110956130394, 0.6027478245623492, 0.4872833990634366, -0.5759209182213165, -1.0450688487143716, -0.657387756619955, 0.2865458764537969, -0.07367097468882236, -0.06695416208383484, 0.07423121050489945, -0.21698315072878546, -0.2738697238268602, -0.008478917038003074]"
"[0.7863868432293145, -2.6805299185188236, 0.8269730457345963, -0.6977691585777777, 0.09022281508156765, 0.2666071912228106, -0.7570074079003692, 1.8367225871452686, 1.4351602331880275, 1.9897508077199315, -0.014338128391059357, 0.5207977001658792, -0.6951375230708877, -0.25050246670708237, 0.38479563083653007, 0.32365930609543475]","[-0.05190905081593822, 0.1667711836004925, 1.8752200946545297, -0.3221223058362709, -1.1023634814493184, 0.25272991959292396, -0.4415202445704332, -0.13932140820633393, -0.017506553502495754, -0.04005853630230737, -0.0028834930555975973, 1.0451259854215869, -1.3016645804148053, -0.09817869932363009, 0.20502907595354153, -0.3242589337122648]"
"[0.6236982921044021, -1.4502035046695632, -0.9877149242436902, 0.06190454047218562, -0.12141750946088864, 0.46655948354726, -1.4053834395218963, 1.932535070755946, -0.08491431579595629, -0.5382671918088379, -1.757189204565605, 0.2693013913558605, -0.20699658834556112, -0.38632302250511363, -0.39762520780827665, 0.7166056794068221]","[-1.7298776221541008, 0.32205072397225015, 0.0714550622239587, -0.7745009445697013, -1.0911088546108465, 0.21828684346754723, -1.5704566873383234, 0.41802361881438366, 0.6009598799105778, 1.5270183415522987, -0.7034539752468911, -0.3655886613275992, 0.11097906098377722, -0.5022982349041052, -0.1507024229361685, 0.014726931043100707]"
"[-0.7042815488337855, -1.1998031467278567, -1.0303297749082903, 0.3718602473389567, 1.088612842226236, 0.16924115518266006, 0.6345738999037142, 0.0454633706271867, 2.053884642283142, -0.9036836131727142, 1.2776927392898916, -0.4232021107500429, 1.178965066231546, 1.1978555760777019, -0.32570117298288903, 0.9939153708269841]","[-0.5630901855823108, 1.2287013826893283, -0.5077629566773262, 0.1802625339796762, -0.7771910862539544, -0.10714952721822654, 0.7228163291387858, 0.22692463499933524, 1.3156306913921905, 1.8284561088837559, 0.10997357736646905, -0.464778628694612, 0.5144495024386052, 1.0810206512660538, -0.11798694339434684, 1.1835127483997414]"
"[3.234340892925695, -1.5167770257491087, 0.23180866255298926, 1.936707875937746, -0.35957332719716256, -0.7353422411694995, 1.2124122333670244, -0.673769515041837, 0.6453755108542408, 1.038833492754626, 0.6679930425256877, 0.4323357732186696, -0.016915015060791645, -0.8635625856674866, 0.226911215063308, 0.7276121687759941]","[-2.1005102910966884, -1.3574456595469193, 0.8298037971450214, 0.42616630824046425, -0.25756585709495694, 1.0647566110405873, 0.9226545401795505, 0.7173610312501275, -0.3736991341655125, 0.9094378493820857, 0.14761077384872726, 0.8848608519750468, 0.05706347682582991, -0.5445420587761899, 0.25491634761551185, 0.12689855977167605]"
"[-1.73771021392021, -1.3209806851132952, 0.8369590545765139, -1.0814686477362394, -1.4361757048332053, -1.4641686631925395, -0.36253816740382644, -0.9231464185737797, -1.6001206413948244, -0.32435832042267254, -0.35009490694766704, 0.849358722219398, 0.6189687030223392, -1.926264958575433, -0.7022011384713919, -0.4929548716510467]","[2.992997302323129, -0.7329650847366918, 1.572199451952748, 0.525102887099527, -0.522794708069335, 0.7721158496410291, 0.5555165592119073, -0.5883701970658953, 0.1835189237196723, 0.31499262403477923, 0.6978201695367054, -0.6416542692856589, -1.40359117482661, -0.8407147000794583, -0.669746253576248, -0.48460750267941843]"
"[-3.1935108251435635, 0.45290795445004944, -0.22473704987676743, 2.0401371278197202, 0.2379153619058012, -1.1037337640318505, 1.593748028656256, 0.8958575728610862, 0.7880934133151057, -0.2233295968621563, -0.5605212268749533, -0.26339794157250096, -0.32649343498449707, 1.3004505106430657, 1.0114671846766994, 0.16355009294821676]","[0.49621349216870314, -0.46876775343756527, 0.030678202049695544, 1.3396157854482373, -2.381518725829572, -0.04513239238843661, 0.6198951924391138, -0.11422932178599991, 0.12168516968945231, -0.1571389238812445, -0.20899040217564196, -0.010072965570255102, 0.5527286266612268, -1.5197383287905906, 0.48341502750634235, -0.5736268039043971]"
"[0.6842373087825233, -1.708883598428977, 0.6538133022788514, 0.2593995543908219, 0.8411286789486029, -1.1766798078497467, -0.500456329466146, 1.8635319773316323, 1.6664167282727496, 0.44082915812368767, -1.5633074374884122, 0.5031425919676714, -0.055277572434905886, 1.2226644278307783, -1.4849859666554819, 0.06048969460679988]","[-2.123716064650916, -0.31561019517514954, 0.8508826297322962, -0.297004898394296, -0.8438563576935565, 0.26950241229733524, -0.7965922749056848, 0.5891102136944071, 0.1824994639027472, 0.8015397194618658, -0.3307922607906316, -0.47322316752867916, -0.39754177723898415, 0.2506337627119244, -0.00999089208447003, -0.11308191272070006]"
"[0.4399862391617253, 0.46404979562740656, -2.8500455756658996, -1.2948830804843483, -1.9731223774874325, 1.220013857031444, -0.587266975572209, 0.5297326507920295, -0.048773937516785035, 1.1805174407491508, 0.4341001921764646, -0.25802601643427636, -0.45121285567355474, 0.13074436120601357, 0.8223523348628914, -0.8873677547635084]","[0.1786179657776925, -1.0881647552390779, -1.4269434895848103, 0.19686402352044502, -0.6208970593688716, -0.09025261206135128, -0.46739329882995784, -0.199713788003539, 1.1251203967407006, -1.3102554704107048, -0.86091838528888, 0.9485982180391453, -0.4174027404101534, -0.14811547745554213, 0.4066457764971339, 1.3173944670421571]"
"[4.137262584782948, 0.1024829948831551, 1.3238871254941438, 2.4442726359662763, 0.3513211707958805, -1.9661653540619526, -0.8233127894842555, -1.5784465940467263, -0.4271158372028483, 0.043387218872834823, -0.6244182704608958, -1.0683002879845491, -0.030497054512007394, -0.7454151657640168, -0.5841894401295826, 1.6505616454160115]","[-1.185604100459021, -1.6769386383449658, 0.6581362296931338, 0.7950236295291145, 1.0354367525462123, 1.3917706105223737, -0.037470417738214565, -0.9163008589670648, -1.1024235734422987, -0.2791611047856862, -0.46500005783767784, 0.8837777452067451, 0.4062184871633733, 0.6397747664383892, 0.17577643583715605, 0.007758348220397458]"
"[-1.5059897342899131, -0.021423847462793816, -2.235724059378605, 0.14178741396053532, 1.8566908009760086, 0.06635690658044192, 1.23055867448682, -0.8199078847131231, -1.6826902651636577, -0.9456082897105109, 1.6616668652234232, -2.6176153992192615, 0.5649744122704615, 0.4560939308020031, -0.5588229173813082, 0.5266386637555488]","[1.8555636114040743, -0.2163954500165915, -1.5190017808211957, 0.0023205585947110824, -0.07673075986631893, -1.4167611113122478, 1.7245705291373348, -1.0856201826531433, -0.6550207051280995, 1.0398133795880082, -0.31771548690802487, -0.33193325053043043, 0.5995580138856104, -0.0797674560019459, 0.1264160530955838, -0.211605467250834]"
"[2.424429678838263, -1.5268645205919875, 1.119255373813113, 2.5871001799383317, 0.4642552634274729, -0.9620429985926354, -1.2182865867323696, -0.9490043347551459, 0.36022368844199976, 0.9627070367393963, 0.48173574129384905, -1.0696284700123697, -0.0302297630095503, -0.8871049225882671, 0.1811973512887909, 0.17361667430261318]","[-1.3173337309225657, -1.4111468473849256, 0.38099033506262703, 0.3593928004899803, 0.9520875145091973, 0.6032816891040321, 1.7839460484377219, 0.9966043389113128, -0.587472296784688, -0.07583111955598995, 0.4355196870354512, 0.20349205050770874, -0.0723966595975066, 0.24685424667116476, -0.12397276014062872, -0.2261350569492684]"
"[2.0050008986624617, 1.984669483602789, 0.6925154128352028, 0.12367396673892612, 1.1021281735811654, 0.33963814088103517, 0.9769358298042563, 0.11426226086040489, -0.7355186373664964, -0.08063654344706676, -1.2519440077207558, 0.7877052562344233, 0.027824967990599137, 0.15777030157933558, -1.0938218411601963, -1.7038643706760552]","[-0.6610127450016694, -0.272255173059806, -1.0030029222706387, 0.2336261467467206, -0.4296048030880016, 0.8216337821631985, 1.6382873879931021, 0.6182843000187035, 1.5742871953386823, -1.1957015767027845, -0.11230845872527476, 1.3559098448860436, 0.5463347308110714, -1.0082732132987509, -0.3351778376897446, 0.6935387342181226]"
"[0.4298279054042033, -0.3790607340897915, -1.7918028874895369, -0.8565704309742546, -0.045237092723625416, -0.7293569393572732, 1.842146965870362, 1.3802854043952486, 0.9178972097276994, -0.12785242458155463, 0.4860746626979196, -1.0625665332081626, 2.704439303101781, -1.5670479621506739, 0.13463495772698197, -1.9040291644863592]","[-1.1310788802649239, 0.41871766858261084, -1.2331838328106537, -0.6243263209256797, -1.2637850409328582, -0.34074060308568094, 0.4567890782778745, -0.504260647218504, 0.010340150204555625, 0.15093374658420436, 0.7139446158769179, 0.4416272829975858, -0.1987578756425383, -0.36129085387733934, -1.731024658220293, -0.9212707006272296]"
"[1.2145862932588305, 2.09736555714479, -1.5796782718532694, -0.6921362410825519, 0.4534487488852782, -0.45093789090420966, -1.1230041237375743, 0.6973144034507915, -0.417690861835111, 0.3282906894953725, -1.967740232497567, -0.5084515566117082, 1.3633522821818587, -1.2602123407807362, 0.4337168283748739, 1.0294342389962816]","[-1.0667280678709439, -0.15934899002564665, -1.1946171398547658, -0.652511545246123, -0.9506802927979705, -0.1545495838633356, -0.8974146265874124, 0.012079751185269908, 0.7441471981713842, 0.44316728182436826, 0.57183721763965, -1.137086377129865, 0.25617280790450836, 0.29579472763198283, 0.02556553288024711, 1.4289227870498908]"
"[4.221608174904463, -1.3206719284086321, 2.138118990462608, 2.6022523382804392, 0.39894797461989284, -0.14206071396773565, -0.170854325621882, 0.17569318709950144, -0.08415084987503768, 0.4640313538223942, 1.0405628152498558, 0.4168591312201645, 0.2652683130875291, 0.03996346487213048, 0.6413430539715356, 0.15921211333957383]","[-2.4410807925543816, -1.2497360457378632, -0.1529387087698657, 1.2659407528747868, 0.12610886120709644, 0.1342336905022606, 0.05241811477202893, -0.01448783531540153, -0.8071097297516586, -0.3581007616310875, -0.5925681915493752, 1.8111135294620817, 0.24722240003647414, 0.7172429283228525, 0.03180186865258012, 0.3664372198750412]"
"[-0.934591035126584, -0.16080151057620484, -0.3993632406408373, 1.5223197984617254, 0.902343920654218, 1.3820529865678817, 0.20524144604746192, 0.6324963657119599, -0.9578478334565205, -0.7261501662294461, 1.4140762441420118, 0.34877935368290475, -0.11112989868814185, 0.3555960757377541, -0.6819353231358047, 0.19051570049058184]","[0.9918522718182604, -0.9588256974483649, -0.7132916838816159, -0.12538544286486253, 0.8384622930081774, -0.8966055501520933, 0.36145630397907547, -2.338042550841721, 0.28710305894063365, -0.25247706517664364, -0.3324336015258125, -0.5208121160590075, 0.5129804914074141, -0.477186307236083, -0.30184111444631806, 0.047174551277866066]"
"[4.451496659110887, -0.6448062316430785, 0.9032543347987898, 1.9985004419891501, -0.39293457232591034, -1.4844028547297188, 0.22841964716467286, -0.4916685008377679, 0.08922585200766732, 0.5335835257087497, -0.5941611726557366, 1.0863872143349675, -0.7839732500891503, 0.43236884133047476, 0.3109495599678197, 1.1811256780360688]","[-2.9965825968260718, -1.562459041613199, 0.11214189844599143, 0.6299559491701415, 0.12929671874679666, 0.9946235428820785, -0.4566092080195716, -0.2633233284880921, -1.077455433061746, 0.271947579682862, -0.84682921441735, -0.6130916575450841, -0.27184002321304507, -0.2978525712718508, 0.12941164794242935, -0.48372127590565034]"
"[2.203094953492958, 0.6376716981370137, 2.0500026485436362, 0.34964844904707915, 1.7019964826509908, -1.1966776413401532, 1.6630986942313173, -2.3716633640518783, 0.5668271583475734, 0.11957042998446718, -1.0335316407324173, -0.4180721125013878, -0.09815978882385623, 1.5946209527150002, 1.1208368578694115, -0.4505496486223693]","[-1.1066246424052733, 0.38574652617915123, -1.4509213059096648, 0.745095925743895, 1.419106767075757, 1.1702443511880278, -0.3451871581034894, -0.7549602651117259, -0.654530926072049, 1.0981402468571761, -0.2954673054019664, -0.17107964001054984, 0.3675879144685326, 0.7469752999593853, 0.3714356184064587, -0.03521727059871045]"
"[2.005617828214033, -1.8849623011490089, 0.646952234070549, 1.4242559238148869, 0.46050683169909157, 0.025361858564808434, -1.6384001304001532, 0.0916973432832725, 0.21581480795741848, 0.7153351355855964, 1.2677668272885239, -0.46751374339161184, 1.0340702482662827, -0.1496842694406763, 0.43457954316059677, -1.0488611778514443]","[-1.9905493066952398, -1.4204306929956219, 0.3646512086022534, 0.2747709515098649, 0.20822703853507377, -0.0601880697410823, 0.05260167900061638, 0.2683252747457255, 0.2436195228075029, 0.3536822558050942, 0.7516876773316195, 0.10025601131962175, 0.5780431089974555, 0.3925643446447798, 0.20958540862991915, -0.028896049216268746]"
"[0.187617504786074, -1.7988890343509658, 0.6469220047202727, 0.06480605451945283, -0.3358911890950235, 0.734723062253589, -0.5228848454436318, 1.0806514150174542, 0.14145382030995268, -0.5108841514827324, 1.1126816405305462, -0.5909499532971206, -0.8599143723726773, -1.0223904309146647, 0.8260209714088427, 0.12852927299790856]","[-0.1203047800582315, -0.3964932728191416, 1.7119036461460941, -0.6550937321034067, 0.5013429926045908, -0.5177358427087002, -0.7819662864174218, 1.3232744192078825, 0.5319406998222741, -0.7295828261900885, 0.1908790754914805, 0.0823552491900007, 0.7071500028561528, 0.0264343865976492, 0.30047562923508186, -1.3132080398120414]"
"[0.3848861465600364, 1.5982046184928198, -2.8609797948516373, -0.14041600723782305, -1.009782003169809, 0.7432847815858415, -0.46557128856731766, 0.27807459694791975, 1.0277557468357943, 0.7209938877889959, -0.7599316508348952, -1.161462852237134, -0.49113926653762485, 0.3528862825549522, 0.6113701918427881, 1.1434889081640764]","[-0.46768383053025636, -1.3265251273083902, -0.511386987012529, -0.8214970674784868, 0.2597002069188495, 0.0675157718186136, -2.0384176897120674, -0.24899155406836485, 0.008054141723258839, 0.2662261834070182, -0.10820363119941825, -0.5605075615173131, -0.15197617902852723, -0.3053615933634745, -0.20521940375547337, 0.2699408546868348]"
"[-0.7298611729476115, 1.1430610006375654, -0.4980265715994786, 1.3511412118573578, 2.613632201137608, 0.8381681847430086, -1.969427977433811, -0.3581858401139154, -0.14708395755068107, -0.2407305417685245, 0.5991515496349072, 0.12612444014669338, 1.3251615371535312, 0.7377801113140291, -0.294596377543381, -0.7619557434077208]","[2.032961060924703, -0.3457143575572856, -0.8904026912345603, -1.5408971057214067, 1.3101648861730801, -1.2768437581052257, 0.6035749609000944, -0.918925557149855, 1.0714585930160654, 0.9674399955323192, -0.908785569635027, -0.34233565841344643, -0.8121218500079072, 1.0781832283246922, -0.3997054626189233, -0.8346790917475969]"
"[-1.8965800977846363, -0.26438137168416764, -0.7860771458197612, 0.1771316997038784, 0.4389274516296242, 0.09261378302121057, 2.7480214817316, 0.19537793928061714, -1.2611802711029794, -1.7391143027821965, -0.016443141570116327, 0.18996163731905333, 0.3258060282247663, 0.33546822759111744, 0.48597226482675343, 0.2896502191632371]","[0.2979763999286929, 0.646116668342031, 1.0930900540863304, -0.62650373213607, -0.3564139225209246, -0.2801104537869199, 0.5994688678359683, -0.3626703074994958, -0.5308080018725742, 0.05348731088889558, 0.7230235992539898, -0.49727739225542905, 0.8780684576521489, -0.2044812276714021, 0.6282931628764212, -0.145661436893202]"
"[1.5089985900003329, 1.1701751210755107, -2.179391658918091, 0.41621287673831364, -1.3206145119961905, 1.2258497801876496, 1.254803179171128, -1.209554119586081, -0.1660921897107745, 0.3440814536178225, 1.0962427652166682, 0.7171362066514554, 0.523704424218734, -1.0821268547869098, 0.5970093888343095, -0.7939335611970464]","[0.12638931698352568, -1.3145262565480764, -0.9917120431145854, -1.1492309630053656, 0.3782977729776374, -0.192619939810829, -0.9454627794992554, 0.5688727041417067, -0.17475072997716967, -0.7464617021225378, 0.7409256043132968, 0.858581033899383, -0.3266491748667352, -0.6215943194666029, 0.06904206329462398, -0.21374254885672997]"
"[0.4994807858476666, -0.14587921821742644, 1.9452270781767753, -0.7890166113192058, -0.8335406129002659, 0.5960868611138131, -0.6806835983153317, 1.6956579819533488, 0.8506288644380305, 0.43085375673972, 0.46703958643631976, -1.0571224216820079, 1.297944411242535, -0.07621795995819576, -0.6166677593080951, 0.21098662453755687]","[-1.7970721504835547, -0.6220423965070437, -1.1039082491257306, -1.0926543453752353, -0.4786144327923235, -0.09301675507692045, -1.3711565762100628, 0.38618960040256395, 1.4506739966337692, 0.09019096784184508, 0.13826808442019473, -1.2535050743188698, 0.18679133292312253, -0.05263649403023872, -0.6090777114818935, 0.5628645334217549]"
"[5.596702733253991, 1.8905312502342537, 1.4792116373316762, 0.7766831988242408, 1.1135877847019633, 0.7845032734110339, 0.9275961052662635, 1.0794013197798356, 0.13680856629435173, -0.27396921887158066, 0.32361705217197423, -1.105466705552913, -1.367704217671529, -0.18225006181122194, 0.484691125844101, 0.7311091950686266]","[-0.41161859631030473, -0.8476034480589847, -1.6262049802533254, -0.7839394634759095, 0.3984927390606377, 1.3844731472170757, -0.3068200216314867, 0.6823004026050644, -0.2374901526936937, -0.5755111639154413, 0.5833176856501983, 0.9000700956317844, 0.8640745612473674, -0.6373406972648614, 0.3210423816983956, 0.1517543831237811]"
"[-0.782261435715134, -1.60280166763921, 1.2138637383684117, 0.6904236558503556, 0.09475176136964972, 0.9199801018051726, -0.3883663853775168, 0.9324520393259044, -1.4850894247309518, 1.759654466056759, 1.257519602450957, -0.4063934874553678, 0.60773338484361, -0.27030600710921904, -1.6754133185062412, 0.1376586848236981]","[-0.1044468994222188, -1.491457042811437, 0.47667874995798454, -0.35699344958528223, 0.3354905766188418, -1.143731510539396, 1.2304479860111053, -0.7150576014866946, -0.12359518422012296, -0.3171526592445666, 0.46991817295698046, -1.0143803254378485, -1.7795775861455205, 0.6148069619279449, -0.35874890346045096, -0.09574423214848153]"
"[0.18812364521105313, -2.560321037639482, -0.7137968320771678, -0.1500375158491166, -0.7348101722342975, -0.7764645935641831, -0.5565681775426708, 1.6531430147379687, 0.04290363100932396, 0.3435824103868954, -1.0415269231352526, 0.5586349856060381, -1.3588804410458928, -0.7246136364710326, 0.2321509095699429, -1.0897527984471502]","[0.717397536460961, -0.9226746297587657, 0.9771312771712928, -0.905436297279779, 0.25919838487217545, 0.6114090927112006, -1.1612034651838767, 0.6093922745940112, -0.40335454837041956, -0.6808488910717265, 0.08483620179160861, -0.12140315735497804, 0.6380867494916798, 0.3954095223724086, -1.069600947136929, -0.3197386612262813]"
"[-1.6787537661741734, 0.6361609161868422, 0.22372039420066, 0.2867617676762372, -0.6942811908080478, -0.5014713006737217, -0.6030054612425026, 0.5773282217241892, 1.2577181047579773, 1.2810801916276977, 1.1292263889789014, 0.740416680009072, 2.548164949235998, -1.4144343519692948, 0.1636153360440452, -1.4162018878423561]","[-1.3315119264356263, 1.134784122660258, -0.6470323146433454, 0.5386643747624278, -0.8600308138830092, -0.13520703534597336, 0.2511205713619155, -0.07396134157483368, -0.3014280749571355, 0.15337861826178562, 0.259945527864482, 0.7584568372081499, -0.16830427063598438, 1.0645941834647048, -1.736468971508797, -0.1886190747379207]"
"[-1.5844774972394593, 0.8323913162444481, 0.24666570165009538, 1.780040805138827, 2.8607568200026785, 0.15399675147723105, -0.6997888213106263, -0.05158300057811546, -1.4810045329463941, 1.2598101844420264, 0.8172639678183825, -2.0274546549971424, 0.8734877279692829, -0.17874005177905097, 0.03221513030025481, -0.6713617753711822]","[1.4300328380553424, -1.1570996413649643, -1.3349968808026584, -0.44621926219332, 1.3173706452579295, -1.755915323150789, 1.161174175124964, -0.80514619976158, 0.24122548767138005, 0.2495039045710312, 0.3462133241176832, -0.06996006431062383, 0.5338338359875403, 0.393021803503061, 0.1354072867984837, -0.7462667555396488]"
"[4.302150152152964, -2.0272422429601797, 1.0749392769730213, 0.7222698728535506, 0.13256132763394077, -1.0723246080484956, 0.9311341773174435, 0.3508948079578227, -0.8692296951537559, 0.15779901694341977, 1.5898814650447952, 0.5790553024868362, -0.15947558828532313, 0.8146679998723224, 0.3697014842629768, 0.4174085449354783]","[-1.1778256224115575, -1.9089851757513918, 0.9790610556026873, 0.3744608979492569, 0.5160424681596958, 0.3250675338423277, -0.14913785681450223, -0.30196843678836216, -0.5659995785785226, 0.7763309871030303, 0.252449446219459, 0.2834943048259523, 0.46321359765199166, 0.40896694404419853, 0.5532281253896215, 0.12054324870244111]"
"[-1.705873982740551, -2.2471669101556646, 0.823933157991079, 1.046164924083136, -2.6781716300025677, 0.09539733402719476, -0.435399594454925, 0.4545920663253309, -1.1862599905103, -1.0341087076440378, 0.6502699040569415, 0.5768363114571551, -0.6330827655071655, -0.4551227737918188, 1.8848492385152453, -0.06724432772610725]","[-0.38545444130847906, 0.44695635560429275, 0.019494886548345504, 0.8083682348851932, 0.2197826352397527, -0.4730226790003236, -0.26297654820512595, 0.18148608421761825, 0.6977018832296179, 0.23290754098454894, 0.3181407750506038, -0.057909784110832904, -0.945188833367342, -1.1965510772871275, -0.13043191727833017, 0.07713998389670614]"
"[-2.8880655553774206, 0.7321202622568083, 1.1452345663721615, 2.2202992829230106, 0.08445502331256105, -0.8473345427481227, 0.4646612301193856, 1.9737722371370345, -0.7125077447126541, 1.712299692731015, -0.8389842864925867, 0.9323557598195932, -0.6160538255166655, 0.9490602508406046, 1.9627416373310569, -0.2719736243879706]","[1.8712184983081876, -0.3937396129899477, -1.000114163788242, 1.2512162740706831, -2.3723519771705237, -0.06794303112819601, -0.03265152914734703, 0.35457439198078206, 0.12723362244797276, -0.8351003865453398, 0.21773407767843694, -1.3971957620831368, -1.068391050041932, 0.5054602769460227, 0.9532820797685895, -0.7412997870371612]"
"[-0.6227843494884834, -0.6999107734033518, -0.9549519225624835, -0.35729065541152233, -0.7809656724951112, 0.10894018053741668, 0.30726912429863684, 1.1298702569198686, 1.3034766495505605, 0.41348700636804947, 1.0202038807550293, 0.79286303386174, -1.121867165888183, 0.1873390808830475, 0.5843247837533949, 0.3598790683897527]","[-1.2342056802809547, 0.8696372746633267, 1.2860063165091975, -0.6617982261338033, -0.21844976305767366, 0.3506059096893793, -0.3163028065830169, 0.524786323668663, 0.7705304937227021, -0.038342717368453204, -1.5786245358079332, 0.2924681393525485, 0.562152365797196, -0.6279971479457349, 0.3181331444790162, -0.21723242593429976]"
"[0.2585046873519227, 0.21637605355497339, -0.8733007642715361, -0.5788175902049868, 1.656351991600505, 0.740986540406808, -0.6295317160476852, 0.970574682887149, 3.415506486589786, 0.6339325817696012, -0.044288115784458036, -1.0591311234136875, 1.022336838676306, 0.6475521482040845, -0.3498826337731299, 0.0926512635003165]","[0.5292636435173816, 0.7855016621324827, -0.3294494056947275, -0.9160870828355834, 0.3129085035538699, 0.13319957255199175, -1.0811040007618662, -0.6586432253203509, -0.6207962818031167, -0.03064772840979173, -0.9175306575048628, 0.8826351163428641, -0.2728815689761273, 0.09823392908834662, 0.7658775611008206, 0.4775026905463858]"
"[0.870865053493945, -2.703057176584715, 1.304667332292689, 1.6665109770930646, 0.5437611275552677, 1.0760796480828667, -0.8024158814151917, 1.3633738805790026, -0.3285131500969823, 1.6648667809712867, 1.00220096478092, 0.33432995830494067, 0.5886075269221962, -0.02867170116006808, 0.9530117705648617, -0.8224990712483308]","[-1.3161433840288692, -0.9146427321192636, 0.5744563359019594, 0.1017558696222322, 0.7426181245229793, -1.1316021409079058, 1.0358274731378536, 0.950923155764416, 0.6058483423413987, -0.7540843409575289, -0.12093442102672074, 0.4833207889289815, 0.07043938963139985, 0.16064832320420827, -0.16011019587795203, -0.8279930878971438]"
"[-0.5114286326193649, 1.260201231258114, 4.789697596078835, -0.5995691584415066, -1.4857122728961405, 0.9539280408273965, -1.3839336889341538, 0.30759996186712857, 0.1870156020117514, -2.5929817420172427, 0.7762419583284438, -0.910625941292169, -0.37845470471607995, -0.6842828493033356, 0.7451197997834685, 0.005415912583923478]","[0.8284710118169205, 0.3091210953900708, -0.8114255127810971, 1.9636384480650229, 1.6626616429016665, -0.32368052884460846, -0.4479814604181659, 1.3994886261824746, 0.3743878638860829, -0.6040351751382649, 0.9286050940347782, -0.41612172625920246, -0.2648780919778454, -0.4557298972306433, -0.12041940314275515, -0.20434620046685975]"
"[-0.8808613891403184, -2.592418468731846, -0.9796504540637946, -0.23768740037613673, -0.5112200183861589, 0.36812857074112615, -1.1627548449239966, -0.6844358775624545, -0.8263238771092963, 1.8286454591833128, 0.8516306686553805, -0.5119378878386488, -0.6777934464866824, 0.21565427668524653, -0.4885890127024033, 0.22493008017988209]","[0.8471506953036464, -1.8260126400812196, 1.3386196354934945, -0.6096645608820154, 0.298160484700625, -1.0965039274426103, 0.9543634804003418, -0.25040162716645525, -0.8393276376018596, 1.1568142067176894, 0.1298600175213795, -0.34092577315930794, -0.7285501452110881, 0.4450795901370587, -0.1327228697667404, -0.06295185859379947]"
