image_embedding,description_embedding
"[-0.7507358423765221, 0.19503777227799682, -0.2655000875446928, -0.9300388093240697, 1.2168484187204776, 0.3011704978674704, 0.6885719249292368, -0.3765141247268557]","[-0.6731386370021036, 2.6777884993133116, 0.7280803151735292, -0.15232618459073283, 0.7969328448539112, 0.6424396264299658, 0.06895891515133688, -1.3285234391226326]"
"[2.634159648672039, -2.103276033349319, 1.1266624063828263, 1.005803618739626, 0.08784419026829261, 0.7635844800824515, -1.0196122697951424, 0.4037893397700012]","[-1.5732236689216572, -1.7163056747518672, 0.8920377294986909, -0.12296254662756134, 0.7108206073430152, 0.27359732296101297, -0.5234806280949236, 0.022803241668045423]"
"[0.46311388413656934, 1.1079214246109472, 1.733215816532177, -2.7782735931395197, 2.1022329239360977, -0.517250719150332, 0.5051861570780942, -1.089306053955691]","[-0.07637825305463915, 2.2145745192341573, 0.18602987411741342, -1.84364641674666, 0.14911483812730847, 0.20956836016274316, -0.381275764168098, 0.07817469245694336]"
"[-0.0013418302652698495, -2.4052861359934776, 1.6979469522531312, 0.3831294148265104, -1.1203693691684729, -0.40937000640564586, 0.6587508968279507, 1.8298357110938686]","[-2.3609149590618657, -0.08147535151002774, 0.9154722514853533, 0.19417370920955407, -0.9198594509845802, 0.19626918914153366, 1.356135939870582, 1.0209050784039684]"
"[1.2016699338254448, 1.6955607817916474, -1.7500317297558061, -0.9906644219095865, -0.07128149601030015, 0.5134537035198122, -0.32781759041312486, -0.43949496453518916]","[-1.3408837242233937, -0.6251203375631391, -1.1167074871090397, -1.5274683084229768, -0.21248990156453454, 0.4202602814546795, -0.20751696296920993, 0.6480739905830881]"
"[-2.1766818774832317, -0.19937462209346757, 2.3419912981123514, 0.9807766382699308, -0.1286878086824342, -1.031726367096603, 0.3202242929120591, 0.9452920243891716]","[-1.2357297830823437, 0.8165854211543306, -1.2399237287626794, 2.1148033100625496, -0.2554548304216283, -0.4708622049444381, 0.06380915964517389, -0.5490782614379314]"
"[4.846047938450191, -1.2870467144516577, 0.7458364742810966, 2.156979728481336, -0.05987750577756172, -1.419469250404778, 0.21108829151757547, -0.9592666074659325]","[-1.7358913459401077, -1.5959659011293148, 0.6491843977433671, 1.013993150826626, 1.14726842807329, 1.5561392742647158, 0.3215297954464156, -0.05243896732224342]"
"[2.931704781615135, -1.6532386056059836, -0.33232276223611473, 2.346810688528914, -0.6952406376733351, -2.135833358402431, -0.28897191347924317, -1.9465148616050276]","[-1.8384569357972742, -2.01481295906258, -0.4004084992706501, 1.213745545256725, 0.5289616290202156, 0.9783301888616951, -0.03674829286806073, -0.19656383989723905]"
"[0.8387524199796792, -1.6281241629559424, -0.2457492924964668, 0.8641372404714834, -0.07475114118176511, -0.3175691866381852, -0.5974652698139343, 1.4294213226035464]","[0.9086556309752177, -0.8262591128504592, 0.7055126765315728, 0.04639601994638315, -0.7516480554109715, -0.6924775358131819, -1.51145641166466, 0.732063246410735]"
"[0.8157705950743253, -0.8588057878109322, 0.8624579955111173, 0.5232483817252228, 1.07545749052597, 0.24764186593839482, -2.0537833346580845, 0.06663383871634553]","[-1.437261324457377, -0.8327859890329359, -1.1121847491888608, -1.1894006899712286, 0.6141952296000094, -1.5394140823926235, 1.598392133065626, 0.884628164945657]"
"[-0.8903218646263736, -1.1375190918249667, 2.7858353236226385, 1.3886256813513422, -1.8306682175273394, 2.431636476609228, 0.19867009946392536, 1.214293002923592]","[-1.7417334879042305, 0.5427926364974153, -0.02575569203158059, 0.9678180496129782, -0.03373373627035881, -0.23049446891700887, 0.3093268692411344, 0.8693528498757284]"
"[-2.7893554108258325, 0.8326554235646423, 2.3063246363508716, 0.19268904689025104, 0.9230615776421859, -1.7559541506719534, -0.5076707109949322, 0.3700188183431591]","[0.6279921636401699, 0.1751207323550146, -0.8180927313398039, 2.064146315652797, -1.2820446859557464, -0.1866247444233611, 0.8743738245065901, -1.2727046533541815]"
"[-0.4228407865949209, -3.4425507114707994, -2.137001518277353, -0.5227320735798662, -1.628197213074768, -0.9883623919483681, -1.1911350079651528, 0.2360161974504818]","[-0.5218080503008087, -0.8037072247475593, 0.8701339150874097, -0.2633980538281971, -0.08488532810078145, -0.003900326264050919, 0.927292370362088, 0.11000930758797058]"
"[1.009247605713141, 0.37270159661062774, -1.0627672652838205, -0.3831405945949588, 1.0844960235072199, 1.1768869257390897, -0.7441785967804455, -2.318695937696337]","[-1.1590739197948037, 0.2140573920108055, 0.38750060024456806, -1.152942237847584, 0.27668582988953755, -0.37708142108828996, 1.5519000333670805, 1.4259793597866983]"
"[5.129772562371869, -0.057102859569350635, 1.8515009123508819, 2.193747457891402, 0.5758794355095465, -1.7620449618030745, 0.28846533399903346, 0.2364370098093248]","[-2.572267078943446, -1.0723938586633857, -0.2612640344070617, 1.3296541552042855, 0.0820249511059867, 1.034549471469887, 0.3501158919354782, -0.03824024575312847]"
"[-1.9200227010981026, 0.49716511635419264, -1.4437381509401022, 1.0525807453665237, 1.4129063066604977, 0.12984982482861185, -0.7992491835110979, 0.12445836147469647]","[-0.9424028249081379, 1.1647101491990703, -0.8229410056470811, -1.1475815824756148, 0.5109492836103868, -0.6126609383482106, -0.29865314558739875, -0.85329163551712]"
"[1.0445261333243567, -2.30833829723387, -1.106378414039326, 0.726120753167534, -0.6162415511877437, 1.3177733182389053, -1.0757550858720688, -0.9589947403116997]","[-0.8434713268568425, -1.3485032176171066, 0.7186970541168556, 0.07022697503332169, 0.7894442185641198, 0.10206976131162532, 0.24669969377173281, -0.7554852798907672]"
"[-1.4781654453470419, -2.6421582177362297, 1.000315765399312, 0.20968038039030606, 0.6858172414680009, 1.5493684568383466, -1.2026500719260504, -0.9186623134159282]","[-1.7491823364104717, 0.47655259602292005, -0.2659228609735724, -1.2896982274319715, -0.22187883712774026, -1.0205704919465028, 1.2657879717130889, 0.4434748675191475]"
"[-0.9326675618047725, -0.03724809290054145, -4.137320368722688, 0.39183186824900684, -0.09066258308066474, -1.0710848503336838, 0.8870126838914802, 1.119725737226392]","[-1.2438397046669165, 1.192225117551944, 0.06400660471739933, -0.7521672974038511, -0.8054288964011913, -0.3197233177708851, -0.24233533877013294, 0.13019533045925197]"
"[0.5616919016579183, -1.6850079783237288, -0.12585395451527281, 0.3917597411838199, -2.0432390199559127, 2.4110477000269435, -1.1420882278029583, -0.9958871511541997]","[-0.6364516244852615, -1.6913711087920182, 0.39906912442750686, 1.2172339090532083, 1.8608156720450646, -1.1142849890567519, -1.0888606075432161, 0.8680826135513635]"
"[3.5358845646282537, -0.3444212726540429, 0.5425329806959053, 2.9672949890227613, -0.373317360311151, -0.9994377794603658, 1.8458003499196398, -1.7175232584950617]","[-1.7250636997995175, -0.6231001672640574, -0.08333775211271686, 0.6632708401363139, 0.6006698179057225, 0.49482506289444744, -0.5699596462365287, -1.0448719042771248]"
"[0.7863869015055157, -2.680520447254663, 0.8269344042484607, -0.6977495280953018, 0.09000871875061099, 0.2664654490018897, -0.7563342098770974, 1.8382865283570347]","[-0.05191486590531235, 0.16697936845882666, 1.8750399127291701, -0.32205416982587615, -1.1034548663031807, 0.26305544746501686, -0.43535315062529445, -0.12175214029406015]"
"[0.623698316784969, -1.4501955722902153, -0.9877100303950801, 0.06192046042094076, -0.12149078874269989, 0.466811499048178, -1.4055785411810546, 1.931966017962595]","[-1.7298854844245304, 0.3221594381881513, 0.07187129850107173, -0.774931322336952, -1.0907885796982881, 0.23153547624356718, -1.5620263532516159, 0.41881791546530767]"
"[-0.7042819193194482, -1.1997957959888914, -1.030363817621497, 0.3718912351923605, 1.088431335624598, 0.16936454948035687, 0.6356610404753928, 0.04765062897492225]","[-0.563092020646326, 1.2287997554068344, -0.5077573569695305, 0.17965998926638935, -0.7776213877989633, -0.10470515407317842, 0.7282532552076939, 0.2191788295692994]"
"[3.234341065365099, -1.5167734402399755, 0.2318290351722428, 1.9367157437673737, -0.3597780851443492, -0.7351213126702144, 1.2117929614364182, -0.676026450130966]","[-2.100503341785355, -1.3576031125272094, 0.8299482596002997, 0.42670878438684473, -0.2595475812891223, 1.0693539847834206, 0.9332711906052132, 0.7165276323451716]"
"[-1.737711315539094, -1.3209758754798184, 0.8368901422898084, -1.0814806657694596, -1.4362490930968579, -1.4649185940501757, -0.36378400656962323, -0.9191937085841569]","[2.9929937049282476, -0.7328688598137129, 1.5719649596401526, 0.5248631769273139, -0.5247454759840722, 0.7743583868856704, 0.5653072579892275, -0.5857782953790907]"
"[-3.19351075385771, 0.45289882928810327, -0.22463888266398666, 2.040160163280045, 0.23811665309713778, -1.10329380058243, 1.5945423272617554, 0.8923964456895931]","[0.4962078855320474, -0.4691141530173515, 0.03047147409928369, 1.3407140471656873, -2.388568216072705, -0.032426715770694184, 0.6276029251853847, -0.14043491484275714]"
"[0.6842366891377556, -1.708890348541582, 0.6537731298824143, 0.25938443338981004, 0.8412045433023152, -1.1770531761752856, -0.5020473024768438, 1.865981181711744]","[-2.1237201312425498, -0.315519749167621, 0.8507690529641795, -0.2971734000574871, -0.8417323298748752, 0.266865739960803, -0.7933038428622478, 0.5898984129642285]"
"[0.4399863339872211, 0.4640529370684743, -2.8500295273095357, -1.2948643269872882, -1.973145675854003, 1.2203973436928603, -0.5864097042194126, 0.5287379142979449]","[0.17859359685937282, -1.0877403297170518, -1.4268697362255198, 0.19599921498100806, -0.6266415971744164, -0.06571832445783389, -0.4435987317340707, -0.18930622694115537]"
"[4.137262799008687, 0.10249597272669654, 1.3238838138537412, 2.4442756025632453, 0.35115006238762553, -1.9658484408868062, -0.8215629960337562, -1.5801496668122097]","[-1.185593021147059, -1.6770074299591993, 0.6582066764013216, 0.7954657469633373, 1.0417296559340508, 1.376128763785651, -0.04352273485732411, -0.906161409827506]"
"[-1.5059908017457126, -0.02142476475135173, -2.2357515780163357, 0.1417973191486346, 1.8567779259330064, 0.06592120642674379, 1.2302220946909723, -0.8175994108184731]","[1.8555673613172565, -0.2163829260150602, -1.5193563829959837, 0.0028306078034947345, -0.07805451784188104, -1.423238530728885, 1.7171682553508776, -1.0834322582075515]"
"[2.4244298576748875, -1.5268411330727931, 1.1193212124834029, 2.5871299327335393, 0.4637484374021158, -0.9614975705404245, -1.2173664052612523, -0.9530328160921593]","[-1.3173422819899412, -1.4111469477070422, 0.3809531627590965, 0.3591845801058944, 0.94857160996524, 0.6025430127673815, 1.7959173737984366, 0.9987286215518633]"
"[2.005000745451779, 1.9846646324227382, 0.6925204333494519, 0.12364334117884503, 1.1022933675639155, 0.339632096593868, 0.9753799771375187, 0.11032212904263429]","[-0.6610408349562266, -0.2718899621303045, -1.0033507891719384, 0.2325433497979161, -0.4405171429516366, 0.8456192124777966, 1.6795146619412928, 0.6106758425390701]"
"[0.4298266323904514, -0.3790598598209522, -1.7918407256798283, -0.8565735205434524, -0.04516617529466335, -0.7298611478668124, 1.8408357545328802, 1.3818811622179656]","[-1.131064479903582, 0.41858653762762965, -1.2334008198912825, -0.6239627540736121, -1.2598533282506912, -0.3553080468996731, 0.44600749902175174, -0.5177490340636868]"
"[1.2145847905041562, 2.097376469163654, -1.5797929190100166, -0.6921208145723458, 0.45332838836729344, -0.4521112714038119, -1.1250704393262052, 0.704305412829572]","[-1.0667400385699424, -0.15925177138506563, -1.1943944702579985, -0.6531609585399063, -0.9536160867268892, -0.13609039423159755, -0.8866161399674914, 0.009345154024112666]"
"[4.221609664372672, -1.3206705735019226, 2.138132761436563, 2.6022640457273174, 0.3988669973715453, -0.1418767094693276, -0.16921015846051699, 0.17480578506176808]","[-2.44108157557055, -1.249678365616625, -0.15261312459509682, 1.2658464070652113, 0.128683062460404, 0.13296771581664132, 0.05519715443228702, -0.019824582380976265]"
"[-0.9345916895897716, -0.16077716236770356, -0.39941909840020945, 1.522411554839972, 0.9020996573750876, 1.3815969448202383, 0.2061763640534591, 0.6376348211598427]","[0.9918675857293995, -0.9589134591531288, -0.7128462577099082, -0.1253211384829634, 0.8438682153937775, -0.9138487536686093, 0.33702694491399765, -2.3272116684085304]"
"[4.451497096353931, -0.6448003847724246, 0.9032390771905652, 1.9984862058230228, -0.3929737373921043, -1.4840904904586498, 0.22990555706825744, -0.49284076406335564]","[-2.99657064678679, -1.5626359318623448, 0.11222469255215725, 0.6302834086550498, 0.13209968352261778, 0.9863851259298828, -0.4637342245674711, -0.25487228718353655]"
"[2.2030961477744047, 0.6376709277317069, 2.050096564581716, 0.34963669102352474, 1.7020056519004299, -1.1957397561431442, 1.6644543676909163, -2.376987409488746]","[-1.1066241115807536, 0.3858039174258113, -1.4516036978681213, 0.7449588411246215, 1.4188025184537156, 1.1676221234499065, -0.3393904290560691, -0.7664648338398147]"
"[2.005617375085067, -1.8849474642029902, 0.6469383744147497, 1.4242799945587776, 0.46029368586529285, 0.024615454544586766, -1.6393510483947793, 0.09382136436117806]","[-1.9905605946732439, -1.4203201734018742, 0.36439467131014924, 0.2744234247404085, 0.20626064607079203, -0.053599162222326975, 0.060384455379918205, 0.249900113940744]"
"[0.1876175071869111, -1.7988841247955647, 0.646983789123924, 0.06481944655167907, -0.33605009029386634, 0.735009846099623, -0.5229689114292284, 1.0784469899646696]","[-0.12029872053065091, -0.3966009482210715, 1.7118909728092948, -0.6548203466704693, 0.5037245298982508, -0.5254321051291198, -0.7864982427909484, 1.312653168321235]"
"[0.38488408149071596, 1.5982161275787672, -2.8610931956876144, -0.14039207827201983, -1.0099460572630106, 0.7421670672558714, -0.46734066371662714, 0.28448785030292717]","[-0.46768386902078013, -1.326533680348539, -0.5114577060426304, -0.8214942401032052, 0.25964464693418804, 0.07427923497617882, -2.04251999452526, -0.24328377897023418]"
"[-0.7298610698665623, 1.1430541438404938, -0.4980555372451602, 1.3511382494975661, 2.613776709389694, 0.8381521162630305, -1.969165102634946, -0.35544020855533326]","[2.0329639129403865, -0.34570761897157426, -0.890446637443125, -1.541018970267582, 1.3122542692281922, -1.284726345495263, 0.5929721590871601, -0.9286156605656095]"
"[-1.8965792663503516, -0.26440742189576405, -0.7860357160001538, 0.17710824653923674, 0.43930301999459104, 0.09264293148180046, 2.7472862223234493, 0.1926499453964765]","[0.2979579992356117, 0.6463170316138165, 1.093238009226984, -0.6273044321255785, -0.35975902164775797, -0.27193415629212253, 0.61596423835032, -0.37662465428816067]"
"[1.5089973136141477, 1.1701820715616733, -2.179440563482184, 0.4162407639637465, -1.3206667600778392, 1.2254538183087385, 1.2533894652423576, -1.2068458965562932]","[0.12639653980272325, -1.3146520791131753, -0.9915599326558404, -1.1489701399899759, 0.38091574475107304, -0.1956908957046421, -0.9532381129786027, 0.5699917066874958]"
"[0.49948025403402685, -0.1458695384137711, 1.9452364842261989, -0.7890114470558132, -0.8335506687516453, 0.5968779174868942, -0.6790770061715746, 1.6928311177886413]","[-1.7970721316121927, -0.622010119212297, -1.1039119201956258, -1.092778710812057, -0.47910157458629604, -0.08252542171520034, -1.3723145646754038, 0.38467290733849835]"
"[5.596703700294585, 1.8905257575527539, 1.4792825727306849, 0.7766927921906714, 1.1136373963246924, 0.7858894090032797, 0.9305585058382264, 1.074941904241976]","[-0.4116293737731932, -0.8475791212507257, -1.6260627123515685, -0.7842494301049721, 0.39440421415028926, 1.4031563862473428, -0.2806258414848725, 0.6491785153005748]"
"[-0.7822605846306523, -1.6028191840710169, 1.2138645992872894, 0.6903987704306319, 0.09510757019147838, 0.9193837212394923, -0.3907172954673351, 0.9321171050648052]","[-0.10444093583965944, -1.491551060441155, 0.4768933120604445, -0.3566466984993521, 0.3374386465862842, -1.1553352123486935, 1.2164154959848616, -0.7093992769978527]"
"[0.18812406739813248, -2.5603261646303728, -0.7137818031180114, -0.1500475482053814, -0.7347133056125484, -0.7765976016394113, -0.5583520351119361, 1.6536935346656065]","[0.7173932625753234, -0.9227494387362313, 0.9768126818511834, -0.9052716452177806, 0.2598414658379497, 0.6131342656632662, -1.160082719102543, 0.6004164254103679]"
"[-1.6787538922564285, 0.6361681061299544, 0.22372362727440864, 0.2867844103538269, -0.694276403743238, -0.5015089129916379, -0.6025834576215817, 0.5777579672882407]","[-1.3315095070640102, 1.134800432473825, -0.6474152890744478, 0.5385268644229761, -0.8590639072152544, -0.14383723095816162, 0.24515001508240633, -0.0685078222657649]"
"[-1.584477831837616, 0.8323927664544127, 0.24660103395922459, 1.7799907010045732, 2.8607812086336533, 0.1534523756450893, -0.701421782833611, -0.050691496771302004]","[1.430033973274734, -1.1571774581319112, -1.3349513406322324, -0.44605571566619073, 1.3180310584769535, -1.7670222626036503, 1.1479585101293457, -0.8178728601153089]"
"[4.302149838572077, -2.0272359264530273, 1.0749093205182207, 0.7222779744672003, 0.1324877341642324, -1.0727002113741972, 0.9313862966092185, 0.3541835866873947]","[-1.1778356135198902, -1.908827958209601, 0.9786386577028782, 0.3740469447743882, 0.5153283040531755, 0.32823827744824924, -0.14166579648025024, -0.31557318276175417]"
"[-1.7058747628178108, -2.247182129607701, 0.8238714980052707, 1.04608521469255, -2.677945796263097, 0.09494803792722802, -0.43806056731571763, 0.45552580275061033]","[-0.38546620370422563, 0.44709239768616243, 0.01963265258050367, 0.8081951944770368, 0.21328368364307135, -0.4477340312898061, -0.2512390713823108, 0.18094836289135513]"
"[-2.8880654804997694, 0.732115595443826, 1.145287157356625, 2.2203419333304635, 0.08456695971014194, -0.8471727782326424, 0.4656689035297063, 1.973812074201092]","[1.8712238059724573, -0.3940574963729394, -1.0003991208714769, 1.2520876008900361, -2.371779525306613, -0.07792219000396079, -0.04192084825360097, 0.342525174121657]"
"[-0.622784648087989, -0.6998981484286877, -0.9549478768751171, -0.3572532216392956, -0.7810812214018593, 0.1091088256190983, 0.3071968791051981, 1.1307450435351443]","[-1.2342097656496296, 0.8697003413741545, 1.2859168461715291, -0.6615976124480811, -0.21994280133223035, 0.36075855415276475, -0.3118548041419105, 0.5307159784317432]"
"[0.25850567809087766, 0.21636762859243847, -0.8732628521284033, -0.578850232185983, 1.6564348071990136, 0.7417149629589352, -0.6289304754179499, 0.9685541300134153]","[0.5292397661859548, 0.7856940551257278, -0.3294853810823194, -0.9168336505634477, 0.3072864646470474, 0.15929564369636182, -1.0623188991142327, -0.6728054574334165]"
"[0.870865497208543, -2.703054019913995, 1.3046882571355252, 1.666533708566919, 0.5436886811000096, 1.0753610831701113, -0.8045291807953702, 1.3643540015897113]","[-1.316145507670171, -0.9146377057938512, 0.5745309796259537, 0.10180550516969525, 0.7438015325348697, -1.1408170576887529, 1.0320165292492571, 0.9467668172909847]"
"[-0.5114286720405508, 1.2601946664317165, 4.789694444433827, -0.5996068209243779, -1.4855601473269915, 0.9537504487973323, -1.3848154785100517, 0.30689178759412195]","[0.8284741161682505, 0.3090890607178563, -0.8114337724232705, 1.9642173398634926, 1.6618594781422367, -0.3160227588163247, -0.450852301755699, 1.4047666404031207]"
"[-0.8808619357060006, -2.592431463340199, -0.9796648040578338, -0.23772113520624935, -0.510999828718694, 0.36774003133906047, -1.1641909338485708, -0.68275929180346]","[0.8471563394513912, -1.8260588044958619, 1.3386863396967932, -0.6093825751714704, 0.3000063065924583, -1.1065187310859987, 0.9390740206148063, -0.23700082882572504]"
"[3.2070139091960286, 1.2835709318962123, -0.13315868379155524, 0.04577529885164797, 0.9671538487486251, 0.021337532851965678, 0.9247438176723237, -0.017068147729009366]","[1.2969940499211505, -2.3424321747051513, -1.0421321282853326, -0.5812817223657389, 1.4956925437522437, 0.40234182052278206, -0.8276840643910459, -0.26974092442574005]"
"[1.375042126877326, -1.8999733498396054, 1.4162572162463754, 0.7766571035793619, -1.326458514285141, 2.680499023554463, -0.9328094106035704, 0.5333455517245163]","[-0.10636175170723537, -1.381260034882816, 0.6107485865266482, 0.8198798762910912, 0.9937992447045387, -0.997755667018102, -0.2016861731500413, 0.865042534350846]"
"[-2.088132680101797, 2.1902031763220644, 1.0760572852432433, 0.1778767416890691, 1.5467224107815465, -0.6378704295626728, -0.6588625636714981, -0.644676631410993]","[1.4362205753874657, 1.5917992861748698, 0.1702718306328308, 0.5015322933934042, -0.12332646243023902, 0.30757446933521243, 0.13628421916502062, -0.4289704217072457]"
"[-1.4584198129335575, 1.2597010066363779, -1.5599230026112123, -0.16413402094590612, 0.05360177057251567, -1.300409079058455, -0.6360857895572302, -0.4217317750720498]","[2.066527806478399, 0.5057720776568847, 0.4283403469636646, -1.3546228280581956, -1.009395912842697, 0.2915466527414706, -0.16857621372091272, -0.4796018517669096]"
"[-2.558913813333871, -0.4207845976008728, -0.7637742562736594, 1.7005666790406957, 1.9340429285490572, 0.12873020665149115, 0.648345470934914, 0.3973002313340562]","[-2.6149383554333925, 1.2754865521266188, -0.899897641924528, -0.7007305525075708, -0.9574281798991852, 0.13474514968807577, 0.5445517967199408, -0.9244786374118602]"
"[0.5131059012995194, -2.7166688679296396, 0.842197309531812, -0.9436687338682774, -1.57074781345197, -2.5403003734248775, -1.0234221870621476, 1.5013797656215704]","[-0.26097704246930786, -0.8945226603291824, 1.5686776562370044, 0.6149361973710882, -0.08999810709393742, -0.33105277448358106, 0.46140956255740667, -0.15781715589820172]"
"[-1.379712513937185, 1.0684577615939175, 0.6809618783560861, 1.6988535107860354, 2.4197224199219636, 0.3781001304597945, -1.5907343417841686, 0.6475678352655093]","[0.32187569116050513, 0.33287827605032483, -2.1046323579118784, -1.2405629496580661, 0.8773036636407212, -1.0022990470131332, 0.9679070009618262, -1.6752952556996976]"
"[-0.1152100087357719, -2.2737046103341547, 1.7010295999918517, -0.428775183984156, -2.2666463111642035, 1.5525811506729628, -0.15406828122778565, -0.06571681195873126]","[-0.4216126680627053, 0.19203389399108156, 1.8354540309229483, 1.1846892765200934, 0.39184373567045966, -0.8464307119860021, -0.5145700444058583, 0.862877223226925]"
"[-2.0824659332879563, 0.7199233055509913, -1.031750295548921, 0.3003807899372415, -3.1115501297860604, -2.4068815614604158, 0.44960141693916383, -0.20949445200812217]","[-1.7327304474469272, 0.8608541070354165, -1.2903032715480505, 0.9586271779212815, -0.8021060056711321, -0.46324594820541265, 0.03158852692403202, 0.43622920084971945]"
"[1.7125768669122392, -1.528675004728296, -1.7636435951797371, 0.5820707062642154, 1.2636471244447602, 1.2104561515113799, -1.0055518146614841, -0.3777972788970892]","[-0.47520204121399984, 0.0061494295649884, -0.0390838907256996, -0.7068263909439148, -0.7980434951055517, 1.0936934113916557, -0.5339196465869283, 0.4944529870330155]"
"[-2.65863584839154, 0.8274487090781616, -0.3816202129966322, 1.4697988537394173, 2.2586681545468847, 1.3687323870598471, -0.533910546245199, -0.9606022582302663]","[1.2281909481856945, 0.17899469887498515, -1.6823034732405306, -0.24228175279105058, 0.33654453162847825, -0.6873322258777133, 1.2611362871025213, -1.1693766795843654]"
"[-2.642414557515529, -0.5823495527360799, -0.27768170616845683, 1.7431874442758424, 0.5617159622079663, 0.5731097406441593, 1.2405293270874875, -0.13341965536239384]","[-0.4670960532407569, -0.15991397129597976, -0.7230940168544733, 0.8309251074977287, -0.5474536332408698, -0.7333245291630955, -0.428301403647276, -0.9046816059674561]"
"[-1.8916822800597288, -0.9668407377580723, -1.1878035217392529, 1.6033778630546143, 1.8326526495992193, -0.2508831944566692, -0.36635618430380934, -0.548565197253609]","[-1.1914163439875574, 1.4910187579134089, 1.0567181832657933, 0.792553579941713, -0.47633746960207773, -0.1260018979312739, 0.8861964636768277, -0.7049921632682944]"
"[1.189614162558527, -3.191867303192106, 0.7158223234050485, -1.2767504912709369, 0.1149979329215098, 0.015596433213243322, 0.2698227661772145, 1.5600730565094367]","[0.0859365667446157, 0.3388298290028943, 1.4171375991218131, -0.7280831566253024, -0.5964717026338595, -0.9913570044638955, -0.5753947083911418, 0.10032422411847886]"
"[-2.359474320342612, 1.3129716004284966, 2.714415077461813, 1.8740754551325935, -1.1411805402435398, 0.28828972547849446, 1.0950216635975625, 0.869761503628705]","[1.3016842721309123, -0.32022682823065424, -0.696569493278062, 1.6934586514923156, -1.1405532539365957, -0.1799262580681391, -0.7911668272937145, 0.10001533554617706]"
"[1.6766263063994895, -1.7571546673426428, 1.1194781464864116, 2.56659612858623, 0.6787517987224254, -0.39386361144411974, -1.3293793486682879, -0.33712019201737725]","[-0.8102144836707944, -1.8248042860612523, 0.3510699731899046, -0.2710185420856458, 0.9074990803048723, -0.04155916564024253, 0.15683423414797987, 0.6562595994309632]"
"[0.18908236021063798, 0.20921329957014842, -1.5653822741190133, 0.13215050631800376, -0.9060572237220529, -0.7933060727162016, -2.055485798491401, 0.9774782507951096]","[-2.027877674580309, -0.5813154673274425, -1.1977807336022084, -0.5551379136946908, 0.3498061071678979, 0.5604182406401506, -1.029280716189556, -0.5809248753403188]"
"[-0.9586417828521631, 0.035183798469034196, -1.952167490309487, 2.8214876493161665, -1.0081859889048144, 1.40641947686121, 1.297835929737098, -0.338699273164866]","[1.8611523179289065, -1.4377986191768994, 0.11560435362022577, 1.2337499235924623, -1.1670764596260723, -0.4157970914661507, 0.3688519091953979, -0.22916549179825063]"
"[-1.6148018321600346, -1.4243550485607073, 0.030950565364065315, 1.2764845908381495, 0.2728526899051981, 0.6709611838225237, 0.2421367913765588, 1.4460674492535668]","[0.6744289301385895, 0.44421736262672096, 1.1346132170519585, 0.47056360763664273, -0.8330587060467022, -1.3611294324093672, -0.40820268371554497, -0.5730490295375393]"
"[3.7668101384536015, -1.5753309900568677, 1.258685877069218, 1.0377719875762377, -0.1861305845046696, -1.0663696498603803, 1.3470149863574843, -0.2300383082410807]","[-1.0751788442912489, -1.6665365186635648, 0.5156662810805507, 0.27528169081854625, 0.40185659198049156, 0.42502138296278313, -0.07815684216737152, 0.1858365388616374]"
"[-0.3511220969245417, 0.1353693242718008, 1.9608656232622734, -0.2589184008528605, 1.018993871197661, 1.8337046113922615, 1.3775755831999703, -0.6182312789735946]","[0.27737926921750955, 0.6040705714386787, -0.31632869763514615, 1.006574146280295, 0.023993376060085968, -0.9464663358234026, 0.5103959008463088, -1.238368068367822]"
"[-1.122347166517304, 0.5771384987705301, 2.7440898232646247, 0.15863167965673472, -1.2756986192542, 1.5508792749841078, -1.322560447614826, -0.1163816972243005]","[0.20215285990573434, 0.646602728833484, -0.538764442255028, 3.0141765095015454, 1.0899236546701927, -1.7993740241183256, -0.2427971563929083, 0.9233151199155619]"
"[-0.1035131884200115, 1.242948610238569, 0.4721392795234301, -2.261476949800789, 0.6372877017988862, -1.7832542787319083, -2.9984602809157144, 0.24885728380638072]","[0.890136575498772, 1.218596965393011, -0.6538361077145961, -0.9994999888588721, 0.7029163266520615, 0.7139186402184559, 1.0517329946921663, 2.1530160964502416]"
"[1.6277644903027824, 0.06664949992325819, 1.169178212636712, 0.9817306355233965, 1.2858108808730901, 2.0966171798670428, -0.0036889232663561288, -0.5399570874866085]","[-0.9115568244726843, -0.77922117185627, 0.2682374818308018, -1.2725636716279043, 0.4778865761162278, -0.02847587042615194, 0.8248509404497195, 0.6289253114360859]"
"[0.13550352464451723, -1.0535640491632134, -2.4199356987406184, 0.2348630785105839, -0.06525955842716273, 0.7311027956392316, 0.9134300929297671, -1.3082906878156695]","[-1.1041969805358864, 0.7763627811280841, 0.3226779146755745, 0.30670070718666603, 0.17083269522565137, 0.041180812932521814, 1.3465928383945802, 0.1495738874235346]"
"[0.7728794046852795, 1.9186157960909127, -2.354978368327691, 0.6244563178611799, -1.169062436909078, 0.9018735696336917, -0.7787692347924233, -0.23300433516231084]","[-0.2515046165975277, -1.504925840177608, -0.7398014847616833, -1.2423272782767922, -0.2114047480659155, -0.2075246015888308, -1.4462546534858765, -0.3011235240048575]"
