image_embedding,description_embedding
"[-0.8808616574583162, -2.592417641670646, -0.9796502199461041, -0.2376954270327361, -0.5112092292849649, 0.3681306470839516, -1.1627097674051907, -0.6842259991010742, -0.8286851030150097, 1.8259810964775027, 0.8579154012122253, -0.5128641429741151, -0.7010051697255901, 0.19297880258646724, -0.5000887416655019, 0.25852736348735006, 0.29209536987721246, -0.1445302817869051, -0.7418371565078675, -0.6418299370292022, 0.10149838433549326, -0.49929933186457964, 0.6195252690366213, 0.5088475133308273, -0.5439823345482424, -0.23867753566019292, -0.22911500371758742, -0.8454110701597306, 0.7726934638204155, 0.8242846556453532, -0.3029870323944605, -0.33471975411814414]","[0.8471509787689949, -1.826016945593193, 1.3386292081677191, -0.6096209230590195, 0.29814431779651634, -1.0964067886475741, 0.9540612846890798, -0.2507093464648059, -0.8392658219243061, 1.1569035419316396, 0.1306001958186103, -0.34132073342542923, -0.7310997618203828, 0.43898082697126933, -0.1339804338797141, -0.01711172224027998, 0.7658137199213433, -0.8931709857023786, 0.7982780919234446, -0.23545049935602597, -0.1839934694419089, -0.26892652819854107, 0.300894950626616, -0.19785472452021272, 0.5205498176089821, 0.29823803623592343, -0.2299470626842383, -0.09574543525033194, 0.13911050910204778, 0.27700286934662705, 0.003823793444959915, -0.1843775540349448]"
"[3.2070150331725564, 1.2835679551074513, -0.13312747473600103, 0.04575797939111081, 0.9671785854426657, 0.021643208478474046, 0.9256687465260444, -0.019105204753562303, -0.6200876237061415, -0.01836981975888006, -1.6142589176136066, -0.3842092648039945, 0.6970982786888803, 0.7124468726425437, -0.3556716983040132, -0.32839473045554307, -0.9477151758135227, -0.4454531982435191, 0.6148972264945265, -0.1405892128214617, -0.7996104734626555, 0.24704012671628447, 0.9652212731607205, 0.22962520979696646, -0.4397992723308277, 0.06922261809042772, 0.2601897873544636, 0.6481051966469008, 0.07330750366945393, -0.1334852051784951, 0.92413055879205, -0.19357185230072568]","[1.296982397297285, -2.3423035747467846, -1.0424108046610092, -0.5817771331972071, 1.4927357471959686, 0.40691867408697613, -0.8158603412865387, -0.28481397644475115, -0.25110335932626804, -0.49659641836261964, 0.38677946036566363, -0.5738239930773389, 0.5043387920002989, 0.20562024728026881, -0.041033993448979796, 0.3563005325304891, -0.4604801145765657, 0.6971356131705957, -0.5273561561232925, -0.6425737017640274, 0.2617099113937505, -0.1096663963702257, 0.9353275378277977, 0.35730841380329836, -0.07348169528632674, -0.3434215322830936, -0.2369228891195335, 0.34560817507616215, 0.3047925096411601, -0.11484787811841671, 0.07724310487708944, 0.7566853199403969]"
"[1.3750421704363767, -1.899961869605605, 1.4163021169873533, 0.7767004028125998, -1.32664475533713, 2.6814634750834916, -0.9312556013323662, 0.5316650367156914, -0.09286519271642472, -0.37418890789006926, 0.08419096607730425, -0.8718878176251067, 0.08039692005127556, 0.05191269397623703, 0.9073853203332364, -0.1411415859174464, -1.3032220358540536, -0.49717847351408806, -1.1995770744927567, 0.18867772953361972, 1.218942685144241, -0.683609361142749, 0.2175156371050529, -0.2015856319130338, -0.08456939536139664, 0.5904127436637765, 0.17330820316445364, 1.266099727775116, 0.018001701978058754, -0.14872433960299752, -0.08962334488564619, -0.5183997229408093]","[-0.10637041057905036, -1.381390086452577, 0.6103618155157999, 0.8201194226647496, 0.988344465120099, -0.9910547071808294, -0.1897355590179267, 0.8557628125099069, 0.22350575487947344, -0.5328664175620953, -0.4477299642563576, 0.8498344929813944, -0.098623748906525, 0.20286933172843874, -0.11461878678840721, -0.1457306773253033, 0.38962792775943794, -1.2940479764876538, 0.30796260513862594, 1.301405044581628, 0.23666202448781418, -0.022767922873165945, 0.9135866623051789, 0.9798892814040759, 0.48487217116937614, -0.5589509850520783, -0.04976446528221207, 0.3928974262282772, -0.6133533989346287, 0.502992295996531, 0.1282910802891455, -0.4797985415250033]"
"[-2.0881324664600425, 2.190206178418242, 1.0760869786078229, 0.17788920047558107, 1.5466054657771553, -0.6374682394697374, -0.6574852028883809, -0.6458175774096274, 1.0709504228573121, -0.8915247908632535, 0.9824389318621926, -0.013862686837764782, -0.8674452970669085, -1.569541289326501, -0.9424181784758575, 1.0990623552123524, -0.011104790020934363, -0.18996461146399085, -0.8976878460254423, -0.1870979860602612, -0.04381678928722056, 0.7748840508077152, 0.4290594091971089, -0.5943425531246291, 1.2447705232725568, -0.18374491041308266, -1.0228120908149785, -0.8223581264647574, -0.34630370444383785, -1.136492707762962, -0.7453195059412977, -1.0077245098728047]","[1.4362049709614482, 1.5919477396625554, 0.16991541924292758, 0.5012390273841133, -0.13092751149844925, 0.3268840670622178, 0.15042800700009948, -0.4266153834138608, 0.3074387916249819, -0.7567177158002456, -0.2698677279309375, -1.3961019681545563, 0.5385635155114266, 0.9219981026261306, -0.3903100235063821, -0.38433890999799575, -0.5145945672051809, 0.16116639603244004, 0.3387440342363783, 0.5385051875459668, -0.6648970674210779, -0.4723520201174558, 0.34469226514608525, -0.5393156323761136, 0.33436512035148475, 0.4517880512508522, -0.039218115863262376, 0.5979657344164339, -0.32011245695019896, 0.8310421972642478, -0.14047816402022859, 0.7615612647728756]"
"[-1.4584195474525428, 1.2596996448476032, -1.559916644562164, -0.16411289688467207, 0.05361278398578054, -1.3008491118203325, -0.6382139476602768, -0.4198286275712389, 1.336587365183007, -0.022009056936950544, -0.8978343422211419, 2.115845234393123, -0.11309111463809635, 2.4576757486768206, 0.08472547105580022, -0.3379041232867016, 1.2363008514914289, 0.3836386489704854, 0.5563783639486514, 0.2903131913593406, 1.6548790161237403, 0.03942069091196174, 0.22266211414001177, -0.3845706556254478, -0.8344549392392443, 0.32121167206218904, -0.6205511847829751, 0.3997473948633602, -1.0231373287669647, 0.6969620243576902, 0.08206657556519818, 0.3347921982144515]","[2.066536324916592, 0.5056975849839022, 0.428632011754629, -1.3544555452054323, -1.003124401988505, 0.276021551910106, -0.17860833514308572, -0.49072530013650584, -0.9937083702437401, -0.6136837576566798, -0.4126391284081149, 1.4032928542124106, -0.4706217301861797, -0.702424262004344, 0.6764949766877042, 0.1604036897669598, 0.7552655878928275, 0.07095385096225326, 1.1674165335010402, -0.8398274920171812, -0.6912183564811981, -0.5516374706806264, 0.08334619879147315, 0.496794722828647, -0.48007691446197526, -0.08021050994638729, -0.17607771421358348, 0.1287617124388672, 0.9156721804829825, 0.3532249500872187, -0.2854979747155761, -0.3626071243508716]"
"[-2.5589152689580983, -0.42076851168152213, -0.7638352465062054, 1.7005996179463303, 1.933739326843051, 0.128520585631815, 0.648220639228867, 0.4009753813790477, -0.5936423353788045, -0.8546788625943198, -1.63457653605112, 0.8309722383507028, 0.5580338864994574, -0.7268424157037355, 2.42888635750647, 0.4722029671833864, 0.542112625703906, 0.6448882990094613, -1.0644022037888308, -0.2895363512047051, 0.17783963538215794, -0.7676564543255455, -0.7369273184489309, -1.392955261043965, 0.06532569510985961, -0.5427511560031699, -0.44646451242941526, -0.13856394308318715, -0.15628541146138922, 1.1791925425885241, -0.5477581835671772, -0.07577293926256788]","[-2.6149345316533843, 1.2756003464451222, -0.8999818915604826, -0.7007344334009687, -0.9521398381072083, 0.12167330696442133, 0.5360402741033027, -0.9136536248486654, 0.6443370616269549, 0.21019237065244833, 0.4504552461678683, 0.15484549917891113, -0.5990740140007791, 0.622886176319933, -0.7633100898873426, -1.0091189850905484, 0.2352999932660668, 0.6832108821784065, 0.312584998027447, -0.20781939886241368, -0.8385538907890531, -0.5267105794520733, -0.16988292957202789, 0.09197733029338122, 0.30529158345657303, 0.14241203845139117, -0.3575586683883785, 0.42655281866102535, 0.5369732095839068, -0.7556352785746608, -1.1616704823933388, -0.5143577776155195]"
"[0.5131067754940601, -2.7166695651857204, 0.842229188785701, -0.9436888492212163, -1.5707461544943935, -2.5400427295453296, -1.0231843160165734, 1.4986079877194725, -1.9972951030320825, 0.5038120434078943, 0.9645480233950445, 0.21914806561376876, -0.4167484402657017, 0.35569962493318596, -0.0046223008555452355, -0.06371164900766883, -0.5457270812197433, -0.6865066728082385, 0.37285683313279794, -0.6490584405793071, 0.10470461985446747, -0.5507496462748066, 0.2045221325135239, -0.29501774894910937, -0.45896185345193324, 0.1608735152778375, -0.7897902470109233, -0.5827437566159659, -0.11167528500147908, 0.634736874637025, -0.5694935479051826, -1.0475307237209175]","[-0.260953460381728, -0.8947102361261234, 1.568918205206579, 0.6156620511812213, -0.0820883757961029, -0.3470530047972297, 0.44015368247236203, -0.13502054307518926, -1.5588751187572676, 0.7516428105621581, 1.1694762448306852, -0.2065521826554973, 0.3632124184021552, -0.2659061245759701, 0.49805010693359225, -0.6098969730472549, -0.09945474494531725, 0.3807552877110861, 1.2600489169838038, 0.4927802917525381, -0.05805550850149813, 0.49652675399945717, -0.5008491835377956, -0.4148506933709142, -0.7409789899248315, -0.43126382311210326, 0.6134040270792221, -0.8181760614753812, -0.20806742627354582, -0.10547596124119502, 0.3954188239733855, -0.33738897678440494]"
"[-1.3797111448353943, 1.068452405589985, 0.6810064601288859, 1.6988641749910522, 2.419726567431421, 0.3782942650025416, -1.5908653305271712, 0.645640782154251, -0.31677646511068197, 0.8716377877017768, 1.3916583450902291, -0.9683809727986028, 2.015817028898834, -0.460575572239475, -0.5683900841596263, -1.331093098815666, 0.5069261288631102, 0.32590867264532264, 0.9796208372176665, -0.030219021016401088, 1.0680511402041768, 0.25096213775523535, 0.7720956718931753, -0.21906483866908977, -1.148384610797956, 0.6015058242748013, 0.21592265367502156, -1.0840739234336838, 0.9523684640761362, 1.503159479915255, -0.215141713537839, -0.8745228059234986]","[0.3218680412538723, 0.33291083399247245, -2.1045125598433563, -1.240721734764912, 0.8748542803745362, -0.9894418246328313, 0.9789985691108362, -1.6710470110461466, -0.31937790276671413, 0.4641209528377933, -0.6782440977884313, 0.8631603331274685, 0.4228355630930634, -0.41936046318755615, -0.7758420386937739, 0.7781087412267594, 1.0107591435291619, -0.22924750266713922, 0.19821092959485237, 0.41220198428202903, -0.08650399137912528, 0.24277086800004005, -0.1690054003182822, 0.29760586190790855, 0.16869119615268238, 0.9486816867275849, 0.5600800522316385, -0.16567187458844013, -0.29820253877401975, 0.5214971375788335, 0.1757786801229216, 0.7233663801189468]"
"[-0.11520945285505128, -2.2736882656167308, 1.701080731144937, -0.42873518011472384, -2.266910044222318, 1.5537123533662638, -0.1515254465532345, -0.06858577426121232, 1.0473836997741441, 1.2679748460596674, -0.7940388053250472, -1.158117539800631, -0.8282943766291482, 0.03957186802708371, 1.0743145169359278, 0.3772534251197976, -1.1086978352557326, -0.5667652616176206, -1.1606192286642503, -0.0611629495727317, 0.6384204863021627, -0.8705059752330119, 0.8638289238741275, 0.361561941231273, -0.8580444023819669, 0.3144670832551794, -0.15376099175800909, 1.6044211973955247, 0.33983160146277436, -0.4726288703919029, -0.33752641818155027, -0.11545539294179887]","[-0.4216204934168846, 0.19191302137663815, 1.8355046123529328, 1.1846234239833378, 0.38887433832760476, -0.8399829375683528, -0.5031141897326563, 0.8431343319302351, 1.1802223619635788, 0.03576834485393882, -0.3099783664159186, -0.17648128719976855, -0.44192111980004595, 0.5463399250387715, 1.0111716987887966, 0.18168730064815783, 0.057765237368738925, -0.9735647659857661, -1.44690309260277, 0.08427547442092875, 0.8151786011416834, 0.2957553837457083, 0.06651008384301436, 0.802117409880264, -0.7243853146062029, 0.11260033281811546, 0.28904778358776073, 0.6752721601803487, -0.1438943410802878, 0.1853788134407514, 0.4919493536711853, -0.4156991062123497]"
"[-2.082463996875366, 0.7199137233064097, -1.0316180800215502, 0.3003820325470687, -3.1115309095715595, -2.4054579794558295, 0.4514796119880463, -0.21742580335636444, -0.19498770937463508, -0.6296591895544388, -0.16091601990786067, -1.334099552350497, 0.8515623760472802, -0.30991965097001, 0.38398342193598944, -0.7473095716035402, -0.7224330900506243, -1.9854470399366733, 0.010699143367877091, 0.3726313038372463, 1.2009425072930624, 0.19780793599527985, 0.6855609049091891, 0.11668519233843543, -0.23280480988903704, -0.48207927916920373, -0.06702186917124382, 0.6396851652031904, 0.30012346798491474, -0.011346152693655234, 0.5041136163134221, -0.03915581392922134]","[-1.732727419843436, 0.8606790511877619, -1.2903553347845953, 0.9590988195996969, -0.8017197829947463, -0.46701417366548803, 0.03063114508672656, 0.42834001500423774, -1.1597103284727854, -0.6160533608270664, -0.011953447896295143, -0.8807837379977193, -0.5238581984644366, -0.6096580767180552, -0.6392419779716901, 0.03223538177656449, -0.5838024705628276, -0.020759100686077683, 1.3526112200834726, 0.22947063479421728, 0.33769885911559905, -0.39222610077242875, 0.2670379001449465, 0.4388068254677869, -0.5497505892020671, 1.123584600100802, 0.5573355720504408, 0.22844287234993085, -0.08365178459397954, 0.17302206429085495, -0.8895044022401932, -0.19422652723010542]"
"[1.712576790279102, -1.5286637856468437, -1.7636394759013696, 0.582111687940083, 1.2633444244732823, 1.2113645132662347, -1.0028909545881437, -0.3779781620029552, 0.600112279192603, -0.7365026090161232, 0.16282011315106204, 1.1293672576955063, 0.06265334708145731, -0.543984770938885, 1.2433018994441645, 0.7187611402576942, -0.973182750425435, 0.3453205463337621, -1.5050090654700228, 1.2789876881498539, -0.12080444177042869, 0.05331573465429737, 0.9577039891389985, -0.41274874888637286, -1.0517657041315163, -0.34196752675433606, 0.70359593606435, 0.27971559437242566, -0.1848448460730609, -0.35767363491774623, -0.08934793929134688, -0.27558705912870063]","[-0.4751947827540356, 0.006088382495187373, -0.039443507916540985, -0.7066171069518705, -0.7969446567020905, 1.080501247413388, -0.5507093264828732, 0.5025564629991538, 1.5486845513369825, 0.7026307213314857, 0.10012143512295837, 0.16233055347675268, -0.39754861939326797, 0.7183790081552136, 1.3527141963916642, -0.125948377668305, -0.37726202747783893, 0.45027806199799836, 0.9474090763108235, 0.30962812239988224, 0.24901070433976796, -0.6375400432094986, 0.9102279385413226, -0.610602340641265, -0.023460178434364817, -0.0789602703149006, 0.31499748216272294, -0.5221944680708491, -0.011562864217689092, -0.6617153184048622, -0.3789470411678469, -0.470833588611304]"
"[-2.6586359880221226, 0.827469133848125, -0.3816262776141933, 1.4698516637973758, 2.258329842040077, 1.368767170627771, -0.5330836127462492, -0.9590280873841445, -0.20944617605884464, 2.1908383608506696, 0.8340259207821363, -2.117498462911349, 0.3874473989050279, 0.21096338479834034, -0.73224055651088, -0.45614827982639156, 0.34380221571015857, 1.1676801946905768, -0.6708487892360804, -0.28411307943559894, 0.6274402353692422, 0.23743213140420283, 0.9839109665817455, -0.06356329575157045, -0.07568487170187556, -0.12291183849095624, -0.2630119833816793, -0.7775121627299836, -0.7047276844668007, 1.1261272083026101, -1.3040613167658164, 0.9731768464694938]","[1.228195375046627, 0.17894953511433634, -1.682179480983842, -0.24245623970384314, 0.33965394781422237, -0.6899521419448227, 1.2549565017110424, -1.1549567558678508, 0.1984011527787785, 1.1559110877878065, -0.9420354683811182, -0.0765280756891361, -0.460845329703508, -0.3132377696672261, 0.06341667407712352, -0.2770770016807645, 1.0637088636086687, -0.2622207293940781, -0.9414207685942692, 0.4415063208950164, 0.6311712993561979, 1.3712175818218546, -0.32073638031081264, -0.042629871636726116, -0.3556710662177135, 0.635420768955013, 0.6912275430191487, 0.27058679980727773, 0.15312497186669605, -0.2760294098304286, -0.4700927089942008, 0.21085947312606737]"
"[-2.642414284142718, -0.5823554988203975, -0.2777101523260855, 1.7431428564702731, 0.5618557572012993, 0.572606465874533, 1.2394122698684005, -0.13223697705354526, -0.9687734988208955, 0.7587404707838658, -1.3662694033522835, -0.700694873364375, 0.5501720655669903, 1.0380658445777982, 0.1260351292842481, 0.05235104306767381, 0.1540468945177903, 0.5716634953544505, 1.3337249390434058, 0.42077284360300654, -1.1072071062649411, -0.10028632968349897, 0.5426249097395826, 0.19413364603983607, 0.26001844266309254, 0.43789149836567093, 0.8175824462356017, 0.6273150895663915, -0.09925229517828074, -0.1981846542142048, 0.9961739744074656, -0.23226046612859533]","[-0.4670763298102242, -0.16008486597932342, -0.7227496491344324, 0.831618540139732, -0.5400028249228335, -0.7504134597008616, -0.44681512503117166, -0.8698283597387377, 0.5383229075646236, 0.7788415439244909, -1.814043879129004, -1.409065683311024, -0.9872566238568018, -0.5983134590740548, -0.10605432407668897, -0.014712883359473536, 1.2442832052877106, 0.161427620795333, -0.22353672108778855, 0.8924912720409284, 0.4959777179297251, 0.6741615947961597, -1.3794210170971044, 0.15369097839446513, -0.7598859355419557, -0.9743414582660455, 0.49047886823504255, 0.3663668971021059, -0.6123138285295152, -0.013245213961819172, -0.554265763146099, 0.06752553261750091]"
"[-1.8916838823172, -0.9668294883378997, -1.1878549981796962, 1.603370890469325, 1.8325593653737606, -0.251549905705885, -0.3680972040170155, -0.5465327158277511, 1.148224732977069, -0.9505737391907265, -1.2114039422120673, -0.10429802355402477, 0.32443007646378985, -0.6066349338339629, 0.3491578462845144, -0.8643370380704095, -0.017643019744758553, 0.620735265082273, -0.41639539753466365, -0.12479607977554359, -0.06675054525246267, -0.8883990972703879, -0.5487869205625954, 0.2615816804769637, 1.4076617759982837, -0.3783552508676833, -1.1634438194194565, -0.06675497212943841, -0.2195572056125214, -0.30861450359812514, 0.7538890330296749, 0.21339113018985506]","[-1.1914133621807852, 1.4908661008257142, 1.0567408658203175, 0.7930184291463764, -0.4778046106862863, -0.11984731300933475, 0.8881183577509296, -0.711594720613875, -0.1270800913976947, -0.8937420250885462, -1.2474576930748928, 0.9613999898761731, 0.21223734593036087, 1.2828338030394, -0.23925659101858424, -0.3578300200450341, 0.3386580150350141, -0.24617595894591193, 0.5658766780734804, 0.16119847260517942, -0.28806666904683653, -0.92607425172424, -0.4450039900131505, 0.5018516291617328, 0.06701862125053222, -0.1279834904075626, 0.020658527752210755, 0.9156715848723346, 0.08002800327526147, 0.2821483754449772, 0.1293907516604643, -0.9755378559149609]"
"[1.1896142611932607, -3.1918782381078827, 0.7158296652060593, -1.2767694853144569, 0.1152544372791718, 0.01540189058217352, 0.26847568812749256, 1.5603660966734962, 1.7085087812366753, 1.4311164335267703, 0.6904081421287603, 0.153096481569882, -0.17955009228419974, 0.6722981820961695, 0.13389912268424686, -0.19277758534899558, -0.6989202772984645, -0.1071871096031014, 0.9099083921573984, 0.08699402431781782, 0.3823066288627402, -0.2469000589845375, -0.7076126082697481, 0.3299667307042138, 0.028080229378142932, 0.5700611110259532, 0.47257940385959923, 0.9470674291782233, -0.6623482521313213, 0.11350212136121242, 0.9446362226980553, -1.201152328248927]","[0.08592659131623603, 0.3389041051066314, 1.417041108197399, -0.7284651074061446, -0.6019623533222959, -0.9753684666892691, -0.5582583805847438, 0.09634963029541803, 0.5603821706645585, -0.48537066787375555, 0.9601360368056764, 0.4768524071239465, -0.637138574605548, 0.9875431189137189, 0.4245369600078678, 0.9267490555075916, -1.8090779070471337, 0.49465295130092674, -0.42216143900921793, -0.14571462861513276, 0.04819191651010352, -0.011519369846914262, 0.5013394824042129, -1.071509958438149, -0.5038229386437895, 0.1525475764732841, 0.6375828383160336, -0.2616452711118268, 0.5535286730990571, 0.04795486147184432, -0.15187752024779178, -0.2766824415115531]"
"[-2.3594748952201843, 1.3129830787526198, 2.7143712540217133, 1.8740860313230365, -1.1413009699268417, 0.28765317529029827, 1.0949801407278592, 0.8727300796290037, 0.2856075723253563, 0.5837802089931718, 0.6593512168242052, 0.3829623831110028, 0.08514363474580856, 1.0851692714828765, -1.8572767085975106, 0.4665571811272879, 0.060967441034560005, 0.5093613817643692, -0.38683631855221917, -1.0398063946400662, -1.0006078815804218, 0.18024354818534224, 0.4981872843987415, 0.06869363135547821, 1.0281775110054574, -0.34997039343986924, -0.39236468260929924, -0.358137283510815, -0.01311331683592449, -1.0082571900529762, 1.5672167640306172, -0.43965619517806087]","[1.3016718224239283, -0.32024060430900064, -0.6966431637891954, 1.6932737470207029, -1.1478887902190653, -0.16335992137402508, -0.7724033523952714, 0.08415099922461909, -0.5921399139506471, -0.4165088348992326, 0.10296093116094497, 0.18719250038846905, 0.2829525517720769, 1.1926282729351831, -0.07653911214801352, 0.4013881913880226, 0.30370435781208627, -0.7332814416854185, -0.11606912923535645, 0.2791191816763193, 0.12432170334044193, -0.2829579840546198, 0.21067962374014226, -0.15599708267887097, 0.01971930723181932, -0.3863846283996736, 0.8119493920009051, -0.1192802498046174, -0.28377079515846104, 0.30435564960431255, -0.07436056696048265, -0.5583239392678637]"
"[1.6766271997479254, -1.7571783586795728, 1.1195043708009482, 2.566570037898167, 0.6789856080638935, -0.39306906224777904, -1.32790710533481, -0.3394960559369863, 0.8562447627742062, 1.0723922621998634, 1.2979522918698985, 0.19325038958981186, 1.1774961855894763, -0.7735276319808366, 0.5147121934670341, -0.84467525583322, -0.4819453831615775, -1.3468307582754133, 0.11048705388462092, 0.9362528089852452, -0.38787382749807914, 0.4125047742862297, -0.9375463766297562, -1.018618317871423, -2.1618431025884486, 0.9475311266502462, 0.11190664012457031, -0.9574512985184168, -1.360447609578016, -0.9640354189104692, 0.3120046257962495, 0.4702723543604264]","[-0.8102147610350079, -1.824742341515884, 0.35112954809628677, -0.27113584765231236, 0.9071762751446826, -0.040470487674913166, 0.15527170281122651, 0.6731370178185416, 0.9704743879843083, -0.49045062665919503, 0.8877619270441114, 0.25165495669419974, 1.0530581135532386, -0.029547209626779786, 0.8130366458166672, 0.7305814428448184, 0.5464318239039121, 0.9211282555002817, 0.05440259096118904, 0.1527663194106008, 0.02556598012610573, 0.34567719167873406, 0.03530152008624143, -0.10593729165696605, 0.3285923216695681, 0.25311397456104023, 0.6791281237390551, -0.38739134106994355, 0.4672205003058981, -0.6269493552147327, -0.6169865655826069, -0.8312558423736595]"
"[0.18908270391614276, 0.20921390132655213, -1.5653413134928624, 0.1321603411742842, -0.9060714623750854, -0.7930110896972632, -2.0549366329905716, 0.9756302178140145, -0.2053431641061692, 0.4694710631146437, 0.029916494715070904, -0.31090298473417655, -0.13028037231627507, -0.3632541818821807, 0.998039806645349, -1.1136323307446436, 1.5027369769254075, -0.541962599203497, -0.07238032226611059, -0.18437475887312085, 0.2439400059062567, 0.42157939838899705, 0.46533065999231804, -0.005663176412119864, 0.7074683112753556, 0.4548252377268675, -1.1675680511617668, 0.21724921623864724, 0.435066366011719, -0.362107166538633, 1.2006473239608273, 0.7735180577419125]","[-2.0278621252195124, -0.5815185853287665, -1.1975748843428367, -0.5545695378625448, 0.35435643962702373, 0.5430589268827505, -1.0436629747753616, -0.5841027698010943, 0.3220903691414209, -0.16811977807408526, -0.8277781344126943, -0.08041036888718955, -0.9895043327555587, -0.6101636214095975, -0.0409825351987518, -0.35893094735137393, 0.21241446781270407, -0.8991346253424145, 0.12598941319420692, -0.054579681114510406, 0.688076492862773, 0.17614479379273199, -0.4451961982745927, 0.2031676927619193, -0.2597316523311777, -0.7872342536711757, -0.9801611772181384, -0.6657741452123324, 0.16112661116294563, 0.94952088203702, 0.4930327712571544, -0.7280246989845809]"
"[-0.9586417972332524, 0.035185953136018404, -1.9521530055160083, 2.8215370655018774, -1.008160481638734, 1.4062117594189427, 1.2971733915915866, -0.33589274581714024, 0.0051018902919994545, -0.18676652389759976, -0.36401849254848634, 2.1207123859053616, -0.6429725687036931, 1.1614226770881901, -0.4149196518186627, -0.9972827496081698, -0.16360184420667534, 0.46659881728787334, 0.00442474121429852, -0.4815955003790813, 1.4297534766006843, 0.7588860869833767, 0.43554770028867407, 0.2338180031990707, 0.40974273575067754, 1.2361533992823184, -0.28631609371342087, -0.39876381229457697, -0.3037471512293541, -0.302212539215461, 0.34495523757999713, 0.3700052930802757]","[1.8611641321416739, -1.4379544846580332, 0.1156930907714653, 1.2343609489834986, -1.1610767759286078, -0.4301077569249873, 0.3515262702182584, -0.21972121071286943, 0.3897440990605748, 0.019037373505269625, -0.918988820668813, 0.6377222161345103, -0.4803953587237087, -0.5350136120250693, 1.4834400415441529, -0.5203485933008201, 0.07072018663277305, -0.05032627846420148, 1.0958372638785614, 0.5276365119603427, -0.5892017867556035, -0.2861560198223676, 0.24812443646239715, 0.038529517029920454, -1.2880698133343356, -0.2418159507798131, -0.4564529042640047, 0.10350929578067249, -0.47074446496930034, 0.23074274487778443, -0.346892788244719, -0.30282339394160174]"
"[-1.6148027235198308, -1.4243476403900754, 0.03093763425447201, 1.2765365139345106, 0.27275056843036183, 0.6711842309073108, 0.24327214601000052, 1.4480718825833068, 1.0654665095151963, 0.2827798479277112, 0.43269783102951237, 0.5032457457980373, 0.8502618305650429, -1.3043751485738506, -1.0292634329416703, 1.0599980313108606, -0.8162443164421033, 0.1288888128317822, -1.6599981450466534, -0.30690605208349997, 0.4358067364571422, 0.12441820089449286, -0.654615713667274, -0.09863465273359662, -0.12071183480970767, 0.2646226107004697, -0.3981045269409234, -0.2407401466617826, -0.3861896977542108, -0.3475794975318606, 1.3353607801558174, -0.8480371742356003]","[0.6744356011088072, 0.4441584061655157, 1.1344819956034669, 0.47083403132744744, -0.8273758563829933, -1.3764726017680335, -0.4100931608801871, -0.5783731150956064, 1.1423449379481379, 0.5779938851234646, 0.3851116289273386, 0.19262925929414643, 0.9985457845320465, 0.5474707474461591, 0.7202958486972565, -1.034340090919804, 0.5411642897413107, 0.013593734499924218, -0.40402292603317086, 0.016829223483966208, 0.29154520481401314, -0.9643441518281147, -0.3014049505443744, -0.32373124541906184, -0.6477293170567257, -0.11044819704999533, -0.038072376343259745, 0.4964783203858444, -0.7228909240779694, 1.417218785935025, -0.148031804370244, 0.5231271698554333]"
"[3.766810092630641, -1.5753349382119692, 1.2586533793876382, 1.0377614467303462, -0.18603197368963717, -1.0667357578391021, 1.3467598332472765, -0.22773840677163393, -0.20116889175338937, 0.5406713781601643, 1.3879334131135916, -0.2565412967075102, -0.10967794610937516, -1.1694036760578583, 0.10653251452906072, -0.44060340235668904, 0.10774284841588687, 0.5910212691079767, 0.8139542814273776, -0.48553711131149213, -0.5323742720018102, 0.03665929348351936, -0.4644980199848954, -0.2935621447963233, -0.3109897885217595, 0.13092377923966333, 1.1044305765379305, 0.4491946388476603, -1.4158300490685543, -0.12952653448867657, -0.43942943733013184, 0.2096761594403788]","[-1.0751697418129686, -1.6665792488359057, 0.5157851928148303, 0.2755107461461849, 0.40507480839555277, 0.4152995863582096, -0.09016264102861522, 0.19509976113289823, -0.6012680133229281, -0.713691413566964, -0.2519479682663548, 1.11070706237314, 0.1765490083249179, -0.29111461107244574, 0.10354263690412953, 0.025710247873673108, 0.11392911891250738, 0.7347673814291195, -0.29280648479831206, 0.14891784103196853, 0.41882584343482415, 0.05934663554283266, -0.5479300041595585, -0.4904810747815536, 0.11082292216001517, 0.5895912708086367, 0.6106580187448951, -0.6617443285041491, -0.7345082860283488, -0.4030672062525181, -0.5640441441009615, -0.5961471786026483]"
