image_embedding,description_embedding
"[-1.8965801744052633, -0.2643815016420961, -0.7860750270483238, 0.1771251366237438, 0.4390089412309842, 0.09262846421071352, 2.7481103268040292, 0.1952849288678947, -1.2644045116151739, -1.738472218179913, -0.007348954996705042, 0.1882438852718527, 0.29207642200902856, 0.3140150405623054, 0.4871564675454248, 0.31907307480111496, 0.32777189334549445, 0.8372502392825271, -1.1991319537199343, -0.6261931795533733]","[0.29797647831269736, 0.6461385322129339, 1.093155859385511, -0.626763642354228, -0.35619482934786545, -0.28185912371417904, 0.6022850462549308, -0.3627399709431854, -0.5374474370716551, 0.04558983435138126, 0.7189064609199415, -0.5020576859628687, 0.8921154899821027, -0.22185063217769443, 0.6314578575116947, 0.05316007447528912, 0.6633444239207832, 0.31003659174673737, 0.5909090265757151, 0.9605330045214625]"
"[1.5089986782722826, 1.1701753954134584, -2.1793935338297246, 0.41621264160488364, -1.320612236936569, 1.225800005064567, 1.254840510299542, -1.2101117316655168, -0.16483351443844876, 0.3441293188866534, 1.0930912394488945, 0.7172544227528147, 0.5248070566120974, -1.0732134576459822, 0.5876515000841275, -0.8215123622053212, 0.45444281378607604, -0.6424776514863402, 0.9586395361380401, -0.6707947094706788]","[0.12638910039509313, -1.3145407220296816, -0.9917258155541512, -1.1492273484987487, 0.3781881493526019, -0.19237673340120004, -0.9456571503536481, 0.5689722454264442, -0.1728853072332482, -0.7467289377077062, 0.7425103224047711, 0.8583416809306139, -0.3281931689711999, -0.6154801468408532, 0.06329486218117404, 0.22980643640563894, -0.24648074902708023, -0.3373845107542885, -0.5374646313330355, 0.5159043429932256]"
"[0.49948090906513204, -0.145879344194915, 1.9452325391136838, -0.7890161503835653, -0.8334522033576546, 0.5960611379226453, -0.6806361321635253, 1.6953720910261698, 0.8489024271679749, 0.43203986587434057, 0.4727372637246815, -1.059484772711727, 1.2895142014296517, -0.09043220326169828, -0.6117426816563762, 0.22116435989091549, 1.6350342428781734, 0.9192766654155093, 1.2660934266436916, -0.28555337212871984]","[-1.797071889876772, -0.6220642793862711, -1.1039190982230338, -1.0926368515668754, -0.47855957009746647, -0.09324252557275137, -1.3711184295271504, 0.38575559251214336, 1.4498986031223224, 0.09054269837622361, 0.13478567826824622, -1.2567377288361423, 0.1785849868092612, -0.06030821681168355, -0.6207805361800649, -0.5634858025001954, -0.13319362764664594, -0.3126326472063236, -0.5962639278653022, 0.051227547744416714]"
"[5.596702817889484, 1.890531630403061, 1.4792140449370312, 0.7766862821814504, 1.1136278913803443, 0.7844916270852954, 0.9276006800479178, 1.0792922943725456, 0.13483577380724382, -0.27401486412464715, 0.3287034333541045, -1.1104612500912792, -1.3749039433194874, -0.18162195127543979, 0.49100030302374154, 0.7505075851495135, -0.19437879915445141, 2.4064742536612913, 1.3248483823037411, -0.01912117489046249]","[-0.41161843679923227, -0.8476277810617524, -1.626235104158442, -0.7838227659364729, 0.3985412061019179, 1.384211982088733, -0.3072040919984699, 0.6818801818124656, -0.23348366066631515, -0.575826690315148, 0.580922521171074, 0.893731571717867, 0.864640278764146, -0.6483843535916985, 0.320652428572248, -0.12581541973674135, -0.2915447052809237, 1.6817815804665381, -0.04702431771132755, 0.9807791474653091]"
"[-0.78226109505451, -1.6028022381845453, 1.2138648540684673, 0.690422961615909, 0.09484732558556334, 0.919966366500828, -0.3884724741239972, 0.9321847638426055, -1.4843167472634684, 1.7622728588021372, 1.2618617739414535, -0.40929683872074185, 0.6100482368872513, -0.2547326351081152, -1.6663257700286163, 0.0973038760279, 0.04314071180289681, -0.26665449016467013, -2.107888622530733, -0.059651948635659265]","[-0.10444656388573582, -1.4914653202470307, 0.4766652564310804, -0.35700798994066785, 0.3354992875004427, -1.1439926801039104, 1.2305476817298602, -0.7152115463340497, -0.12413053156047195, -0.32264176843764414, 0.4711717576911508, -1.0084969675941755, -1.779938742494812, 0.6261134013181192, -0.3768413705068005, -0.028102522214176338, 0.9903157481805965, -0.7283900204225084, 0.004969471271942418, 0.2392732471806115]"
"[0.18812360037667253, -2.560320660590101, -0.7137981081772613, -0.15003722218540225, -0.7348206315250505, -0.7764480177603875, -0.5566460126988273, 1.6535359495573456, 0.04294064271832297, 0.342549589901462, -1.0407070452176872, 0.5565276957391353, -1.3632704966862754, -0.7201443806762238, 0.23990631200000478, -1.0712033116854351, 0.970422766103272, -0.2039273971270955, -0.836013563950263, 0.11705556837429808]","[0.717398098075377, -0.9226705414959966, 0.9771508359543979, -0.905427397465623, 0.25887463673232164, 0.6117810943724107, -1.1607998468245497, 0.6093007811340521, -0.4035247821049338, -0.6876074646357755, 0.08537361140440998, -0.12284346764552888, 0.6353366915110485, 0.34746633016378087, -1.05724745930202, 0.2888000866517418, 0.32584376767053275, 0.11786399077074428, 0.6765570041569737, -0.3822717131299691]"
"[-1.6787538225927858, 0.6361616032450724, 0.22372540048579545, 0.28676244104218673, -0.694190158207817, -0.5014957981446521, -0.6029164255133601, 0.5771278970929349, 1.2538618236538608, 1.2815935149478122, 1.1372700413194685, 0.7351153039239968, 2.5216980255214594, -1.4490125201170743, 0.1772814284863666, -1.3856627832784492, 0.30952084767086047, 0.5120962538765448, 0.4081972577717513, 0.7634181582862335]","[-1.3315123369840345, 1.1347849288746465, -0.6470205199166461, 0.5386333239513423, -0.8599140410964845, -0.1356514958741217, 0.2505000938251073, -0.07416158741646944, -0.30273030995220773, 0.15296957730378385, 0.2609511292601718, 0.7676683554891859, -0.1660679548238224, 1.0649327379238396, -1.743947796682856, 0.24222565574772156, 0.0003076310941978532, -0.49289478147446936, 0.5481131338556438, -0.5208190684333679]"
"[-1.5844773052998649, 0.832390680283014, 0.24666106826728704, 1.7800424966559198, 2.860739788781001, 0.1540259712592829, -0.6999258857743589, -0.05226587152042166, -1.4754000239545313, 1.2598797356112914, 0.8089622689169776, -2.024333813610323, 0.903873917180741, -0.1526535513206958, 0.030944342134809084, -0.739778784173521, 0.020296948844004622, -0.1492096973042274, -0.18636874456838373, 0.11478930322883486]","[1.430032142003338, -1.1571036006158504, -1.3350411451554778, -0.44619912288462044, 1.3170673151996586, -1.7546190495616103, 1.1593251028391507, -0.8046176787336852, 0.24347315804774625, 0.2524869101528877, 0.3508004189639692, -0.06637769269805945, 0.5253392817538016, 0.39836791116554526, 0.13355375179237108, 0.6550999894022955, 0.9110234880706541, 0.486626419171588, -0.5060534042575844, 0.4571987649040569]"
"[4.302150087931126, -2.02724184384926, 1.0749344028073442, 0.7222686975310593, 0.1324866413662432, -1.0723467687531996, 0.9312270992861283, 0.3516997951003338, -0.8686269026695526, 0.15749875209857916, 1.5840413014552697, 0.5786380916227555, -0.15455354209705757, 0.8049176010074367, 0.36250169276976607, 0.44349924846743155, -0.5214282893358864, -0.5357115277022657, -0.13289322398197626, 1.0188777070857145]","[-1.1778261008434576, -1.9090005538633779, 0.9790301330840703, 0.37448868080003705, 0.5159729100869165, 0.3256733327645773, -0.150213454834914, -0.30218754436190187, -0.5646068469103068, 0.7755685517634883, 0.2550110249775623, 0.2881496953701135, 0.4535311624783186, 0.3927828143575519, 0.5425840467234747, -0.07064416964266437, 0.13023598154032834, -0.33849560217551355, 0.9809994717570434, 0.25385463593767804]"
"[-1.7058737540485536, -2.2471674458090347, 0.8239313750912062, 1.0461557967090271, -2.6781597756658897, 0.09543855675294334, -0.4356174855708238, 0.4545439334136128, -1.1821706961094252, -1.034605732034177, 0.6493020206928577, 0.5791368202194555, -0.6267733954717967, -0.4575536005955377, 1.8723984920772185, -0.09513445064091147, -0.7149954965124042, -0.17179363347315782, -0.3034546996867168, -1.9516464247127048]","[-0.385454647627303, 0.44694360953782103, 0.019427464750438515, 0.8085192221387564, 0.21944303495200485, -0.4708724447105993, -0.2652517677833373, 0.1820427082717752, 0.7022703196290161, 0.23603198089043845, 0.32236777135588024, -0.05383134482523952, -0.9689148850798978, -1.1912653483362527, -0.1305790258870596, -0.08844714005366056, 0.27491333962843867, -0.11180251396890947, 0.568127384441832, -0.037734917727503516]"
"[-2.8880659555913386, 0.7321211158670142, 1.1452382884817296, 2.2203007891642037, 0.08443513357014276, -0.8473699646692605, 0.46492424186591136, 1.9738589367001853, -0.7176841949795666, 1.7118325438740154, -0.8354027948054118, 0.9317466248562374, -0.6324723587172718, 0.933597784022277, 1.9613152623665362, -0.20589324004738502, -0.35628249887598906, 0.20496730092418292, 0.43041844585614025, 0.5651122417903977]","[1.8712183891122856, -0.3937476306721475, -1.0001844108832656, 1.2512835104403406, -2.3726125951877055, -0.06695597145028072, -0.034607755047331885, 0.35481484287982173, 0.12891744997962154, -0.8395919196390789, 0.21944616732662625, -1.3890819209842293, -1.0869636140809855, 0.5063686797102919, 0.9511652267811038, 0.6551592946722095, 0.9484547003456106, 0.47048180785919147, -0.9730333189236798, -0.5487638655716885]"
"[-0.6227843836719152, -0.6999109424170016, -0.9549508099051216, -0.35728606531145507, -0.7810063534864349, 0.10897326704998994, 0.30705127071101757, 1.1292381183484341, 1.3055852969580921, 0.4115312321649885, 1.0175362668028718, 0.7979213973266681, -1.0935056032053132, 0.21317598261915283, 0.5834778293221138, 0.3178649398300392, 1.3508392112427392, -0.4553979080751741, 0.568310822671347, 0.523122212810576]","[-1.2342051448367726, 0.8696092478240816, 1.2859214465228879, -0.6615945640504979, -0.21867230495032516, 0.352005047780788, -0.31793820276166374, 0.5247780895974309, 0.7756249582012477, -0.03607277653315993, -1.5770747090790893, 0.2895459231136513, 0.5378056677263322, -0.6403521926700977, 0.31091346800237835, 0.1812571345724456, 0.32333792359639774, -0.011401907219300952, -0.05214415607935313, -0.7994496284449223]"
"[0.25850478241423386, 0.21637565530750286, -0.8733071226529481, -0.5788205244021334, 1.656270053106981, 0.741018185535139, -0.6297289966992415, 0.9707917049626364, 3.4204881427881917, 0.6327467228447347, -0.051619623317277055, -1.0545163547232426, 1.0357792452470278, 0.6347865278691175, -0.3520022704492663, 0.10914178653847423, 1.2918408773269094, 0.6908827732034213, -0.4422958395961594, 0.03903986116990509]","[0.5292630224899041, 0.7854829947806906, -0.32950228138074816, -0.9160343848082318, 0.31258534385233266, 0.13453280485062485, -1.0827896105125863, -0.658452310693514, -0.617434337001371, -0.03682454470314173, -0.9120288994059171, 0.8891525963277305, -0.2922611602514081, 0.07353974306434521, 0.7694224147708116, -0.40581751836596797, -0.1325867748499618, 0.49664692698577106, 1.0107817873239255, 0.43800541840103574]"
"[0.870864960596573, -2.7030573366300286, 1.3046690179080436, 1.6665113528124438, 0.5437385758021205, 1.07604091487135, -0.8022962289759459, 1.363695841614309, -0.3302095953428688, 1.6656794379181437, 1.0032645880546112, 0.3351947150112875, 0.5745035477394701, -0.03940401809862174, 0.9496426828323347, -0.800340364898011, -0.7097775076677275, -0.870933321482224, -1.0228323512846493, 0.9572989789480348]","[-1.3161429496476091, -0.9146293519202389, 0.574476567860271, 0.10173236594390575, 0.7426551504656517, -1.1320262985723208, 1.0363382444044213, 0.9509169210924092, 0.6033620827844443, -0.7538296400834728, -0.1200691735405383, 0.48244425287674886, 0.07499458833257976, 0.16250939186403363, -0.16150301187477611, 0.7116691585019539, 0.7467010624096501, -0.030663827057448727, 0.03148255336763498, 0.20170874063120398]"
"[-0.5114286441687866, 1.260200944101954, 4.789699332849668, -0.599569432800424, -1.4857571145363018, 0.9539468519148216, -1.3839738544879627, 0.30763853947827624, 0.18769791220793555, -2.5939506499273812, 0.7726396047634434, -0.9045196484789544, -0.3679739854944091, -0.6748805474768506, 0.7357346599494167, -0.003710247480953643, 0.22759424406093492, 0.1483918734963188, -0.4969619842946564, -0.19488703307687236]","[0.8284722169598082, 0.30909303179389697, -0.8114544441443767, 1.963798166091199, 1.6619634873878544, -0.32121658593816516, -0.4482589217298409, 1.3998168362388665, 0.3799051266567103, -0.6173861659358784, 0.9317604866149768, -0.4196830777020208, -0.2962251728059111, -0.506604474677579, -0.10145917802468245, 0.199584239760191, 0.28278395884262486, -0.4611912983689886, 1.0424617614718001, -0.5195034275628875]"
"[-0.8808615122359141, -2.592417616276459, -0.9796481703366657, -0.2376987322836513, -0.5111739549741625, 0.36812449751829257, -1.1627099290858975, -0.68405461072772, -0.8285953663981339, 1.8267359920894395, 0.8582380310606985, -0.5137618188785948, -0.6949090614563935, 0.1869508495313454, -0.504720344886225, 0.2584332595233334, 0.32953875282014333, -0.13425223827605468, -0.7927969801503525, -0.6129388078999572]","[0.8471509477646479, -1.8260163351201015, 1.338633709357666, -0.6096485191739391, 0.2981463885692545, -1.0965362433791181, 0.9543853484676742, -0.2506693116500805, -0.8404277729202623, 1.1550689418923188, 0.13055953569331988, -0.34008336620354207, -0.7322720955762838, 0.4371085733423535, -0.13432620054430697, -0.010853571265160362, 0.7657719438207204, -0.9167115525879616, 0.7757778414036917, -0.22657613002297686]"
"[3.2070151284113066, 1.2835677321565375, -0.1331254387791843, 0.04575616778521952, 0.9671972289000521, 0.02165475834334251, 0.9256245890486517, -0.01886154130948977, -0.6202078589268003, -0.017724179489047576, -1.6137831204759108, -0.3824961163544215, 0.7023669937580455, 0.7096357687786514, -0.3567803882657422, -0.3388263595289375, -0.9188712250974083, -0.415545084556794, 0.6005277197298342, -0.12348381284524533]","[1.2969824507584533, -2.3422950724183877, -1.0424099589935436, -0.5817913631796957, 1.492727316575984, 0.4069071672796739, -0.8158774386145287, -0.2844921352610516, -0.2509730757379757, -0.49660038946496177, 0.38661113066867225, -0.5737959095446283, 0.5057080594579207, 0.20584643334357952, -0.04244193164256809, 0.34332631844359246, -0.4596812585973522, 0.7116349321187143, -0.5087132879074625, -0.6564906473293787]"
"[1.3750421208201262, -1.8999623911753099, 1.4163020566977444, 0.776697588315857, -1.3266494091277088, 2.6814662546293633, -0.9311996887737518, 0.53160389806891, -0.09268181240040423, -0.3743075560607122, 0.08647347731189547, -0.8721743845914232, 0.07762269914800687, 0.05345518496518924, 0.8989034473341255, -0.1483545425427142, -1.3276000797808511, -0.530437910697179, -1.1698862684810807, 0.17066674280891073]","[-0.10637029321748415, -1.3814105647231636, 0.6103531212134113, 0.8202580885585204, 0.9884249387876016, -0.9905248538108518, -0.1906422922894924, 0.8555740278109489, 0.22609634055391095, -0.5279187846867252, -0.4493615330867018, 0.8448251662738565, -0.10254949613284138, 0.21479635123566684, -0.11785218468920812, -0.15226621830574977, 0.3898615132910279, -1.258088492119939, 0.29692933527971366, 1.2652025684021724]"
"[-2.088132385837036, 2.1902061511397783, 1.0760899454414872, 0.17788961870793474, 1.5466208955097598, -0.6374893959457388, -0.6574644306724866, -0.6456670761997584, 1.0707585714233905, -0.891010920790393, 0.9836844209957367, -0.014454494968189763, -0.8673063532603537, -1.5739856407951431, -0.9479453388632308, 1.099331957791257, 0.01947655200738802, -0.20244802058710804, -0.9122319571157984, -0.1846320459807173]","[1.4362051210137718, 1.5919425888871872, 0.16991852441726668, 0.501282875580416, -0.13092283986423128, 0.3267516311843383, 0.15063703014841526, -0.4265133156563448, 0.3076985523356903, -0.7559197219190502, -0.26913685140821886, -1.3938772499224874, 0.534123882527382, 0.9258253306791411, -0.3905265562791939, -0.3693766292829356, -0.5256889375821303, 0.17268279310506912, 0.326407188273525, 0.49312455254779225]"
"[-1.4584196190314458, 1.2596993501116966, -1.5599182534936333, -0.1641149836584891, 0.05360447953694835, -1.3008319022505577, -0.638207949966898, -0.41980747260555046, 1.3367323659073964, -0.022179887603283596, -0.8970434821828446, 2.116640234755087, -0.11288563473432775, 2.462885907275392, 0.08389152180513162, -0.34602976184731327, 1.2192794794498145, 0.39065528813424416, 0.5711488345208441, 0.284659008201974]","[2.0665361272910254, 0.5057087412240133, 0.4286390592285998, -1.3545531569366687, -1.0031461891106972, 0.2757571101624584, -0.17807313738474054, -0.49062546348375635, -0.9957498735714756, -0.6161518374596546, -0.4120154016523687, 1.4049056000200182, -0.46890426189825574, -0.7142815192921942, 0.6821393730730081, 0.17240852284986835, 0.758543267162448, 0.017648559731962964, 1.1484764371692062, -0.8336860560768101]"
"[-2.5589152956344776, -0.4207680693420017, -0.7638368037658085, 1.7006016845523668, 1.9337342142466676, 0.12851754280735156, 0.6482800919175393, 0.40077586813723676, -0.5935150555073117, -0.8551741269329712, -1.635995163374295, 0.8288676216657619, 0.5538231525145295, -0.727813722735511, 2.431828689486351, 0.48614991504040383, 0.5250975811556448, 0.6186558031955489, -1.0667270056997875, -0.3158534909816364]","[-2.6149348600040727, 1.2756097352643336, -0.8999708713448709, -0.7008058574502735, -0.9522113544537104, 0.12156420611549053, 0.5361585623038995, -0.9138555402143604, 0.6428019274569944, 0.20885439354030708, 0.4507552068012412, 0.15618205114275963, -0.594106910733125, 0.61316723539767, -0.7545337685312266, -0.9981610938826369, 0.23550376317980518, 0.6609099561553561, 0.32671062820587204, -0.19229229555332164]"
"[0.5131068389611856, -2.716669635781843, 0.8422315359578104, -0.9436887906710003, -1.5707365345703492, -2.5400707731922325, -1.0231850820221584, 1.4986220154120007, -1.9973958051531104, 0.5041131986686215, 0.9657603491638876, 0.21892607862909724, -0.41510445475198343, 0.34883299072753254, -0.007647457102297367, -0.06249611344989151, -0.5225119012561736, -0.7041554703496207, 0.3693130202611566, -0.6511433927463516]","[-0.2609533702733017, -0.8947162914005465, 1.5689074752866954, 0.6157097240221181, -0.08208762681778035, -0.34682597718564295, 0.4398500564036532, -0.13529414720091354, -1.5575500943619762, 0.7533156792433731, 1.1695472312280693, -0.20822556944752527, 0.36352098864154525, -0.26119025284559005, 0.49606342343549614, -0.6092744087979962, -0.09738495762693236, 0.3707748265805477, 1.2817140459484426, 0.49655125937101346]"
"[-1.3797110969299198, 1.0684525574824482, 0.6810079012521909, 1.6988639634173388, 2.419744514999568, 0.3782912238186653, -1.5908708428115712, 0.6457046669166495, -0.3166679231808437, 0.8715987822169561, 1.3925166073443065, -0.9704398947116689, 2.0154939904327844, -0.464197145113609, -0.5695301498026769, -1.3224607146401486, 0.5353446379390672, 0.3242370097801895, 0.9576637828818158, -0.019695499846871575]","[0.32186825185759327, 0.3329047987108308, -2.104519809314892, -1.2406603860701602, 0.8749018339686485, -0.9894368660036396, 0.9792798929425465, -1.6710194477083975, -0.3186027730713767, 0.466251442207363, -0.6784525175126528, 0.8622665521472715, 0.41863408401843133, -0.41452629413789077, -0.7780723843318926, 0.7869391261291514, 1.0017819552440537, -0.23066969859176853, 0.17670518414724418, 0.3717813663235505]"
"[-0.1152094876650936, -2.2736884387509226, 1.7010809198256014, -0.4287372988187903, -2.266909043684235, 1.5537089907307704, -0.15149263840169097, -0.06870833897500689, 1.0475651580754286, 1.267896735786952, -0.7924368816636179, -1.1592495567279757, -0.830246395184943, 0.039535575364602754, 1.067483407458225, 0.3780761206058789, -1.120024574217635, -0.5946993203154888, -1.1466155680500973, -0.04900534222727311]","[-0.4216205098488328, 0.19190300470148214, 1.8355020005857723, 1.1846137920378552, 0.38896812255387536, -0.8400195857659404, -0.502970882660633, 0.842820369352038, 1.1796422369526536, 0.03280432566353534, -0.3113289357699051, -0.17915282054877613, -0.4462244966200172, 0.5417978901472577, 1.010049509555165, 0.17146045824006909, 0.0809673207758559, -0.9564160319737649, -1.4626828601435948, 0.11569194923965709]"
"[-2.082463973367625, 0.7199136188629139, -1.0316184096351622, 0.30038022432273725, -3.11152314063263, -2.4054760977961673, 0.4514656738898538, -0.2172279512683482, -0.19495373041967673, -0.6296195022158277, -0.16002861350035733, -1.3341391558081777, 0.8550614524148793, -0.309444496983864, 0.38232453355853147, -0.7499338118300973, -0.7147515159183595, -1.9821272023895975, 0.024505851974087313, 0.3914893744390905]","[-1.7327274719207197, 0.8606873041051329, -1.2903539548396052, 0.9590105447904963, -0.8017063762043151, -0.4672598360039098, 0.03119737216435105, 0.4285270157455791, -1.1616609232970838, -0.620511225874005, -0.011802183962446052, -0.8793513728199226, -0.5250662319099701, -0.6206286424168856, -0.6379764024147315, 0.03093601044270522, -0.5671227355468899, -0.05404115803750093, 1.3446216993021738, 0.24494519087589475]"
"[1.7125767681181536, -1.528663971313856, -1.7636392464485136, 0.5821106543488148, 1.2633392167402184, 1.2113659452877283, -1.0028735852452009, -0.3781774476792708, 0.6002059382380002, -0.7366985648950144, 0.16346397085323902, 1.1296191106296165, 0.06129552700100996, -0.5468517495370933, 1.2383520796283982, 0.719049965036357, -0.9864384645815282, 0.31952855137826514, -1.4973977546320472, 1.2769378103090943]","[-0.4751948281554893, 0.0060898455817524, -0.03944943739956383, -0.7065586607309068, -0.7970114133605178, 1.0810152798612793, -0.5514530953242834, 0.5026412968630801, 1.550542603999977, 0.7093168980187652, 0.10035303648071292, 0.15946624618932678, -0.3920500996147136, 0.729735645790408, 1.3532053597764373, -0.12894969530463296, -0.4082217595567644, 0.4616209547691129, 0.9820288435861384, 0.2807172632489281]"
"[-2.658636166319586, 0.8274695649433041, -0.38162938993414997, 1.4698582591714562, 2.2582889489845055, 1.368760833187086, -0.5330944775071899, -0.9593613975479917, -0.2095964778921049, 2.1900688962648216, 0.8315261210167313, -2.117919454777254, 0.37993938212375156, 0.21737195197886774, -0.7209417767728489, -0.4414400119752112, 0.3096419340136938, 1.1645145627041988, -0.6463334852706041, -0.2522417726246975]","[1.2281954025624373, 0.17894394924670834, -1.6821785459683685, -0.24241567886086193, 0.3396258225023641, -0.6898237507564907, 1.2550304648919337, -1.1551425274290705, 0.19901543531767815, 1.1593381315924527, -0.9414827842612618, -0.07685865529638716, -0.46000353621459933, -0.30576109799509577, 0.06410649495412052, -0.2632125370902466, 1.0373390519670405, -0.2489866953261752, -0.9497684202627119, 0.43077149046451163]"
"[-2.64241426021935, -0.582356094826261, -0.2777099893256003, 1.7431380222734503, 0.5618712078027721, 0.5726500109400258, 1.239336497836975, -0.1321499738509206, -0.9684853555957708, 0.7591174622233147, -1.3654851108552122, -0.6982109671740309, 0.5562232987327926, 1.0406377313629969, 0.11959207086735055, 0.04315304995237031, 0.15990047303688057, 0.6186787254344166, 1.3024013462226696, 0.4616576735659504]","[-0.4670761373725701, -0.16009673564251894, -0.7227447949379788, 0.8317627646676199, -0.5400083559626585, -0.7500705869092222, -0.44773205741969857, -0.8700545005109479, 0.5414247674150746, 0.7848441064380599, -1.8147736730358066, -1.410955414196622, -0.9871206760384713, -0.5827615579650993, -0.10537123241515042, -0.013454491586895505, 1.2386689581262307, 0.17796439286215388, -0.2111531690478716, 0.8790884395687893]"
"[-1.8916838579936959, -0.9668293163847999, -1.1878553232571099, 1.6033725246212585, 1.8325607399566766, -0.2515366857616022, -0.3681659182494663, -0.5462985929186619, 1.1480267370055213, -0.9505159867779266, -1.2120661855774615, -0.10212481251158885, 0.3249927175502948, -0.6014462528321871, 0.35509395551816647, -0.8650380488432683, -0.012777885040307569, 0.6557976778932931, -0.43654100724664524, -0.0841487704387318]","[-1.1914133720544073, 1.4908542825322977, 1.0567483656391712, 0.7930248433178888, -0.47774225119339725, -0.11970554801534629, 0.8881663061267044, -0.7120241910349431, -0.12714450722770895, -0.895062144065374, -1.2496817009083243, 0.9582677018057436, 0.20816952816839362, 1.2774316638527654, -0.23577609918464423, -0.3586822809756542, 0.3617405903333655, -0.2645878029314322, 0.5687339704450692, 0.17204594615441307]"
"[1.189614357200863, -3.1918787724282436, 0.7158304862155975, -1.276773758597526, 0.11527667263872901, 0.01543638213088309, 0.2684964726632608, 1.5602749720947822, 1.708797631291434, 1.4315628876937827, 0.6910227454876067, 0.15539576891299842, -0.17860560237819895, 0.6718698846091166, 0.12700381482117762, -0.2019790111951967, -0.6967544779328956, -0.10056011458600098, 0.895225033896569, 0.10170950169141739]","[0.08592639964537092, 0.3389122653949004, 1.4170507911975503, -0.7285222930851736, -0.6020173024137063, -0.9755255770965984, -0.5581268441462259, 0.09625879726817047, 0.5593258403183875, -0.48683539372311047, 0.9604794533744532, 0.47801655962698764, -0.6343938924364739, 0.9782465356531199, 0.42883862012035745, 0.930434355495959, -1.8128511173802124, 0.4986642272564848, -0.40963819483116054, -0.13236293852870418]"
"[-2.3594747423268365, 1.3129822544004965, 2.714374744477694, 1.87408008932682, -1.141260589092951, 0.2876799211637528, 1.0948618335382017, 0.873357512631492, 0.2855193126796398, 0.5850170899319939, 0.6626463198218185, 0.3870357382481769, 0.09597053981072622, 1.0861722596041994, -1.8656550316260807, 0.4406990031484966, 0.10006022761289088, 0.5599993754963206, -0.41876679723434507, -0.982768241081108]","[1.3016718730928598, -0.32025021150351846, -0.696640301959893, 1.6933561788150293, -1.1479600447369898, -0.16296088930260721, -0.7731970050174528, 0.08379982816428908, -0.5896623360076718, -0.41179972644050894, 0.103047675811424, 0.18583793424420136, 0.2862965874313097, 1.205741635947996, -0.0795891318182439, 0.3998868057929254, 0.28114680131061653, -0.7151404315522786, -0.10153929965979132, 0.29837027368820634]"
"[1.6766271273253701, -1.7571776507205885, 1.1195030629111584, 2.5665747325482995, 0.678964109537625, -0.393098238814115, -1.3278677187209609, -0.33964398695649245, 0.8561546436194861, 1.0717559759669526, 1.2967117604292342, 0.19131451537861002, 1.1699836384992177, -0.775460858330302, 0.5193803022056128, -0.8353440451951127, -0.4957011498455115, -1.3826923267512585, 0.14582265851120288, 0.8931631794540094]","[-0.8102150705540725, -1.824729796468146, 0.35113105029368086, -0.27122949237133026, 0.9070355707609312, -0.04051647834531905, 0.15516674290601917, 0.6731124331366112, 0.9693528483111735, -0.4910517520279214, 0.8900937729910073, 0.2543799256113232, 1.060734858058309, -0.03027244933288129, 0.8156843623516573, 0.7362407480894847, 0.5381878355693904, 0.9102269241264458, 0.07248862232193082, 0.20970657221626535]"
"[0.18908263978179138, 0.2092133374007454, -1.5653422326414896, 0.1321608431255634, -0.9060881194080223, -0.7929803836457276, -2.055049748738681, 0.9759038580307273, -0.20547068451350317, 0.4693309440647829, 0.030431684214990342, -0.3064455905848713, -0.12722668276864008, -0.3526126060422156, 1.0049441644120725, -1.125928231620187, 1.4900576666644694, -0.491770005600872, -0.06681981595882547, -0.1441690873715824]","[-2.027862168758691, -0.581518254208039, -1.1975668882767394, -0.5546115067483413, 0.3543750868411396, 0.5427347683800323, -1.0433361643621948, -0.5839243445280968, 0.3204782618676654, -0.17100003820614676, -0.8276696547152327, -0.07864079111860077, -0.9933701949785346, -0.6174328839594477, -0.03928108214989231, -0.3521494013028507, 0.22491504005717222, -0.9124839768512647, 0.08447587757507406, -0.03528254819745794]"
"[-0.9586418142925214, 0.03518574296420948, -1.9521543439694224, 2.8215360031599146, -1.0081620507425968, 1.4062195848979455, 1.2971629099059678, -0.3356932173119957, 0.005056972753429064, -0.18677292301027396, -0.36440225787982794, 2.1214849137191876, -0.6400027410368703, 1.1671327590842175, -0.4123747221071317, -0.9989555005382846, -0.16747437362619993, 0.4972009725200731, -0.00660821693554592, -0.4561754420487449]","[1.8611641909952548, -1.4379598058421017, 0.1156888336504008, 1.2344130116263463, -1.161024247386113, -0.4299588039123331, 0.35156846469874287, -0.21954236694023402, 0.39008277737963476, 0.020867389699170014, -0.9195759220405524, 0.6369524842807558, -0.4822116880831031, -0.531492616156657, 1.4821783796320112, -0.5129211762561243, 0.06746154067218946, -0.050191038506461345, 1.087626440083933, 0.48853025823310436]"
