image_embedding,description_embedding
"[-0.10351674609584129, 1.2429776671913597, 0.4720001522016328, -2.2609720991318776]","[0.890162777935081, 1.218814390607252, -0.6543111870232112, -1.00135379508225]"
"[1.6277570535260828, 0.06675624680845353, 1.1694167492288963, 0.9831225805175776]","[-0.9115522477456628, -0.7791097742092731, 0.2672732257019441, -1.2740375474638033]"
"[0.13550772826183044, -1.0535208564008143, -2.4197947462949023, 0.23488767928506207]","[-1.1041483839919508, 0.7771306404699381, 0.31866546091696546, 0.30297783368235914]"
"[0.7728926207786089, 1.9185378082327327, -2.354852113712802, 0.6231092641008266]","[-0.2515534216861935, -1.5049730299815847, -0.736279731774856, -1.2410475757132027]"
"[2.773037817996017, 0.7196776711480407, -0.23188814972251878, 0.4534009964408809]","[-0.0942090761733681, 0.6887738968578703, -1.2529901533111936, 0.06589415474940084]"
"[-1.6158773103199502, -1.9068152343588216, -1.0191878445909794, 1.3043758212906147]","[0.504405684428649, 0.12663885128989336, 0.5019449182262462, 0.7691429649291479]"
"[2.410554068567972, 2.6136988268248573, -0.7471374636636666, 0.0894287484884724]","[-1.0397079089061823, -0.45292612084409495, -1.76674135371496, -1.209219999958793]"
"[2.250908821839725, -2.3143410381191387, 0.2666818396838858, -0.2550405836401302]","[-1.249793875234056, -1.64956757687583, 0.03911225117312623, -0.4081610063914968]"
"[-0.8826676431245046, -0.31494967477431407, 0.6849421843699341, -0.8792707931228165]","[-0.5479025596489079, 1.3406149396490807, -0.11093156141951165, 0.8790170934863388]"
"[-1.687270250698058, 0.1096465748311254, -1.5783641446805279, 1.988100186028064]","[1.4576911229266045, -1.6877163891314888, -0.6717045150955077, -0.9654023583951877]"
"[-1.614303019287754, 0.3250148934684959, -1.6955990170140953, 0.8419994359200593]","[-0.8387944766419407, 0.15323303788275341, -1.266979747263991, 0.024586669569940153]"
"[-0.7790043457533935, 0.04291906699736924, 0.33017671139732263, 1.574216015392408]","[0.706283243592126, -1.8105266879288862, -1.407587079590818, -0.23332846968812077]"
"[-2.903947291573594, 0.05583996475763339, -2.1450999480022683, 1.3780086534580998]","[1.512558605432204, 0.0001817697529062708, 0.7043195925090626, 0.890228927117551]"
"[-0.2532841721268717, -2.0180604374292215, 0.23379234062513946, 0.1320535581720318]","[-0.4859466678461131, -1.0289436389464381, 1.191022611449708, -0.2196268860678314]"
"[-1.0259334518958003, 0.3155106556160748, 1.8397490773235132, 1.1532654674079386]","[0.5643589087368098, 0.3777200123665946, -0.2090513740784329, 2.029395330592428]"
"[-0.09565726315159809, 0.8115665995893655, 0.3890457630759555, -2.1881102893259157]","[-0.09417814726097944, 1.0732919718758216, -0.6169133723434183, 0.4403381828137901]"
"[-0.7499716825281265, 1.2542140310134773, 1.4223318005156371, -1.2875925607144802]","[0.3961394751903123, 1.271676828170441, -1.1955866843038088, 0.7803673168246168]"
"[-1.3386709581544762, 0.7582810194744339, -0.052600905900707186, -1.5424874896727043]","[-0.7409193502670597, 2.660186499717105, 1.134758178056518, -1.2693846207418333]"
"[0.48719954786822767, -3.1972689579566094, 1.3495266432546038, -1.4009923930393684]","[0.2174063492000696, -0.010637579383618262, 1.1484817393765974, -1.4754901828021751]"
"[-0.10138911346892858, -1.3777242381016916, 0.25660154607248636, 0.47872438744027557]","[-1.4713027589394965, 0.922122733660615, 0.8684734987582259, -1.189589712787221]"
"[-1.9487524571030466, -0.3401490809164372, 2.043812258652712, 2.0338807153544436]","[-1.8327216179848425, 0.11887866447517581, -0.4803576826177259, 0.3860578058706228]"
"[2.1291807585366294, -1.2856053283978817, 0.38792383946337944, -1.364868623823321]","[-1.5168635665744659, -0.6084163797819376, 1.0511046984785868, -0.45320537366214425]"
"[-1.0593042521988594, 1.6353047407854684, -0.8127699322491685, -0.12251899300639603]","[2.82093935174197, -0.3540474005736852, 0.7322389175101993, 0.29913126499403064]"
"[-0.48239629964506847, -1.0369876890548686, 0.9690296231331734, -0.5223166867890894]","[1.6863791400253298, 0.15997606471811293, 0.7776508368969539, -0.8226896442350999]"
"[-1.7124124152772249, -1.4978283412574318, 1.8893862091228733, 1.062265953301897]","[-1.0849540561201467, 1.325045177086826, -0.8819200686242481, 1.9717467405803264]"
"[-0.5033212515766585, 1.045107138197332, 4.018194535788304, -1.2779223778251436]","[-0.4100577713070175, 1.3566645986103563, -0.531422648062393, 2.7435670091076334]"
"[3.6699273679162467, -1.5280079189667166, 0.5038785934660187, 2.165559905379015]","[-1.0956427616558122, -1.872486635805968, 0.6149564624557857, 0.19242409174354955]"
"[-1.009814713034545, -3.0030250739621036, -2.456800830232641, 0.16065004762611568]","[-0.39158301820101304, -0.509963310461882, 1.9650361899843718, -0.3886875287665926]"
"[-0.6818137091342653, -2.2362038438674823, 1.2098910759998338, 0.8942323627728221]","[0.10881545893951035, -0.5186121799570117, 1.8966094616378504, 0.3824441149459736]"
"[-0.1418094454327026, 0.5064539142669969, -0.15959240826719817, -2.3814247020198223]","[-1.0826808841226516, 2.112515102899682, 0.9263526167427829, -0.6108877593614714]"
"[-0.5196160527606452, -0.8443188016635711, -0.16251857168540543, -0.11955523188071326]","[-0.37462354305886386, -0.5255733020625692, -1.3830594453787004, -1.3855401162248606]"
"[-0.6618215629611552, -2.4956735835209547, -0.7883210091791463, -0.4039516996573343]","[-0.7950995390654703, -0.8521649314235062, 1.7000655440950683, -0.3917749218042262]"
"[3.5830860135732667, 1.272796048555231, 1.0237123843856106, 1.8742334376484804]","[-1.136680128506246, 0.36681542511522175, -1.5061665607163448, 0.5662406962028912]"
"[-1.2992689246907816, -0.5104647320352464, -2.5019253065167084, 0.08183403414819226]","[-0.5205872058703399, 0.6697283553529088, 0.8336788209952022, -0.07754204016740493]"
"[-0.162098262790599, 0.3939352639508599, 0.453226661082754, -3.093506782844577]","[0.6059195403281938, 2.2995720225590763, 1.0212780776977635, 0.19548037080483596]"
"[1.4306223124410928, 2.892632642023863, -1.9633790538514497, 0.8690972154737799]","[-0.24013873125290433, -0.7248285302289257, -1.8141289887805883, -1.2280659123982658]"
"[-2.3409177316453134, -0.5892391115478309, -1.784538315391611, 2.2136590455461813]","[-1.230493108839843, 0.3141301551635229, -1.970441770949373, -1.004202877436777]"
"[1.7034295768345205, -2.1541546676384016, -1.1973465435138966, -0.770288579679448]","[-0.889917308647967, -0.6837794275005075, 1.1876970073061506, -0.7622771977948227]"
"[5.074667548063015, 2.0503328513131343, 1.097152145830082, -1.0281742753763219]","[-1.595980733403715, -0.7493783756125052, -0.9814625073229417, 0.8391477509077182]"
"[-1.0550089765420143, 2.052917228514336, -2.189693302241698, -1.3953062951002748]","[2.9348563333495536, 0.11147624391952694, -0.5167094255126427, -0.5140785943156297]"
"[0.4277393304424461, -2.1721985204128167, -0.907239245330481, -0.5642223259426538]","[-2.3446255197296324, 0.12050076354819034, 0.9790339569606775, -0.7580274361711867]"
"[-0.17482394381878272, -1.3369976809349406, -2.1835331938118023, -1.5109416498401347]","[0.5531147601660081, -0.07991941467516618, 0.7047321626502433, -0.15956338636693654]"
"[0.6676190360527843, -0.9906931142880802, -0.13734005584848338, -2.5111523659137935]","[-0.3406470989640501, 0.090681409664489, 0.9411155564857793, -0.10748685656237005]"
"[-1.5458389236609398, 0.6023707801310443, 1.9926110604781329, -1.2430716986341763]","[0.6602389997381921, 1.1694206937266711, -1.2589735516486489, 0.4497471087599004]"
"[1.6484519735958436, 2.867136787826809, -0.6258958123473707, -0.20281664806828065]","[-0.49129531231647117, -0.2994093283603245, -1.4071329164598996, -0.1046622729633512]"
"[-0.9755081797837746, -1.7968926822501692, -0.5485750071917941, 0.5929396618067119]","[-2.202320576994967, -0.4347834570783343, 0.18918879617744808, -0.4207841208768416]"
"[-1.7484642545356146, 2.820689941514348, -1.2885896728032609, 2.168502814273821]","[3.004520195699648, -1.1841511362088684, 0.508632255622602, 0.9048634700495053]"
"[-1.4987769987213206, 0.6412929048808579, 1.5178661321352378, 0.39020161291649397]","[-0.4456994693472007, 2.070780327818829, 0.428348990457006, -1.7833464527589904]"
"[-0.07260527002500132, 0.6323448129165956, -1.2339904143128604, -0.025460874859847354]","[-0.8256937941943441, 1.3128050477773863, 0.9612537915532144, -0.6773312855242041]"
"[-2.3748373189768874, 1.4227745222601875, -0.14538350266265837, 1.4991816601363857]","[0.6312903907181937, -0.3105610118247978, -0.8405928077650605, 1.979866585742019]"
"[-1.10653006572057, -0.7883877452109165, -0.03348023630681739, -2.2149926428821054]","[-1.081253779112298, 1.682627109851029, 0.28691749974878905, 0.5097186147397925]"
"[0.7300701109249397, -0.35268369558075086, -0.9942083356593642, 0.384219103560791]","[-0.5448354247726442, -0.2713608985887489, -1.2529680518191457, -0.39964782582468894]"
"[-3.1994351894190016, 1.0163277532288686, 2.362458647123526, 1.9747477154935649]","[0.45602308371988115, 0.7667783764117584, -1.4377617867365644, 1.1410816773811607]"
"[3.2799852148934896, 0.9240162832782428, 1.4728916117732849, -0.6005480725279222]","[-1.2020665562906783, -0.18336877113313366, -1.0672132086757475, -0.8372995840932513]"
"[2.054244337497099, -0.7275694466815964, 0.1359782360508952, -0.4261450287292465]","[0.9593359653299648, -0.3207790470917357, 0.31359785896181114, 0.4025721799160807]"
"[-0.32345802687164255, 0.5390925605842359, 1.467910768886976, -1.4069332704345507]","[-0.9917773078542153, 0.4267559480042899, -0.8559071511163774, 1.2072076241759362]"
"[0.10246052535469226, 0.49415225405028224, 1.631332233499002, -2.08485365461966]","[-1.0356046443724707, 0.5517471006649226, -0.7083235233543725, 0.6540547384746852]"
"[-1.4217602892137209, 1.9697518853938865, -1.2260480835465444, 0.313485196708323]","[1.4314293151055577, -0.25495051156244125, -0.24609421195551145, 0.8535876427243734]"
"[-0.9486865846768892, 2.534929203145757, -0.7042240408850621, 0.593676829503086]","[-0.10702930230802588, -0.045169345429258705, -1.0612489579447082, -0.4919426173212595]"
"[0.4082042124484983, 0.006401027493336359, -0.44750571910420495, -1.393676120953312]","[0.5379817817447647, 0.8582016706979739, -1.2470209294835988, -0.4841121367921639]"
"[1.241398608838591, -1.9630462583715054, 0.5147143282051465, -1.7105734145237461]","[-1.4622900721536043, 0.0488975256746532, 1.4081512489291026, 1.0318418206124964]"
"[-0.5080474996101554, 2.159013649962302, -1.3360624323707857, 0.23967155253148867]","[0.5064885432707323, 0.5456131288815219, -0.47511826425644915, -0.38960213434288204]"
"[1.0221511560114076, 0.9655309016378667, -1.152083428962652, 2.8829694697808668]","[-0.07957006148859543, -1.2858795194203008, -0.14232989317739167, 1.249958324960225]"
"[2.002238107164686, 0.5345219521324923, -2.104172297024962, -0.6400215779273873]","[-0.8550800210459436, -0.3897999077061241, -0.7568379310552953, -1.2577986925654074]"
"[-0.7365307664407489, -2.6209033542493874, -1.5931853527252167, -0.6177916002698246]","[-0.01132136713551114, -0.6099440984086211, 2.0556728041898076, -0.6537016928340564]"
"[-2.451470238963662, 0.0049425841671224, -1.33103165152608, -0.049187870777812503]","[-0.0861181772883246, 0.624514744841227, -0.25445348527832984, 1.0463592211376427]"
"[-1.0201038796276676, -1.4412702466942062, -0.5536706460824397, 0.6077604071353149]","[-0.9380892925796228, 0.6317750274736903, 1.5274182707192456, -0.9570182551619233]"
"[-1.3091162747181764, 2.4555178375695035, -0.18529837878391192, -1.3232233550267585]","[2.3447519528050353, 1.6016225994908246, 0.8263833222728566, -0.5177084187941736]"
"[-1.5614239966782117, -1.9978477642532746, -0.31193263179951675, -0.7600503207289558]","[0.02532161547969195, 0.5775048410463648, 2.3107979226191655, -0.6928434870050211]"
"[-1.824742086420826, 3.1983353994640598, 0.5083640908645165, 1.5161614070493723]","[1.0489662751975068, 0.04409277950361044, -1.1923696514826654, 0.2026394157783635]"
"[-1.31994308201064, -0.9583852152556144, 1.8069695165466961, -1.4330545441944034]","[0.745203339186274, 1.0086309644320488, 0.7784529025480923, -0.5642709492218021]"
"[0.4408783436466785, 0.3456208613511321, -2.008008500933416, 1.9176217476151791]","[0.21131073100468956, -0.8114418753187795, 0.19699392974873098, 0.5485661534470159]"
"[1.1058154469338155, 1.1065554467587315, -0.7334573177939688, -1.0795255114910878]","[-0.08951694521609835, 0.35470343229796464, -0.7064585671615632, -0.24296812344342567]"
"[-1.8889153805729053, -0.21058422922333037, 3.3777920391646643, 0.7691527500808564]","[-0.06396735098836286, 0.972886096707245, -0.7246135955133114, 2.1790357348803067]"
"[-0.7933024652281792, -1.0638188450362853, 1.7543994254211537, -0.9196208384095249]","[0.28274271595309314, 1.69702639208736, 0.4861626565764042, 0.7096101595534132]"
"[-2.7640371268205626, -0.6327436157375788, -0.11382145688571375, 2.5811229742136663]","[-0.026309585148016148, 0.6042137083483547, 0.24263531744163522, 1.4431517701195111]"
"[-1.2282761094980676, -2.2607136586297933, -1.0857633152536508, 0.8963689980464714]","[0.10397626318823674, 0.407428395386388, 1.8017519346682007, -0.10265883754605538]"
"[-1.446601750839789, 0.9342944111129337, 1.8480287449763901, -1.6109206198031814]","[2.914233379057782, 1.2841361897584254, 1.4937476372526182, -0.40903038397441394]"
"[2.1354829222740332, 1.7454597540258765, -0.3426779133087076, -0.460629626434909]","[-2.004940880291131, 0.4428312213840684, -0.8807435602306362, -1.046387180593363]"
"[2.1910109545767193, 2.4557212611190247, -2.6753617973956954, -0.09375410389390781]","[-0.739788407650468, -0.9252432324086535, -0.33899994091976343, -0.07686171165980393]"
"[0.0174664893358218, 0.7322925068410441, 0.3208093611220361, -2.8576451348957885]","[-1.2629360256873612, 1.8488102075272972, -0.38709596482801445, -0.653499423071146]"
"[2.2357029126066306, 2.6060686933688437, -0.9228318862226799, 0.4005517265325069]","[0.14650339682263294, -1.2387023453387045, -1.410980876143645, 0.11450643641641096]"
"[1.113459836366338, -2.3714257279545214, -2.2065809811939885, 0.6079761007401331]","[-0.9421381106924716, -1.8005381583785587, 1.2979849351595205, -0.49428898376300934]"
"[-0.09797037202192298, 0.5283285724754464, -1.2351846921848852, -3.5579744106451003]","[0.6410223550889425, 0.595775965681517, -0.08234714223225752, -0.10560874934261458]"
"[-1.1031899432220416, -0.02542158903281492, 1.3158069591706982, -2.2816001520301374]","[-0.014763138912724894, 0.6111474086972011, -0.5707376827265377, 1.0263721635801182]"
"[-1.9361144720926182, -2.1041076981630606, -0.3991518381342779, -0.1158631760104965]","[0.10952714498088399, 0.6423400337960663, 2.0675775075812095, 0.17106253870038518]"
"[-0.6345821691174514, 0.5909091560912414, -1.6212329466057547, 0.7459261695772711]","[0.3830105999672434, -0.4123573253041092, -0.10437182531261603, 0.8555432286841248]"
"[0.4425899651265268, 1.7260017293925902, 1.9978908926648402, -2.148611716235593]","[0.5291269341938359, 1.0099917805127094, 0.47539092543683736, 1.175102386900313]"
"[0.5432474051554685, -0.8418969738191223, -1.1710923929806492, -1.936916410612117]","[-0.6835350368080568, 1.4185416265772945, 0.30848737105225355, -0.6876461818101575]"
"[3.7750462373345606, -0.9688294961552932, -0.10964763906563789, 1.4014716193138321]","[-2.0418871339159286, -1.4936105301926579, 0.7100961335064866, 0.8614143406410647]"
"[-0.8465344817302335, 0.33433484457655804, -0.4637042583470587, -1.3413540991736168]","[-0.1673072893252446, 1.1204494728799212, -0.6879906009921147, -1.2273249702425564]"
"[-1.5053570002290948, -0.552660670795929, 2.4966511711882897, 0.826380459698838]","[-0.591584460170165, 0.9376791275481043, -0.598278090687696, 0.259509599388434]"
"[-0.5163058504869135, -2.005375037296017, 0.9581767031811652, -0.8007678161875643]","[0.64187996777974, 0.5473060155153308, 1.0594489849640505, 1.1694976555341972]"
"[-2.8362880232602943, -2.8085515403104666, -0.41588916724060954, 0.3338121556649701]","[1.07069430074534, -0.06095128778036442, 0.8572109897851061, 1.6187791308616026]"
"[-0.5549210786721825, -3.1287140895667087, -2.8509040682888456, 1.7223128386463333]","[-0.5929998029674922, -1.4926688405903017, 0.4190410301317929, 0.1518907276663298]"
"[2.4736663236225986, 3.4763163067980694, -0.5901530628372795, 0.5845097402688226]","[-0.7783036361825303, -0.8682297928057306, -1.1385592216741862, 0.13156366974838496]"
"[1.6088636997006174, -1.626252510649139, -1.7659482343758528, 0.4014387482753955]","[-2.097772839481385, -0.04371474753370168, -0.12082434047695406, 0.15299413426311484]"
"[-2.6949409446204347, 0.017268268771276785, 1.089941257628552, 2.4109201741854074]","[3.7415293790084476, -0.24428528656989337, 0.4897194527331584, 0.3840977250331042]"
"[-0.30997389132970193, -0.5354108802315456, -0.39931614210705074, -1.3942403981651301]","[3.2063705544359586, -1.3121180039070148, 0.6347193304027096, -0.2264204168673257]"
"[-0.872697998526075, 2.072885469617203, -2.2371103900952014, -0.014958806038186454]","[1.5309322232605505, -0.7475064965196005, -0.8843503615533642, -1.0679566723606024]"
"[-0.6012179605318464, 1.230996319653346, -1.105442970013002, -2.5263164326200958]","[1.203551898134825, 0.6026954225355963, -0.13120122765212947, -1.3274784115883476]"
"[-0.5467112944358511, 1.0350018341161251, 0.444155900471588, -0.726807264009977]","[1.7747918659914188, 0.6047032642202215, -0.41709698845724075, -0.46547505170480885]"
"[1.4324785456319373, 1.7732845955035887, -0.34815956436064754, -0.3761149857473258]","[0.22353857436047705, -1.4989737851069198, 0.05132819576456191, -1.0382194419398763]"
"[-0.06213582356581669, 2.715232131693367, -2.426078303708719, -1.6282969146382493]","[1.4938337705517155, 0.22290035844510306, -0.9070654855245583, -0.3117393947504945]"
"[-0.2451771338577027, 1.8274960038474561, -0.9982532013262955, -0.3786917636688636]","[-0.1804462976974605, 0.23397102405163311, -0.42599140968551336, 1.5518603952878511]"
"[0.6004803641709607, 1.0539743865161102, -2.6400544956467034, -2.1888531544207748]","[-0.2172365017132631, 1.4535266327282685, 0.9337662210475405, -0.9964872449166127]"
"[4.632574394270804, -0.5715580432260117, 1.4058049944453732, 1.3272619344034329]","[-2.1880541721887266, -1.8227430580712112, 0.6031475337109777, 0.5295093263442745]"
"[-0.7184716443020601, -0.0799098719954625, 3.2230208107790075, 0.3203897977541444]","[-1.0944163805956981, 0.8561947312509954, 0.4836365141166683, 1.4794132494247754]"
"[-1.4904730854078765, 2.2692216417033224, -0.8990929234611525, 0.26774868498289933]","[-0.015241845377424993, 1.5978336447296901, -0.3682101285499925, 0.18575264522755824]"
"[-0.7185452102464795, 2.5238083169614445, 1.845432830625157, -0.14762401801775915]","[1.659879258602849, 0.2929045479600414, 0.1418415864126967, 1.2586529486874234]"
"[-1.2649828867811925, 0.9795627910484641, 2.948430926217256, -0.3537318222845948]","[-1.5825639608801993, 2.2981093372817343, 0.4458171995024777, -0.22438373635874742]"
"[1.5338186554270565, 2.5710781427630907, -1.9852164409375865, -1.1273030236122747]","[0.5639646240540475, -0.08887678380213765, -1.8427871470779429, -0.8771793149354812]"
"[-2.866880323677153, 1.1216683575106288, -1.183616298125495, 0.7965808322895075]","[1.4497524462816407, 0.1442384096398433, 0.23109490312158404, 0.7564823499117654]"
"[-1.1781976095587128, -1.158813280642485, -1.4384974190636806, -1.6401394897427564]","[0.05461951666486289, 1.9554518233699794, 0.4779008851156518, 0.2038940984682349]"
"[3.6803722958775884, 0.7748443706556832, 1.2098690652473192, 2.997256678779382]","[-1.971905932572376, -1.5112150877130501, 0.25427662473431073, -0.01586380984684257]"
"[0.29799938399891196, -0.8323409833147185, 1.5007813103264118, -3.696663968583338]","[-1.418923874324226, 1.6072387325890953, 0.37875003687184156, -0.49485151801842847]"
"[-1.3889952942552732, -0.4876271312199271, 1.0463735561127987, -0.29329330113568064]","[-0.30443363361694104, 0.9114661060742751, -0.19154276417160454, 1.6903499641467492]"
"[5.6224488604044724, 0.80165307746387, 1.8338197250227308, 1.3910606403444472]","[-1.1872669817243484, -2.137600748481417, -0.26166215735976467, 0.4858083731206401]"
"[-1.2396436224613836, -2.0761236636498945, 0.18125523671125673, -0.5528766276215613]","[-0.24415579076370916, 0.6769117201002856, 2.458554085522128, -0.8173454162249131]"
"[-1.675661762934258, 1.3236964593425211, 0.33055960090211606, -0.2144173859143471]","[1.1763474663940239, 1.0285179915993476, -0.3610050573633656, -0.5105836699715125]"
"[0.7861072620473198, 2.039678191047459, -2.8914629608298883, -0.15973652188834142]","[-0.06085882628518051, 0.1731417798515469, -1.5315016376132573, -0.703892627557458]"
"[1.7808930299664825, 2.663746467634629, -0.7454918653309984, -3.29447469528332]","[-0.5967698536374964, 1.7377448022166082, -0.6476144607033757, -0.425142374743201]"
"[-1.2647045289516476, -1.7532865894642866, -2.2037729592370416, 0.5145475488870449]","[-0.8887101508483899, 0.7448960533937808, -0.45621556223956733, 0.04047336297609262]"
"[1.5952460692256152, -2.2673166923658004, 0.6315364500446381, -2.800228977529446]","[-1.9918031737446382, 0.4437810278251102, 0.7070097492366128, -0.6903062313198105]"
"[1.5229332673799705, -0.12902815497415088, -1.5697012786304512, -0.5874860418281738]","[-0.12255876502798384, -0.3919675039844098, -1.9096823237921603, -2.0401985507394165]"
"[3.5084714190946222, -0.5790802648244662, 1.3856687423255027, 2.4634545213885697]","[-2.3768640201836617, -0.9194993955609213, 0.43509238513303866, 0.08527507933938168]"
"[2.745548077343253, 2.769385173391396, -1.4180598331318717, 0.3326509993041406]","[0.37904690292074067, -1.4067850832785775, -0.8515922493504746, -0.646989628794442]"
"[-2.516430606373623, -0.8921864074542684, 0.8355663790568352, 0.9041021542178691]","[-0.6222954743101289, 0.6415811579469549, 1.5717580900069683, 0.47275015517293834]"
"[2.6963064319730052, -2.9408175875266704, -0.1264015437551531, 0.14034479506810893]","[-2.3028783265425714, -0.49611207051450973, -0.016147239816523377, 0.5642918291416056]"
"[0.8665932476934554, -0.992354643857548, 1.1802105204649989, 0.7488795442539096]","[-0.941174913545016, -0.7595629893948859, 0.49402052307685074, -0.49074979891704473]"
"[-0.4038601547594854, -0.8798246439916172, 0.29873807490258103, -0.5870364593798136]","[-1.4528733735424948, 0.821444192244982, -0.46797466412689603, 0.27419897406208027]"
"[-0.2437906837699199, 1.9466077946012283, -0.7524411319018278, -0.13664132789841865]","[0.4490114623349892, -0.22085982670796478, -1.2825803426651607, -0.9602765504803817]"
"[-1.5489383348178833, -0.8568239648022501, -0.4959340943685607, 0.6451754941742647]","[0.5108082988163067, 0.4537094045698625, 0.04480304388780402, 0.28788063163729377]"
"[-0.12789359036576156, 0.5756110370500929, -1.874605579573522, -1.5216383124628603]","[-0.6573532675110887, 1.4487775702791277, -1.2603966029915428, -0.8447055191194741]"
"[-0.6798817136172658, -2.1473100946393138, 0.5161311432482479, -0.8840428376850611]","[2.3267902938116283, -1.028674575895013, 0.3993490606723174, -0.7975702557681333]"
"[-0.35685111893669336, -0.9172546643615757, 2.8816412318848315, 0.9718840202437945]","[0.39377517487738944, 0.16787572084972943, -0.07485786949665134, 2.174656477877189]"
"[-1.3924127627171354, -1.2408257594821395, -1.0706736259962926, 1.0128289217901865]","[-0.2930142694146253, -0.9050905838813783, 0.22222056507405408, 0.8223559731035671]"
"[-3.348139880230663, -0.4538458559613365, 0.9114717843852876, 1.6243652234232862]","[-0.016566463302035324, 1.5593845768720787, -0.3150604433696204, 0.9018620718038579]"
"[-0.3363055383178232, -0.2841920002882329, 0.9290538903724521, -0.7576884131555396]","[-1.6591332876472935, 1.5515187417043015, 1.8531792832235183, -1.0386487169024876]"
"[-2.8811839821106626, 0.3448970994291084, -0.22467979796082863, 0.9932737960434629]","[0.9304375966265448, 0.3111485373150888, -0.7531775902599461, 0.08833146855624502]"
"[-1.1454173430191894, -0.033143891056760806, -3.340882872521182, 1.1904102567249077]","[0.4953175535573769, -0.02097681628135283, -0.21008499196611247, 0.008929623540987575]"
"[3.1865147089119445, 2.146331519661403, 0.7843178978696476, 1.1908130889183013]","[-1.5656150541689415, -0.11495753938452932, -1.1282491869518148, -0.11448764922129988]"
"[-0.6479188079969769, 1.7759778583475312, 3.2390543850750526, -1.809012124915666]","[-1.140210391419347, 2.3982555935801155, -0.24517319847931346, -1.156268597063465]"
"[-1.3213528193747026, 1.978959878343107, 0.30390162189422276, -0.5231209850605574]","[1.6922787810197086, -0.33930067350115367, 0.7081180504801746, 0.9108229543069802]"
"[4.774047518877517, -1.0558038257338314, -0.13469143246043203, 1.3947946849055353]","[-0.7137583098337019, -1.9936666472324556, 0.8834085525988069, 0.33741841382079496]"
"[0.33689676911971317, -1.8596869469526731, 0.14552645674638934, -0.2718661782089465]","[0.4503000196781797, 0.03285599135087648, 0.11375501782931915, 1.5475788258125107]"
"[-0.4644529765031461, -0.7621803097949232, 0.5831403709009663, -0.9599157487911113]","[1.227251569765082, -0.7787419357782442, 2.0133368497496553, 0.0020867552519099465]"
"[-0.04132545978871523, -1.742911038374069, 2.313040263191459, -0.3208012625488874]","[0.40647861586259504, 0.2688062125930225, 2.0563754294777192, -0.9950191348713491]"
"[-1.5343633391669553, 1.3071083272859763, -0.3592835521367598, 1.8096479741352485]","[-0.4293972720165479, -0.19912325458669752, -0.45943848773299606, 1.0331126929574015]"
"[0.11666714486670991, -1.593921548837736, -1.4888976544334533, -1.2084592713596694]","[-1.6549859693289353, 0.5265888545644472, 0.617923310502965, -0.004756195454104737]"
"[-2.5806981752922327, 1.9371318491355924, 2.339422111137305, 0.6090464071286154]","[2.608000384223357, 0.5164372696931072, -0.2650861597337024, 1.361669820534426]"
"[0.6989066420447445, 2.0063301378978373, 0.7900673060697485, -1.7616726640874991]","[0.1283119633416208, 1.3092668726813836, -0.0456667987157029, -1.6810922821567775]"
"[-0.7813914192231659, 2.0743976389618575, -1.153263590433122, 0.9458097981962762]","[1.526405547404693, -0.37510257349211346, -1.2373116908485782, 0.5543523976633432]"
"[-0.6141620607973294, -0.8598764812158243, -0.6039819558932314, -1.4018516411502835]","[3.266435458177463, 0.5557899876901173, 0.613637923898065, -0.23747627391065662]"
"[1.5036565116934988, 2.2161032821803306, 0.8061550511910939, 0.6376710348958636]","[0.29550840547304774, -0.6549384187061069, -0.2756002349549787, 0.11536443797856358]"
"[-0.5601066868230294, -0.7831614387092215, 1.341375324325569, -1.2636503134828232]","[-0.33055094137086166, 1.5716406352432521, 0.8991385341820134, 0.23557230666401618]"
"[1.3124424024655434, 1.014053362120399, -0.9858739110112286, -0.8047444363670667]","[0.4070779418450996, 1.0544094474263146, -1.3378251575825726, -1.0297560180314664]"
"[0.29633388419127654, -2.547705667534515, -0.5419210417055268, -1.4335658974550984]","[-0.1452145775648575, -0.26213111276848167, 1.975755374420355, -0.16037445965093727]"
"[3.266544436311786, 1.9933542984581716, 0.08911436089023146, -1.4360978712749295]","[-0.4306003987279595, 0.12022506593926588, -1.026098907630901, -0.6286749812461163]"
"[0.984693758897252, 1.792913773002712, -0.5118284341614436, 0.48926864830893285]","[-0.6363269601025778, 0.04678037566599694, -1.3376083869701156, -0.7780535836625664]"
"[-1.6932982571341157, 1.7485713321967966, 2.7534194456810956, -0.7315891852785396]","[0.00570511015984738, 1.1698050128498179, -0.08702248147300018, 1.8041619237697286]"
"[1.588178439684263, 2.2916257371946385, -0.11214217294632087, 0.4623274506095186]","[-0.9122631004810788, 0.7056404360217048, -1.4512297333803, -0.3717870015455615]"
"[-2.5923873846523193, 0.6097111994860802, -0.3757518604330603, 1.8564353790477306]","[0.23784267462591005, 0.11823778534001297, -0.5227075179898073, 0.7657352360095976]"
"[-1.4398355735674746, 1.5382526272776502, 3.1494598125519206, -0.617705243584247]","[0.6796230028304068, 0.865935861771989, -1.21567865124996, 1.443607056058473]"
"[0.40286279352799753, 0.880981749890916, 2.9327274648798167, -3.3167304722073365]","[-0.6762682197200057, 1.8602571646988662, -0.9607568187076667, 0.6609186557870025]"
"[-0.1481052252087539, 0.04956179981881289, 2.829352797375362, -1.6411023353017546]","[1.1655594144252808, 1.6033299490315447, -0.13198262048184067, -1.4360419182646493]"
