image_embedding,description_embedding
"[-1.534349396361945, 1.3070964301870904]","[-0.4293533333494469, -0.19848423445980656]"
"[0.11666719254918267, -1.5941057741270424]","[-1.6549860210271479, 0.5276232954051615]"
"[-2.580688918056936, 1.936904165596542]","[2.6080127838956506, 0.5173750244491755]"
"[0.6989308778735815, 2.006391146012218]","[0.128266778890074, 1.3091856203969447]"
"[-0.7813963795872189, 2.0742143591152153]","[1.5262826547162913, -0.37619588262760684]"
"[-0.6141530388922534, -0.8597502776884072]","[3.2665101393654106, 0.5570997697150504]"
"[1.5036750137324346, 2.2159130991660727]","[0.2954272720324944, -0.6542649524058682]"
"[-0.5601137729557367, -0.7830156979148594]","[-0.3304496878019915, 1.5727374563728775]"
"[1.3124358814098627, 1.0140993053947343]","[0.407037112527239, 1.0542313540387644]"
"[0.29635758615889946, -2.547718661704524]","[-0.14527714137542053, -0.2624919998389133]"
"[3.2665500959075255, 1.9933300716349844]","[-0.4306551361903622, 0.11974683773840336]"
"[0.9846819734873017, 1.7929654390353582]","[-0.6363421338009088, 0.046583760001629185]"
"[-1.6932916145054602, 1.7485693140347662]","[0.0055981613999520445, 1.1687370025262196]"
"[1.5881857134693464, 2.291480975105702]","[-0.9122407528872707, 0.7064606693001619]"
"[-2.5923924884707414, 0.6096712050812347]","[0.2378978538035011, 0.11782543650941311]"
"[-1.4398237435443395, 1.5380610597289037]","[0.6796057452601617, 0.8648407576587094]"
"[0.4028604582712721, 0.8809246387410726]","[-0.6762592176760669, 1.8600664545161358]"
"[-0.148078690888607, 0.049700537682177935]","[1.1655304052226285, 1.6017854488164023]"
"[-1.0625125968813844, -1.0088726278773343]","[1.2108648101843151, 1.2074283117085303]"
"[1.035467584452799, -0.7048533318344761]","[-0.8370585522407543, 1.1599985158190678]"
"[-0.5666639052366976, -0.8158399927428139]","[-1.327784946210839, 1.1206416717937968]"
"[2.518044916975972, -0.14015678563054582]","[-0.174056815003988, -0.9581066492878568]"
"[-1.8640602990070558, 0.49877117206964694]","[-0.07353570071178717, 0.46260335833357646]"
"[-1.211507460847117, -0.8568911965674082]","[0.4485340572712703, 0.5313798888692763]"
"[0.5248066970548793, -0.4197698639723526]","[-0.46928045392871903, 1.0862514347042576]"
"[0.4341563663531372, 0.3454243941117736]","[-0.5434171147550495, 0.8267262135388851]"
"[-1.9137687061113096, 2.4400678789553067]","[-0.6742851991330981, 1.0369583113301128]"
"[-1.0744546669959296, 0.35986331573334956]","[-0.5628819769330381, 0.7377542871115911]"
"[0.8659021081077676, 1.0700264167812832]","[1.4069942334853243, -0.49999426343740233]"
"[1.9410477538479738, -1.6395165321700305]","[-0.5803501278845283, -0.9858327481620401]"
"[-0.9195835736263825, -1.6391072746294546]","[-0.3149455305037746, -1.3072902732659637]"
"[-0.7643530703045849, -1.8374935627589275]","[-2.41655392714557, 0.5581016123923342]"
"[-2.6587444451070126, 0.5258668726693964]","[2.8555995603042077, 0.8104433450359156]"
"[-0.14037053251875056, 1.345224077451095]","[1.2353211232468841, 2.157352389837931]"
"[-0.19295250824352853, 0.007757220571950989]","[2.2504414224152356, -0.08556017158661532]"
"[2.124798828397481, 2.9369281576743904]","[1.805894309648816, -1.7721121057228844]"
"[2.8493420364580815, 2.3483622192701232]","[-1.3301477162453272, -0.08746376964436718]"
"[0.7745871980550901, 1.2633714993612242]","[1.3962524620202803, -2.115856423880764]"
"[1.5530392246426457, 2.890474609553223]","[1.8709250130203992, 0.7460613163746201]"
"[1.0052822451974956, 1.1034261098206464]","[1.6453195383427972, 1.0998444998539176]"
"[-0.6220028205561361, -0.3418063139894011]","[1.3238888885396274, 0.016146761846250742]"
"[1.0656197907420366, -1.7712929896926934]","[1.395351421930726, 0.4057105302859546]"
"[-2.2298551636649666, 0.13613026981723667]","[0.6646167578111458, -0.362944730910615]"
"[-2.215119908569573, -0.4986274311771036]","[0.649526613023755, 1.6315795508095363]"
"[-1.4935359428529513, 0.9297893620087717]","[-1.5261219250440172, 0.6945275940049241]"
"[-1.343459508133096, 0.8034205064408868]","[1.0083532158303319, -0.20947152528545335]"
"[2.6483295893631644, 2.552045381062163]","[0.4027934807895397, -1.1057651987460113]"
"[0.34415999367654393, 1.7883729161062303]","[-0.28002616783174716, 0.8761392858367384]"
"[-2.149859234539907, 0.6002947019145825]","[0.33139633325452683, -0.013758161029631576]"
"[-0.9155699627631185, -1.5189956803999298]","[0.45471628510150014, -0.08994809385600379]"
"[-0.07773411291552945, -0.16092982906747239]","[0.17980199697555185, 0.23256395327661855]"
"[1.8502647596678317, 1.084586670493028]","[-0.7106244627663659, -1.007344262409791]"
"[-1.7905329180002822, 0.04560960731331951]","[0.8895767441921595, -0.6668922418170434]"
"[-1.8274452580332532, 1.2091162062153475]","[1.2640024647530719, 0.004328360317500671]"
"[-1.4404435322707994, 0.9498068613133697]","[1.2689634927908116, 0.6057923446486876]"
"[-2.559153765374442, 2.5027592609239635]","[0.6847452223512542, 0.5179307619761306]"
"[-2.127580849775366, 1.7361104984417746]","[1.1590021133673007, 0.10278257090990625]"
"[-0.6620372203917704, 1.0616637800557478]","[0.05835522092885648, 1.3446620945730783]"
"[0.07604268694508043, -0.810223705739454]","[0.17110997587912646, 0.6963033456858168]"
"[1.2516429933136568, 2.0399791018581235]","[0.08866300459529604, 0.7305240686938452]"
"[-0.7977492099272558, -2.344248735768774]","[-1.3631304056443174, 0.8223392714225328]"
"[0.2677907806406741, -1.0382419302052748]","[-0.6793992306274392, -0.14104308373387375]"
"[-0.3631634392351254, -0.6382635436895253]","[-0.7938878886959572, 0.20745019500455494]"
"[-0.2250658391468968, -1.4677568849809037]","[-1.2021933469105663, -0.4412980993596998]"
"[0.8081167762732664, -0.46192044036191376]","[0.0958623940296485, -0.722661156862966]"
"[0.09494892428525285, 0.009395836397000042]","[-0.27836427614807424, -0.8612346901953511]"
"[-1.9513646847587178, 3.473273024709762]","[1.0322022002116227, -0.1726084509677728]"
"[-0.1610910619160694, 1.2726869714010545]","[-0.5879439144623273, 0.4179097105083725]"
"[1.5131682837581821, 1.8809972500025918]","[-0.28658631375757904, 0.06337563375593026]"
"[-1.4164064034924997, 0.7507097960745351]","[-0.7440319087016941, 1.0137851592690803]"
"[-0.19726378554904075, 1.3670947189783362]","[1.6655676521750984, 0.2899796895488632]"
"[-0.8946774694869704, 1.474652705126983]","[-0.0875061167230901, 0.729783412543391]"
"[-2.1060139026814846, 1.417428523260898]","[3.81186898414234, -0.8545308937889424]"
"[-0.6209533809156356, -0.37903148285683314]","[0.04048833781092108, 0.36120403998559075]"
"[-0.9763799242194381, -2.060803915414691]","[1.5063405061252073, -0.1834135945181949]"
"[2.334480815536057, -1.3145934907470378]","[0.472105078643826, -0.572082738523772]"
"[-0.7291824205124524, -2.7330187513755657]","[-1.5031510467462326, 0.5282144027897695]"
"[0.43040339011605366, 0.2649501265351122]","[1.4003018428266323, -1.8438510938441488]"
"[-1.304289125668439, -1.9723875737917587]","[3.51713013578985, -0.5178577850958025]"
"[0.36951156889196823, -0.025715525766116663]","[-0.3251861972363592, 0.9326150634426433]"
"[1.2354673522384072, 0.7756865424843999]","[-0.0744759468524593, -0.32246479603311706]"
"[-0.9625752346089765, -1.7416560483970454]","[-1.1628887108866903, 0.09506601048590538]"
"[3.953472548347034, 0.2613719175897327]","[-1.3782080326013253, -1.128007305566183]"
"[-0.2026892433278877, 0.17491229784276915]","[0.5350827131216859, 1.8041070731537519]"
"[-2.0154350070999194, -0.04951035525645042]","[1.6480800568050058, 0.7729461951017513]"
"[-0.5033445120267158, 1.8264358070874769]","[3.220789065703178, -0.5593570323419023]"
"[0.955648046390046, -0.6932663581059483]","[1.470399780310932, 1.6782181598686925]"
"[-2.466743080566956, 1.7356176966081098]","[2.0282083127490584, 0.7625335065302485]"
"[-1.4779977305282683, -1.7646748691666532]","[0.5940062164141985, -0.17974220335742153]"
"[1.7870795370871457, 1.9254554556122894]","[0.0579204180834758, -0.2862019103438741]"
"[-0.9703302648457741, 1.7047824711191328]","[3.472525207110746, -1.731167757356554]"
"[0.5725479921680217, -1.2894460644947396]","[0.32120807814085306, -0.3886994583646935]"
"[-0.8444298864037195, -1.0179914216988268]","[-1.3823289812554738, 0.6872317374399715]"
"[-2.1040610701830347, -3.0446553271582126]","[2.413929301898129, -0.4186888635081747]"
"[2.158107043133921, 2.263777217122125]","[-0.5726355634058757, -0.496297981031095]"
"[1.1919361985444688, -0.28462365847619703]","[0.24465863204241756, -1.655773567818302]"
"[-1.1040754894926963, 0.9249389159115057]","[-0.22082149241929597, 1.7083721156620137]"
"[2.2623415899838535, 2.497065485143092]","[0.3931681504420606, -1.3135054408761941]"
"[-0.6300454142680785, 0.4884146034911185]","[0.6457223125727765, 1.3033118867008517]"
"[-0.35608941494116114, -0.9016736959785625]","[-0.59455147499221, 0.2108096373188411]"
"[-0.6362100924898043, -1.0928457631214163]","[-0.515160407759636, 1.069861488359977]"
"[0.33589327484703946, -2.650728673299992]","[-0.6122320612440529, -0.5752946302872718]"
"[-2.3369966034835747, 1.9412150340666943]","[1.5958233252521241, 0.5792460805148633]"
"[2.2583804548363404, -0.6414195506234265]","[-1.304522384976846, -0.5747621545890105]"
"[0.32062992781173244, 1.1096399151328185]","[1.1542363601917538, 0.5091814289673827]"
"[-1.622690026582165, 1.4294988415431091]","[1.1500989631219627, -0.3993905365947875]"
"[0.7532777616012886, -2.285025272765838]","[0.7818423579124424, 0.012350318447997517]"
"[-1.7047460731500517, 1.8337801401826237]","[3.496969824257173, -0.6059792025993455]"
"[-0.1391407839723823, 1.3105743747267198]","[1.6884685999535358, 0.14493981445122253]"
"[0.9252821566226512, 1.8576984389003592]","[0.15099399859258747, 0.3916327024486249]"
"[-3.4123419238443202, 0.8812588445001135]","[2.071099569306787, 1.3041154677214448]"
"[-0.2583739391627579, -0.057263308987720966]","[0.11082502549453219, 0.732764811950175]"
"[4.471076324500819, -0.9506141068087437]","[-2.1524125695798, -1.3384649303912515]"
"[-1.5396060253234665, 0.14960041366396967]","[2.251714715638396, -0.8678559307052413]"
"[2.284867174978414, 2.96395326301302]","[-0.16268196305842186, -0.8369229839999939]"
"[-1.2525671836635468, 0.16050378534195037]","[-0.6388669008610787, 1.0932172907137967]"
"[1.1304642281713968, 0.4336011391701558]","[-0.22419110694926173, 0.9682445589696663]"
"[-0.887309485590346, -1.0136577479773623]","[-0.5296420192445151, 1.1551622392780534]"
"[-1.2506064916080388, -0.42832266961261084]","[-0.16451896399852758, 1.5234014949946697]"
"[-1.014602436626517, -1.1907836495361013]","[1.543237587657995, -0.6623156340113491]"
"[3.117916754017067, -1.804951275282131]","[-2.6384357593259975, -0.92034604037389]"
"[-0.5247714227495438, 1.8508625943577242]","[1.0315712780994544, 0.5503385132770618]"
"[-1.1190296834025937, -0.7901806562879853]","[-0.2270552725674796, 1.1428328419752987]"
"[1.0218476099329188, -1.8409425667710095]","[-0.15933216064039904, -1.8633839468192825]"
"[-2.2752745060501285, -0.099732701685403]","[0.910272318576144, -0.3788620875166177]"
"[-1.3927443598360478, 1.8285818377959389]","[0.021900996329097956, -0.07334405601506643]"
"[4.042181951240022, 2.620204788265785]","[-0.9173830696137768, -0.6281289802936414]"
"[3.0027687540554484, 2.682643047689635]","[-0.5436348198982709, -1.1760632163530242]"
"[3.6850457267272834, -0.19029423542030496]","[-1.2086305059299371, -1.7336768217802945]"
"[0.6316376620221291, 0.8496595818647563]","[1.046634978828747, 0.04928938144386161]"
"[0.7651274210914938, 1.8460401744318649]","[1.8777101572827848, 0.8499456719836943]"
"[0.5590173215915824, -0.38887094690986634]","[-0.21085277554579504, 1.0344065971335537]"
"[0.025194255533476324, -0.6511813301115454]","[0.5346210961170904, 0.8171234476717973]"
"[3.60534166386391, -0.5655503501041942]","[-2.8733024916754224, -0.5087633173968517]"
"[-2.6760493784668724, 1.626311333404916]","[4.554953994091666, -0.029630931493675825]"
"[0.760212027774318, 2.009247009875748]","[-0.5126085965600454, 2.2205827534599862]"
"[-2.8123919789682748, 2.277393406292657]","[1.665774347491504, 0.8107420590329458]"
"[1.7368040288161186, 2.9151564971738346]","[-0.5434425636970133, 0.04447448854116758]"
"[0.6620367784469549, -2.258224948698996]","[-2.424859889681152, 0.41930081064221353]"
"[-1.0508708450019053, 1.001456569561374]","[-0.2596079445055667, 0.312924342257884]"
"[-0.04969806669035088, 1.2383154543122301]","[-1.2473066392251144, 1.3972936047079125]"
"[1.6092680511976718, 1.1546850091884613]","[1.191988099804251, -0.5244771854663604]"
"[-2.7099529750998492, 1.8692188410460753]","[0.8501009203088731, -0.14032103485931724]"
"[-1.3188951517430405, -0.45475020589521353]","[0.7111708077309368, -0.5899698526887507]"
"[-1.3360301346932841, 0.00033197937125792104]","[0.3552387535507739, -0.13672110064884596]"
"[4.534519589655161, -0.5598739326626675]","[-1.5455956955718448, -1.3915919280068252]"
"[0.6130601751124469, -0.6512871200230866]","[0.08981656439504465, -0.4990490360903753]"
"[-2.5386670822649693, 1.8474014716429807]","[1.513285130880108, 0.424746523318044]"
"[-0.4333209880972329, 0.18266228717087282]","[-0.7469769025981312, -0.276651577673148]"
"[2.327483137419491, -1.7992912191788517]","[-0.6814739215053628, -1.814218380597741]"
"[0.21427998793851855, -2.6174098463540862]","[-1.6571195895871587, -0.18056372673280155]"
"[-2.2145075382606887, 0.8794673581627525]","[1.49303348003229, -1.04995634568529]"
"[1.4429863176440088, 0.8263020608295767]","[-0.22740867781133245, 0.598895180045915]"
"[1.3867008545098765, 1.143857519747952]","[1.759143663716642, -1.0826183033309902]"
"[0.022382272085488257, -2.6469698402780533]","[0.9531111334810551, -0.8063551635374965]"
"[1.2941898501830638, 1.8789420748063113]","[-2.0212087815163926, 0.6289284763348296]"
"[-0.4768851224189962, -1.855398119480721]","[1.0773605764835854, -0.45865955168840516]"
"[-1.6608268362883953, -1.776283604027624]","[-0.30959518098694566, 0.08449748863159658]"
"[0.8946189455432797, -1.0447185461904342]","[-0.3388844557329582, 0.37433624122355824]"
"[-0.8563921366887475, -1.3530820636332144]","[0.32388256661274417, 1.0622923112545517]"
"[0.9548308239207499, -2.198538477298109]","[-0.10584789104036499, -0.899156402834682]"
"[4.183127955990503, -0.02128900599447367]","[-2.6990643602583924, -0.8626640439948939]"
"[-0.6226291626731677, -0.7394020349146799]","[0.9982362408049901, 1.2749665890072177]"
"[-3.132184037637465, 1.108018834304117]","[-0.5774479492980984, 1.4131690292927477]"
"[0.1375711117265868, -2.440576334928653]","[0.20282861484382364, 0.4798866742702019]"
"[1.1379707128190704, 2.0535690986543074]","[-1.891853418087255, 1.925540353957903]"
"[0.6631828908931007, -0.3337981107640596]","[-2.195166426033233, -0.7365514688218966]"
"[0.5596178857198472, 1.588248671973701]","[1.7031169479442632, -1.7490638944161272]"
"[-1.7080118951610506, -0.38820499617758275]","[0.4788231632313944, 1.3633358360237358]"
"[-1.8462109563585603, 2.1758254359868343]","[1.247709378059117, 0.4996228960238094]"
"[-1.2262415189819234, 1.7739468239325564]","[-0.18237274968318884, 1.8846460574852109]"
"[-0.5970045718576812, 0.5279552565515083]","[-0.78521150772649, -0.34055308378145704]"
"[3.847622878949957, 2.1037923032246804]","[-0.5900757613194317, -0.36437350571283633]"
"[0.7154779895221581, -2.386329953843149]","[1.6348611300375473, -1.0337370049191201]"
"[2.120830966411318, -0.7698421978775882]","[0.38324849503350306, -0.4357283040872981]"
"[-3.072210850706508, -0.08820622449983123]","[2.2812917546580618, -0.6681242308927792]"
"[-0.8909244711326794, -0.9820044559081609]","[0.7800517470858126, -0.23887699273761992]"
"[-1.5029412266967899, 2.1996946985361014]","[0.19371960685890027, -0.18055157197464344]"
"[-3.028393851396938, -0.06355909877085486]","[1.3784963417644291, 1.1835920106958178]"
"[1.6954775584549833, 2.650942830751432]","[0.7737795230980582, -0.49273589146123553]"
"[-0.6566505855334092, 1.5744217608886837]","[-0.5252102440647402, 1.1594324462464292]"
"[0.3144218862392212, 0.5656943751144762]","[0.21296556888517132, 0.7399937074975276]"
"[-2.0407628638643476, 2.8758831879021165]","[2.4181376907985976, -0.298064250615173]"
"[-0.6876070897511896, 4.23548618679088]","[2.110978529930462, -1.0230362485665934]"
"[-0.2979097510370538, -0.9834386200115023]","[-0.7163169660000226, -1.0011052039758677]"
"[0.27289162643811177, 1.6263951862790778]","[2.357208736655622, 0.9473080655369399]"
