image_embedding,caption_embedding
"[0.10270213534245029, 1.9584678478322368, -0.5800567450270862, -0.4094468877270361]","[-0.3524962095356399, -0.8145240223589122, 0.5880431736972911, 0.8240763402482402]"
"[-4.243274798231963, 1.5819405431801157, -0.9659573379413912, 0.24671991845218413]","[1.0949948186971799, -1.7395466208537478, 1.4111595757701747, 0.10081384074975051]"
"[2.6760576347857734, 2.1998204503067007, 1.7520429140377385, 1.691924407325592]","[2.0416905529911915, 1.3291188695309741, 1.3395776846663887, -0.9757992074928916]"
"[0.8913542981271888, -2.9926959367167423, 3.15021760209985, -0.48525427353800227]","[-1.16868403973396, -1.6083663077344197, -1.4840685815710415, -0.8133831360921415]"
"[-1.4326103151869292, -2.4369514799108702, -1.6250786550339393, 3.2221441920191776]","[-4.50640219538334, 0.5368712564442626, -0.5832117854063129, -1.1827497096805857]"
"[-0.11541109533598398, -1.6367546164069233, 3.220565145499805, -2.231438501045459]","[-1.734781140112531, 0.9200166964823803, -0.36194716030590735, 0.5103266775828962]"
"[-0.9999678431152141, -2.1335169747871987, 1.7759133908791205, -1.8578432233351925]","[1.0781188700252287, -2.6612591376773516, -0.6309973118068648, -0.26074033881249015]"
"[3.094361139679141, 1.9911521838732547, 0.20406489239114245, 0.9473267558687041]","[0.16687415103450562, 1.5786588355264857, 1.7837506475484313, 0.8568246183804041]"
"[2.177759244143179, 2.797665258411068, 0.6638606474793173, 1.4417646282713203]","[2.1955762414274886, -2.3353749174286196, 0.332724062514894, -1.3084108716393168]"
"[2.350167341080778, -1.1651548895986856, -1.1410052352127074, 0.019759320544754336]","[-2.6407865257287564, 0.0335461713980015, 0.23922565653460134, -0.5197423492948074]"
"[2.3368430023958355, 1.3354228021664412, 0.06640900028538128, -0.9188819683253613]","[-1.2013812393475116, -0.6904187314847485, 0.6513062869643002, 0.19250944064894507]"
"[0.9167770742144904, -2.3357989746929833, 1.986039181067178, 0.12806279388901123]","[1.7595766261583874, -3.2880129038588413, -0.5727852072908286, -0.3549963834758377]"
"[2.269581008245484, -1.1525192000772826, -1.674791170548861, -2.0120342256591326]","[2.142121591812454, 1.985881694711448, -1.4219474657390938, 1.3311560763678207]"
"[-1.7472712547296616, -1.203172761831576, -2.9343517590851884, -0.24968579388631687]","[-0.5651888684220666, 0.9151065464837194, -0.10387080690815642, 0.04533795094457377]"
"[0.21696499518834503, -2.364619603566863, 3.406005249342815, 0.1693513847596688]","[-3.101833962003919, -0.4529508190175527, -1.5358862684177699, -0.5733652124056385]"
"[-3.7404218098830664, 1.8553876784170054, -0.8228725688596092, 0.0037619470990864217]","[-0.6423257872833482, 1.3650733728975843, 0.4664739612970327, 2.2207477792119654]"
"[-2.3432273398083963, 2.7767202886558127, 0.4995049650570997, 0.49173952172528246]","[-3.0366603039874382, -1.0543818940058456, 0.04992897018459016, 1.3845656116312886]"
"[-4.119666066649532, 2.0056545965556634, 1.0604052217502429, 1.1235582002370597]","[-0.5974887848253203, -0.5061968762597978, 0.8058101944102127, 0.3858973719956166]"
"[-0.6083671916539156, -1.0117816084100542, -2.8187995019404517, 0.03519170507903285]","[-2.6566903569176556, 0.5475648749155476, 0.5552254945265538, -0.1862155038157118]"
"[0.07915229652671692, 0.2198645751295867, -0.597441060384038, -0.9248138662251402]","[1.655438977334413, 0.07606475035220461, -0.8906254129623518, 0.5906454566858858]"
"[3.1555524945251547, 1.2840396907382818, 0.49670453995990116, -0.3017359696632559]","[0.8715791897062026, -1.8970033096024903, 0.8279857238548892, 0.6260167851091742]"
"[-3.2303669648143405, 1.4591644177294578, -1.2051973199157036, -0.03288474177949492]","[0.5999899328649757, -2.223168126308801, -0.2985099306065131, 0.6255470003204401]"
"[0.05510052740835029, 3.108321642147165, 1.502190967556301, 0.06493938237782695]","[-1.6518460203465963, 1.7624841733632857, 1.2816127280043714, 1.9881600044200554]"
"[-3.644328289298961, 2.0621880461245743, 0.29963575584198654, 1.7600838860220092]","[-0.5281775867452909, 0.3723228420100053, 1.3694719865381648, -0.1538750495589019]"
"[0.541163582025476, -1.2937791241905248, -2.421116791098832, -1.8037037421069546]","[0.49211344112918065, -0.4138434629060039, -0.6353470996131573, 0.22722313451963008]"
"[1.9226326331717112, -2.013414378177996, 0.5477917290116058, 0.02194889981624078]","[-1.6527939782705936, -0.9238184243599131, 0.6145424116277407, -1.1088948419391131]"
"[2.737516368823314, 0.09619694763799612, -1.0946967865245087, -0.17844934776549665]","[-2.4253384048530178, -0.2811478480648226, -0.037510454421691784, 0.9144825668331471]"
"[-4.4071392495239055, 0.8786163200626771, -0.7579402929971416, 0.6349886079833664]","[0.6023217396947947, -2.6256579148127432, 0.3368927942960815, 0.8525585429788423]"
"[1.112283592543034, -0.8729569353318546, 1.55859616491534, 0.6699847981408351]","[-2.4833263004000927, 0.4904523840279782, 0.6470702272519836, -1.7813060478230203]"
"[-1.7148687061331738, 1.7821678906449012, 0.9685813158775937, -1.7258901013213113]","[0.6537748444837692, -1.4774832727313676, -1.6313345999738582, 1.0280723457112668]"
"[0.6048976367005572, 3.119342759219543, 0.6107731502422067, 1.8533366942802592]","[3.0978099817369604, 1.0102859497826862, -0.07448092235604602, 1.2499934542724487]"
"[-2.808834986526029, 1.6522733030008137, -1.0397072671734195, 0.4115974930331153]","[-1.711515747276916, -1.5072910005284408, 0.963688154949324, 0.9859490081241911]"
"[-1.1120787931910325, -2.0519070340988677, 2.9203823588961297, -1.441596738223144]","[0.9535772669835679, -2.1149938129752583, -0.0020313699990522627, 0.3705942912055618]"
"[0.16436629215534684, 0.8600386657407062, 2.3997167873633938, 0.4677829803540921]","[1.2429856611741414, 1.8724348976683016, 0.8455952890508018, -0.9191662301384735]"
"[1.9616959288911284, 2.819362041176578, -0.4179654450411882, 0.33856045888994507]","[1.6652645988534804, 1.216639113148704, 2.2049981570201553, -0.8204306664810362]"
"[-2.217056811057762, 0.26704647683623245, 2.1787588668353957, 0.8823677790133152]","[-5.397109460647033, 1.0288925840695506, -0.672129421521475, -0.04539571243730969]"
"[1.739995726157007, 3.0679112772169703, -1.5892738876263683, 0.7265437641476163]","[-0.12514086861425483, -0.6153568425621221, 2.3986047239835426, -0.5939219280546935]"
"[2.9269631808763577, 1.685407103260335, 0.614878786494884, 1.197820825952525]","[0.17155061287338108, 1.630539901342593, -0.06194748432270536, -1.256832561266407]"
"[0.6932317043571669, -2.0138537595152397, 3.6083047267885715, -0.1280835349531258]","[1.2510561491156744, -2.608025193809238, -0.6158884724649161, 0.01310383639808217]"
"[2.3769916167951166, 2.845548390147577, -1.211780068905435, 0.9808327237899317]","[2.3305222247653066, 1.2531266863864459, 0.5460761978853814, 1.7316441006719387]"
"[-0.3390387498804038, 0.08242292990071658, -0.9453539574026322, -4.334852537784123]","[3.4489506888800054, -0.3565360557007147, -0.9796600024487171, 0.6313311606489329]"
"[1.4050423222593103, -0.0936382314149215, -0.8012725064654165, 0.2574656450052738]","[-0.20890117470230954, -0.584100364739596, -0.2067018163713811, 0.34116322058491727]"
"[1.695233579984506, 1.706201484382246, -1.6652490505877506, -2.209032003393642]","[3.9419569987622083, 1.6125955374493492, -1.7928112864459138, -0.12142919868433]"
"[1.2670560669930822, -0.9757202764036399, 1.6306538694260744, 0.9743335313821292]","[-2.474409272949209, -0.9630510989197272, -0.09239630088256005, -0.3364004575694235]"
"[2.2767099800563795, 0.09448296785218538, -1.1308008375431755, 0.4545083212667864]","[0.5943387969934042, 1.6361680307863422, -0.37226135392200105, 1.2657451101288566]"
"[-0.87918981138162, 0.7406093221708853, -0.39448243996350174, -1.0087178037691715]","[2.6471062732933106, 1.1692135280137246, 0.3527472337181572, -1.3483793218176712]"
"[1.2277105877975703, 2.615949943912369, -1.7795170907243285, 0.09800411450622482]","[2.479678189840261, -3.065251097316418, 0.3287241007167211, -0.6783053523170075]"
"[1.3842135882832256, -3.0021742459138374, 1.9968565059812995, 0.05974375082485616]","[-1.1282904000418332, 0.49574100036518676, 1.1584001676999982, 0.1836694750954396]"
"[-1.6268872209279288, 1.9601378880602855, 2.330251667550482, -0.5568890341521817]","[-3.6553851546427127, 1.9079628981144499, 0.9706018093689877, -0.44383922177342794]"
"[2.207832895899635, 1.646215321134249, -0.7305828253929224, 0.48288758108408186]","[1.8048054092330137, 2.1484152170767583, -1.0048749712829408, 1.3512889934936596]"
"[-4.371448319230847, 1.0506280828523549, -1.1482486182643683, 0.009833701582192267]","[1.041779048242439, 1.5841882323545193, -0.9516917607682994, 2.1236775829279266]"
"[4.245038757290298, -0.25359671088083424, -1.1138613257198144, 0.9933568721086634]","[1.6586927747244051, 0.9238242798671097, 1.9172708536591243, -1.1011835794770388]"
"[-1.5192326005650656, 0.7352313433681501, 2.1371768041555392, 1.4623311953751383]","[-2.257114118646099, -0.5861444466732733, 0.039077571912809236, -0.0007000133837540461]"
"[2.4305288183158247, -0.1497174510630103, -2.1514951998057024, -1.201151379062458]","[2.816730360665125, 1.2242838679819454, -1.6475148328803326, -0.2633159747111657]"
"[1.8554807246155705, -1.163288816765474, -0.5688689235575839, 0.8347059399683519]","[-1.3449918899554376, 1.7522901801670459, 0.8444048512859083, -0.06576584143578838]"
"[2.102572585092989, 1.5784034707342995, -1.0316720118603067, 1.151653395196919]","[-0.612936283358418, -1.6962581677455024, 1.5761418578177802, 0.030282500594160426]"
"[-0.7312220043183588, -2.0760166922031624, -1.4891996509965173, 0.0036300701558361474]","[1.3572205991517587, 1.5463498179346442, -1.4603662080039843, -0.41253525842016386]"
"[2.987646427306481, -1.0692523560094311, -0.8243773538612951, -1.0158567348799312]","[1.835832210373036, 1.556346817600017, -1.180171584991576, 0.6782587894596772]"
"[0.10747730543817191, 0.9625043322050728, 0.004220642224966432, -1.815756881021222]","[0.9637512784001927, -1.8132694072766795, -0.17867010955012316, 0.6016252974954861]"
"[-3.7689153078664295, 0.04706866217158314, -1.5380026551763015, -0.8419674819681938]","[-0.1906030137838123, -0.02876596936813489, 1.7467805373274248, -0.04314807155752569]"
"[0.1577178480505395, -1.4384772795867045, 1.975969686130402, -1.1676289690728936]","[-1.238709903642993, -0.815311910745238, 0.4963211401003969, 0.11206664157585829]"
"[-1.6760037261615526, 0.010105075515846978, 0.18762361074063316, -3.569592146884569]","[-0.9003200314948927, -0.29184431487088236, 0.12269694481792007, 0.6579679230562098]"
"[-1.1677537795712167, 1.867184283992951, -1.3327727300155208, -0.9072103019666211]","[0.8056360543051837, 1.4315451036059899, 0.505519210076761, 0.15405223006123825]"
"[-2.745065346522118, 1.459657267455832, 0.8666962249827441, -0.9226651546101076]","[-1.1212035655680355, -1.8072946656568099, -0.0671897481771537, 1.3521577811889873]"
"[-0.6821012881886963, 2.035645550093558, -2.12877245491943, 0.04575462623227509]","[-5.204226178389216, 0.41296468352850524, 0.3226965289949306, 0.07697381131530336]"
"[0.5292173790246866, -2.671500805537818, 1.6386157992280255, -0.7107320338790509]","[0.9369706350136708, 0.975830816619505, -1.553770067309616, 0.5669589985922426]"
"[1.8426019904261712, 3.5622614538707205, 0.18382232206163265, 1.2444637568485981]","[2.885584281143795, 2.3570700291255493, -1.1450130945023356, -1.1753223651065736]"
"[1.8385117732705885, 2.207968926083441, 0.19423937341828412, 1.958716486721173]","[-1.6241519009541943, -0.544976512742103, 1.7144887625644198, 0.75332481195521]"
"[1.561001781873879, 1.7995843739129205, -0.8486126587320442, 0.5207353152104788]","[0.8852594443515548, -2.336501716940116, 0.47863392879556854, -0.3810435762502286]"
"[0.9898669820810894, -0.44507315977917217, 0.9647130851351592, 1.5935434282422667]","[-1.1356447052086782, 1.4412770152014207, 0.8688832270708833, 0.8526968783703527]"
"[-3.4621790231787286, 0.31120054037321637, -2.7700095687322426, -1.1418418632370577]","[-2.4767658676453967, -0.4033109526807153, -0.30664948241326967, 1.3730006950876004]"
"[2.690527660766831, 1.0434879054946156, 0.32393131916394335, 0.9360284024578632]","[1.3414456579150973, 1.0495966880901249, 1.303682425597703, -0.837026033516463]"
"[0.053379994021018215, -0.5565165944373098, 0.5652955384774798, -3.3446177379389175]","[1.6503173232446222, -1.1162787169844322, -0.2492439877464454, 0.36988419997132155]"
"[3.3689637698772668, -0.8799569256416263, -1.3306700738686406, -0.5620116774120498]","[2.3897471549812, -1.1980838281388089, -0.3252473417419677, 0.4372029828424744]"
"[2.4261215228215054, 3.403307214858981, -1.3737576300394103, 0.1324545161595272]","[2.0346643420310264, 1.499048752855712, -0.1935834557382952, -1.1774391263263073]"
"[-0.1419575888815518, 2.0415723353566264, 2.4374067586211523, 2.566469248744402]","[-3.738157528575438, 0.09825794134411374, 0.5601993961508186, -0.39816417961498457]"
"[2.248025976873328, -0.0700639456100049, -2.1042952991266497, 0.4465024147668976]","[1.270278135469389, -0.7283192923817408, 0.6476425153099349, -0.49500903448876077]"
"[0.47686779678553126, -0.6894043043083775, 0.5295970174549794, 1.1137802050312946]","[1.4904839555467064, 1.0709375250422202, 1.1231461011611161, -0.05808538061627866]"
"[-0.8347178136617942, 2.9755913866567782, 1.856468628192077, -0.8393792003562767]","[-2.7576141092168798, 0.4687986742539719, 0.3473295247403042, 0.39766191049594773]"
"[3.584626573850448, -0.20120151215180956, -1.7455536394953877, -0.44549053394385285]","[0.9285109079410739, 2.1423721845355006, -1.4942355861721421, 0.7041441284563565]"
"[-3.74728340849994, 1.9036080528928152, -1.6247436883707094, -1.263844922557924]","[2.261614652489701, 0.5899635116315645, 0.1756644339731934, -0.1849924607969836]"
"[-0.15020513374910055, -3.012567710313892, 0.47622394290001363, -0.08333866882616463]","[3.805791774197322, -4.398768329259475, -0.04450523378714924, -0.24083558135451083]"
"[2.2115970432305847, 1.96028280550481, -0.6212167657094163, 0.8247238176804628]","[-0.04575649402950174, 1.3741069728070052, 2.661211652610787, 0.8869648184107373]"
"[-0.7503364781239774, 1.3311342999174476, -0.3363952881118325, -3.9527111114322726]","[2.990303167803177, 0.6746823695842009, -0.8453263917480214, 0.02256025557767372]"
"[-0.8352026162039107, -0.3040470695000467, -1.7021709270824097, 0.18270086797773125]","[3.4566231456845764, 0.4604748748133913, -1.5100594724549228, 0.032959974011414504]"
"[-1.299888465648869, 1.259055939832334, -1.5591005942458669, 0.7489263427551253]","[-3.8717022258588836, 0.4120196138525315, -0.5626663290874345, -1.524662605432345]"
"[1.2109752227710207, 0.9375766223237748, 0.6600198073713691, -0.22893658823751697]","[-1.572050488405119, 0.4671476319308069, 0.5799706164433787, 1.8436481281995287]"
"[2.0965758674106594, 0.8816881810779678, 0.388034507204184, 1.6172619863096924]","[0.07940005844901722, -1.7819911860731907, 1.5375558079365228, -0.054587250763509634]"
"[0.5115741151093773, -2.330116348351363, 1.5684432103656005, -0.01153560476650744]","[-4.6394767946327455, 0.09172655955746419, -0.892093309127117, -0.2856302229605192]"
"[2.458556819030626, 0.32323093809543046, -1.5182854729086892, -0.9497168159512825]","[3.826180380047908, 1.1335678383671546, -0.21244975886430367, -1.2897154670140467]"
"[-4.755696043167991, 1.487476043828013, 0.3945397389780777, 0.39247977680157686]","[-2.1371478160103625, -1.2293515220420221, 0.4652646195226001, 1.3305339304008]"
"[-0.4829722024495755, -1.4364432208177864, 3.0377494921711596, -0.6029314724896709]","[-1.906427605091742, -1.243634536947866, -0.7254381343265033, -0.8624761086241771]"
"[0.26893575110339507, -2.0382520669573294, 1.7210821242142111, 0.27522377395689773]","[1.9769211623497387, 1.6440779990522416, -0.49974055830805464, 0.09743149538912203]"
"[-1.2697226315507972, -0.6690370814179268, -2.4284163974064104, -0.30716339744373866]","[1.2451644146653658, 1.5494312545404143, -0.3833814652065549, 2.1650849007179973]"
"[0.7828043129357755, -0.03809640798820939, 0.7587782381470999, -0.3940837809033328]","[-2.273158361523606, -1.2534479599501616, -0.3161590137485631, 0.1431682823996086]"
"[2.0055592849996127, 2.9839510154649482, 0.11539303132784047, 1.051999548362858]","[-1.992245238739248, 0.6219181274052555, 2.477760664187252, -0.5021356928526974]"
"[-0.7455035335421824, -3.177442326220435, -1.1298060646551347, 2.0107730372754964]","[-0.7345110088901233, 1.6692933408519124, -0.8134673444806847, 0.7106941847122921]"
"[0.3815398164279067, -2.5331466535037777, -0.36660693368063, -1.4001540588814227]","[-0.07425777616437114, 0.018280672818929363, -0.34551364839902443, -0.8735759463467766]"
"[-1.5569386862411823, 0.7425523232711406, -0.048611998114553134, -1.0095097641642623]","[0.9911342815491493, 0.664038920131528, -0.6390205829493296, 0.8152902614135762]"
"[3.1962548526129577, 0.17615728920772908, -0.20172694346043235, -1.783598242904073]","[0.7262605536110165, -0.7767102905373806, -0.17079261217429986, 0.6348230447438816]"
"[-3.1631873801090724, 0.03205986150274727, -0.5180297675959847, 1.6328066498903542]","[-1.7858667274175548, 1.5780952976629459, 0.022846310846723804, 1.413711169184575]"
"[2.7479932884925455, 2.564976562757369, -1.9387986269093729, -0.5254896930191333]","[0.8252583472875219, 0.34167137294388494, 0.559122769534258, -0.6058721804944474]"
"[0.4788723326087906, -0.15358886608033046, -1.7419503381846062, -0.8894789748720228]","[0.02432793451975359, 1.1131101359760704, -1.40578973454296, -0.30264131115159937]"
"[0.30962503325048446, -2.9382173106315728, 1.2015049364480022, -0.021599290623178512]","[3.0702390657015806, 0.885351286086664, -1.1378023187191417, 0.007456624218965608]"
"[-1.2779919172675758, 0.49501804113121584, 2.151972570895329, 0.5407993690859478]","[1.995976595958956, 1.4666237530536075, 0.7411736466667971, 1.5217680755903757]"
"[-0.800458842723469, -2.554628181374722, 2.2971843933609555, -0.7995533037572972]","[-2.4485576248314973, -1.0481046713023696, -1.3180400672797368, -0.6037722631193879]"
"[-0.7256014379625416, 3.694018235024247, -0.4470144475585172, 0.4040003808874916]","[1.5728539993468729, 0.9653113393348386, 0.757562232528548, 1.6302306643187614]"
"[0.03346412042365145, -1.7076035683005863, -1.030385443789248, -0.592309913227566]","[1.0877889762545099, 1.6386996656344945, -0.6528623047322372, 1.835098391539328]"
"[-0.21962870329005127, -1.3975382435194414, -1.899562624828804, -1.1034139875123068]","[-4.8822978297248, 0.8458021846689285, -1.3298008362183638, -0.7598099934074848]"
"[-2.073513165321673, 1.606903191740613, -0.5677480934114485, -0.04942071306167185]","[-2.959842074934671, 0.318612312037245, 1.309886458376115, 0.35763887194194743]"
"[1.3024201939213689, -2.581462433959052, -1.1087743145338425, -1.0996921282642953]","[-2.1147462608772565, -0.6585729572356008, -0.3957394463666911, 0.024200001053775216]"
"[3.157258539623859, 2.1811233100773086, 1.1522983472169233, 1.4790674445936147]","[-0.4844144621027642, 0.7695949162542521, 2.6615432396930907, -1.109077320841708]"
"[-4.180301656565674, 0.8024882222008728, 0.5590958491997202, 0.8172289773077621]","[-2.8341109585465283, 0.11425713994070363, 1.1211175966798017, 0.8749360392715176]"
"[0.7277573557466466, 0.6156799014423645, 1.686579974849776, -0.07715365519244977]","[-2.5674541850137955, -0.7326176697060734, 0.31032306467505527, 0.24297813265048926]"
"[-0.7962512556044861, -1.0802871196602624, 0.8002434455358286, 1.3893788693981457]","[-3.151756764707372, 0.7246265596273409, 0.3976250455216698, -0.4346369637514999]"
"[-1.1998118341541057, -1.6876551306177268, 2.0961147986327116, -2.324623583312452]","[-0.6171914765023409, -1.1013154292894063, -0.48160258548270696, 0.35747191141484724]"
"[-0.962408393625669, -2.6007187225653134, -1.2323115557827335, 3.1417077880304976]","[0.614221756089101, 0.9204176756298182, -0.0822112034335303, -0.5968817795639497]"
"[-1.6992087742153166, -0.13250649170103354, -1.4614313554481215, -3.7329198226357985]","[-0.12567183879507882, -1.8756359116208117, -0.03666284912808269, 1.7566418067311487]"
"[-2.090603673598566, -0.5767057895909081, 1.8644731228040983, -0.2323553802270682]","[-3.5673004617184225, -0.14493885328097764, -1.1414899297104204, -0.939279321387588]"
"[-0.8733513713290527, -3.219859918606924, -3.301743790378832, 2.3275428634381043]","[-4.744877671309115, 0.7292492029773988, -0.9358901612457795, -0.9639222272673441]"
"[2.358645792254776, 2.2325452784516604, -1.5119393722950107, 0.14819775767117704]","[4.209070055514817, 1.0614084646968258, -0.3107451086639135, -1.4429018231150916]"
"[-3.92754656212496, 0.6673498825063073, -1.2131910971733493, -0.24731076889167497]","[2.22679456899712, 0.2148995276253806, 0.926849412307143, 0.33381921028051986]"
"[-0.2117994496586958, -1.465127587896161, -0.03862521595602276, 0.46048923365880995]","[-0.751464481836117, -0.9313685712647802, -0.13316072872246842, 0.18251152725009578]"
"[-1.766427277212852, 3.1084258851222066, 1.251834933506318, 1.2633514148943334]","[0.618566258370617, 1.632922549193605, 2.2301214154750957, -1.3348930732896966]"
"[-0.8418147502274063, -2.530540686347591, -2.3041400198292163, 2.3819676471739943]","[-2.6395368202793312, -0.8448054202939904, -0.7691816054497043, -0.06716013072307994]"
"[1.7162573313494662, 3.0602597838589305, 2.1766193570826724, 1.431498630949849]","[-0.10248920077499853, 0.6293248993418536, 1.855085453753936, -0.1505392391981371]"
"[-4.469524178252713, 1.2628029311358433, -0.7563620254940697, 0.2068593081456973]","[1.3947388391188218, -0.7261227193224493, 0.2754596402546803, 0.40080229876437024]"
"[2.7583094942510535, -0.16042470120310742, -2.467102984925596, -1.1116872485370937]","[1.8812335906403268, 0.9222284050336699, -1.5723485053996094, 1.2724829340725938]"
"[1.0617351309456544, -0.19526276472130635, -1.4125070305652894, 0.15436261321407516]","[-2.3226277725291062, -1.0678947840229616, -0.09491067489688339, -0.32761202132549555]"
"[-0.918525139994447, 4.182769929648604, 0.7738934174480465, 1.4384476230638723]","[0.9520091277877448, 0.7106772866366061, 1.9544960119581283, -0.339098896519146]"
"[2.6284711198094413, 0.2949567442771013, -2.370737662747753, -0.4036622795631958]","[0.3385031302618126, -1.9428277735002373, -0.1006246191708112, -0.0877168414679216]"
"[1.9146961120568788, -0.9024226454827013, 0.7035592278200347, 0.9901385876725416]","[1.0852641570854338, -2.830998789056114, -0.5799269038932268, -0.7353545727867675]"
"[-2.9420378470029145, 1.4559183836354108, 1.36458056157855, 0.48567833551641926]","[-2.1947443625801104, -0.8963736967375994, 0.8474225467964438, 1.5778479860213923]"
"[-0.8624880189313151, -2.1566895542511935, 2.7306488306329064, 0.04845235547148149]","[-3.9585438063674205, 0.27981042004477347, -1.1633254592530944, -0.4838097092090666]"
"[-0.6056168432444301, 0.8569137478454175, 1.2525844567524758, 0.9359143192244206]","[3.61222620357092, -0.18133699829171568, 0.039695811331200336, -0.13942249029258627]"
"[-1.7814627958976166, 0.0793009210333498, -0.7250146977241662, -1.0524523000200345]","[4.039084685367487, 1.1227320217257513, -1.6498925654250212, 0.22674254221218487]"
"[-2.18623014452343, -0.8680351548865111, -0.2768350822489257, 2.5398082889009572]","[2.06948504094211, 0.9703898343911546, 0.34164426135106235, 1.6598219268670156]"
"[2.0851524753799233, -0.6076798368811168, 1.576807358429381, 0.2197371944310472]","[1.6813668602543783, 1.8624780138911043, 0.6463311883908484, 0.16767251563709365]"
"[-0.8658940788524794, -2.2548412505209923, 1.2863943048143778, -2.0917391468078343]","[1.7244818273465146, 1.6110897213835127, -0.01939549706905541, 1.1601953266419682]"
"[1.1682850605940391, -0.12606871626045005, -1.0773157392813992, -1.4076471928197951]","[-2.1059176452541615, -0.2627725893343124, 0.16339086736379171, 0.4378368390503088]"
"[-2.114785994607587, 1.5183721465332898, 1.7775520097519864, 0.6542447679848142]","[3.880001540524179, 1.0454682534973543, -1.1284336305737472, 0.029669057886631333]"
"[2.3357433628909714, 3.518260987824753, -0.0629409184574206, 1.4835061841838322]","[2.562606057879885, 0.6238787642651549, 1.0568616265078967, -0.533926323231053]"
"[-0.15008675162711238, 0.801220004851407, 1.4779600982844885, 0.4656678205575463]","[-1.454673030705666, -0.05465699431793686, 0.10117093240725758, 0.3521560230400521]"
"[-0.7363658046996994, -1.7339221440515868, -1.6872929595667059, 2.343123155772176]","[0.012291049446688837, 1.0292051322084437, 0.6549733303685963, 1.0587455699762467]"
"[2.1653785106430536, 0.05529950892589059, 1.649658347806201, 1.475439470219247]","[3.7760392969773586, -3.008326852597457, -0.12992170968743394, -0.6735810119869989]"
"[-0.8292372876599807, -1.4928539979864777, 1.1846633347973003, 1.486265561582882]","[4.09179426064471, 1.2887838354467909, -1.4160605935781463, 0.05186634361467334]"
"[3.263345744465012, 0.2897877862218793, -1.3391972945325765, 0.01938959651841851]","[0.5083199880040811, -2.665713714239199, -0.1038395439304889, -0.41808867408039024]"
"[-0.7801565895888353, -2.6172774496787414, -3.0709324048869853, 2.42189533520939]","[0.7733401166433344, -1.2898112361117515, -0.7499764302705327, -0.06705170329502423]"
"[2.0922884527123076, 0.15633641833643924, 1.095623801800568, -0.08112659921216238]","[1.2963040266444879, -0.4661677753340622, -0.022490630258328276, -0.46599410450626955]"
"[0.32197013518673856, -0.5559729323907606, 0.3603280032466912, -2.409990001125829]","[3.7227007541573247, 0.5502358081686756, -1.6402602889188607, -0.1938831005104437]"
"[-0.5126964176605299, -0.7345011369984386, 0.3781512489762843, 1.5285222978119442]","[-0.2497579733616544, -1.7021376107510993, 0.3652819206178805, 0.28361951962065074]"
"[-1.7350820662011335, 1.1987000875586347, 0.8251002265667575, -1.019873460527424]","[1.046583038518479, -1.6732121848210213, 0.12159156743182717, 0.5463025953445086]"
"[-0.39203069298872967, -1.698103096723632, -0.9357015929748922, -0.7913313787188948]","[-4.352603930400024, 0.11277162799800694, -1.0239372157658557, -0.11633801610451291]"
